;Index,County,YEAR,HH,HH_Pop,HH_Size,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,CoName
491993,49,1993,79713,287629,3.61,145761,17643,7042,17191,5642,14516,29279,9820,26323,2496,193,8996,6620,Utah County
491994,49,1994,82702,298171,3.61,153365,18508,7407,17736,5882,15646,30215,10366,28088,2524,194,9845,6954,Utah County
491995,49,1995,85691,308713,3.6,160969,19372,7771,18282,6122,16778,31149,10913,29854,2553,196,10694,7285,Utah County
491996,49,1996,88679,319256,3.6,168573,20240,8136,18827,6360,17912,32084,11457,31622,2581,198,11544,7612,Utah County
491997,49,1997,91668,329798,3.6,176178,21107,8501,19374,6600,19048,33018,12001,33391,2609,200,12395,7934,Utah County
491998,49,1998,94656,340341,3.6,183781,21972,8865,19921,6840,20186,33951,12545,35161,2637,202,13247,8254,Utah County
491999,49,1999,97645,350882,3.59,191385,22840,9231,20468,7080,21325,34884,13088,36932,2665,204,14098,8570,Utah County
492000,49,2000,100633,361425,3.59,198989,23673,9586,20984,7318,22344,35851,13669,38619,2690,206,14919,9130,Utah County
492001,49,2001,104674,375704,3.59,202893,23956,9771,20455,7448,22879,36712,14233,40422,2671,231,14774,9341,Utah County
492002,49,2002,108714,389982,3.59,204070,23922,9825,19677,7477,23104,37074,14599,41653,2618,252,14442,9427,Utah County
492003,49,2003,112755,404261,3.59,207003,24098,9964,19097,7572,23525,37751,15082,43211,2590,275,14248,9590,Utah County
492004,49,2004,116795,418539,3.58,218172,25231,10498,19263,7968,24883,39932,16168,46502,2663,309,14614,10141,Utah County
492005,49,2005,120837,432818,3.58,231404,26593,11132,19559,8438,26482,42498,17424,50292,2757,348,15095,10786,Utah County
492006,49,2006,124877,447095,3.58,245957,28094,11830,19907,8956,28239,45318,18797,54437,2864,389,15633,11493,Utah County
492007,49,2007,128918,461374,3.58,263031,29869,12648,20388,9563,30291,48615,20387,59217,2993,436,16298,12326,Utah County
492008,49,2008,132958,475652,3.58,263417,29746,12664,19556,9564,30425,48829,20689,60261,2932,455,15921,12375,Utah County
492009,49,2009,136999,489931,3.58,257412,28914,12372,18307,9335,29814,47851,20471,59780,2803,463,15184,12118,Utah County
492010,49,2010,141016,503812,3.57,254693,28459,12240,17352,9225,29577,47473,20495,59995,2716,475,14669,12017,Utah County
492011,49,2011,145474,517441,3.56,264428,29428,12653,17868,9582,31062,48911,21447,62033,2714,485,15753,12492,Utah County
492012,49,2012,149654,529357,3.54,273214,30292,13020,18316,9905,32440,50169,22325,63845,2701,493,16786,12922,Utah County
492013,49,2013,153040,538647,3.52,284399,31418,13501,18924,10315,34110,51861,23401,66212,2711,506,17975,13465,Utah County
492014,49,2014,157730,551167,3.49,295691,32558,13985,19535,10729,35799,53564,24490,68598,2719,517,19184,14013,Utah County
492015,49,2015,163909,569283,3.47,310962,34127,14655,20404,11288,37983,55975,25915,71900,2761,537,20668,14749,Utah County
492016,49,2016,169898,586583,3.45,326735,35749,15348,21299,11864,40243,58459,27389,75305,2801,556,22210,15512,Utah County
492017,49,2017,176702,606499,3.43,341205,37221,15976,22104,12395,42358,60696,28760,78401,2827,573,23683,16211,Utah County
492018,49,2018,183358,625492,3.41,353571,38462,16504,22768,12848,44221,62548,29958,81005,2833,585,25024,16815,Utah County
492019,49,2019,189706,643356,3.39,364371,39531,16959,23329,13244,45892,64117,31027,83247,2824,596,26263,17342,Utah County
492020,49,2020,195926,660911,3.37,374508,40526,17381,23846,13617,47485,65566,32040,85336,2809,605,27460,17837,Utah County
492021,49,2021,202343,678666,3.35,384225,41412,17762,24100,13946,49425,66831,33030,87491,2780,606,28511,18331,Utah County
492022,49,2022,208760,696239,3.34,393722,42272,18132,24338,14267,51339,68059,34002,89595,2749,607,29549,18813,Utah County
492023,49,2023,215189,713695,3.32,403150,43122,18501,24571,14585,53246,69272,34968,91684,2719,607,30582,19293,Utah County
492024,49,2024,221650,731136,3.3,412598,43978,18868,24804,14903,55158,70488,35934,93776,2687,608,31617,19777,Utah County
492025,49,2025,228168,748615,3.28,422082,44833,19237,25039,15223,57076,71708,36907,95879,2656,609,32656,20259,Utah County
492026,49,2026,234803,766262,3.26,431543,45689,19606,25271,15542,58992,72925,37875,97974,2625,609,33694,20741,Utah County
492027,49,2027,241495,784196,3.25,440946,46538,19971,25499,15859,60902,74129,38841,100056,2593,609,34728,21221,Utah County
492028,49,2028,248311,802629,3.23,450343,47386,20337,25726,16175,62813,75332,39806,102137,2560,610,35763,21698,Utah County
492029,49,2029,255285,821538,3.22,459781,48237,20703,25955,16493,64731,76542,40775,104227,2527,610,36800,22181,Utah County
492030,49,2030,262385,841062,3.21,469299,49098,21072,26187,16814,66662,77763,41750,106335,2495,610,37846,22667,Utah County
492031,49,2031,269745,861235,3.19,478930,49974,21468,26293,17082,69019,78926,42668,108448,2465,607,38801,23179,Utah County
492032,49,2032,277442,882046,3.18,488697,50867,21867,26406,17356,71397,80111,43597,110594,2436,602,39767,23697,Utah County
492033,49,2033,285175,903201,3.17,498616,51777,22275,26528,17634,73796,81322,44539,112772,2407,598,40745,24223,Utah County
492034,49,2034,293021,924582,3.16,508688,52701,22689,26658,17918,76218,82556,45495,114986,2379,595,41736,24757,Utah County
492035,49,2035,300895,946161,3.14,518906,53639,23109,26795,18207,78663,83814,46464,117233,2351,591,42739,25301,Utah County
492036,49,2036,308678,967894,3.14,529248,54591,23535,26938,18501,81127,85093,47445,119506,2325,588,43753,25846,Utah County
492037,49,2037,316510,989735,3.13,539704,55553,23966,27086,18798,83611,86388,48436,121806,2298,585,44777,26400,Utah County
492038,49,2038,324261,1011662,3.12,550287,56531,24403,27240,19100,86116,87704,49438,124134,2272,581,45810,26958,Utah County
492039,49,2039,332137,1033665,3.11,561003,57520,24845,27399,19406,88644,89038,50452,126493,2246,579,46856,27525,Utah County
492040,49,2040,339992,1055751,3.11,571863,58522,25293,27565,19717,91197,90396,51480,128884,2221,575,47914,28099,Utah County
492041,49,2041,347855,1077843,3.1,582872,59503,25751,27642,19970,94266,91687,52435,131298,2205,572,48836,28707,Utah County
492042,49,2042,355697,1099964,3.09,594033,60499,26216,27728,20229,97357,93002,53404,133744,2190,568,49770,29326,Utah County
492043,49,2043,363684,1122342,3.09,605346,61509,26687,27821,20493,100473,94341,54387,136228,2176,564,50717,29950,Utah County
492044,49,2044,371642,1144214,3.08,616811,62535,27166,27920,20762,103614,95704,55384,138745,2163,561,51677,30580,Utah County
492045,49,2045,379567,1165628,3.07,628422,63577,27650,28027,21036,106779,97088,56393,141294,2150,557,52649,31222,Utah County
492046,49,2046,387367,1186657,3.06,640173,64633,28141,28139,21315,109970,98494,57414,143875,2138,554,53632,31868,Utah County
492047,49,2047,395160,1207388,3.06,652054,65698,28638,28256,21597,113186,99920,58449,146486,2125,550,54627,32522,Utah County
492048,49,2048,402925,1227906,3.05,664067,66779,29141,28378,21884,116426,101366,59495,149125,2113,547,55633,33180,Utah County
492049,49,2049,410792,1248260,3.04,676208,67874,29648,28505,22175,119690,102830,60551,151794,2101,544,56650,33846,Utah County
492050,49,2050,418755,1268545,3.03,688474,68979,30161,28637,22469,122980,104312,61620,154490,2090,541,57676,34519,Utah County
492051,49,2051,426307,1287629,3.02,700864,70049,30671,28736,22735,126612,105746,62649,157183,2084,538,58647,35214,Utah County
492052,49,2052,434030,1306915,3.01,713374,71133,31185,28839,23005,130264,107198,63690,159905,2078,534,59627,35916,Utah County
492053,49,2053,441895,1326416,3.0,726004,72224,31704,28948,23278,133940,108667,64741,162652,2072,532,60617,36629,Utah County
492054,49,2054,450012,1346137,2.99,738749,73328,32230,29060,23555,137639,110153,65802,165426,2067,528,61617,37344,Utah County
492055,49,2055,458400,1366158,2.98,751609,74444,32759,29177,23835,141359,111657,66874,168224,2063,526,62626,38065,Utah County
492056,49,2056,466677,1386555,2.97,764579,75572,33294,29298,24119,145102,113176,67954,171048,2058,522,63645,38791,Utah County
492057,49,2057,474927,1407329,2.96,777658,76707,33833,29422,24406,148868,114711,69045,173896,2053,520,64673,39524,Utah County
492058,49,2058,483429,1428492,2.95,790844,77855,34377,29550,24697,152656,116260,70145,176769,2050,516,65708,40261,Utah County
492059,49,2059,492167,1450047,2.95,804135,79012,34926,29681,24990,156466,117826,71255,179663,2046,514,66754,41002,Utah County
492060,49,2060,500954,1471974,2.94,817527,80178,35478,29815,25286,160300,119404,72373,182581,2042,511,67807,41752,Utah County
571990,57,1990,51845,151779,2.93,80805,10214,4295,12457,4202,3559,19451,6082,13042,1333,0,3158,3012,Weber County
571991,57,1991,53066,155475,2.93,83510,10585,4466,12668,4319,3821,19498,6357,13833,1343,0,3486,3134,Weber County
571992,57,1992,54288,159172,2.93,86215,10959,4638,12879,4436,4086,19543,6630,14627,1355,0,3815,3247,Weber County
571993,57,1993,55509,162869,2.93,88920,11331,4812,13090,4553,4353,19588,6905,15424,1366,0,4143,3355,Weber County
571994,57,1994,56730,166565,2.94,91625,11707,4984,13302,4670,4622,19631,7181,16224,1378,0,4473,3453,Weber County
571995,57,1995,57953,170263,2.94,94330,12079,5157,13516,4787,4892,19674,7456,17026,1390,0,4803,3550,Weber County
571996,57,1996,59174,173960,2.94,97035,12458,5331,13729,4904,5163,19717,7730,17830,1403,0,5133,3637,Weber County
571997,57,1997,60395,177656,2.94,99740,12835,5504,13941,5021,5436,19758,8005,18637,1416,0,5463,3724,Weber County
571998,57,1998,61616,181353,2.94,102445,13212,5678,14154,5138,5709,19799,8280,19446,1428,0,5794,3807,Weber County
571999,57,1999,62839,185050,2.94,105150,13589,5852,14368,5255,5985,19840,8555,20256,1443,0,6124,3883,Weber County
572000,57,2000,64060,188746,2.95,107855,13930,6014,14565,5371,6187,19917,8827,20947,1439,0,6441,4217,Weber County
572001,57,2001,65321,192141,2.94,108119,13801,6028,14234,5407,6175,20084,9051,21342,1386,23,6343,4245,Weber County
572002,57,2002,66582,195536,2.94,108677,13713,6059,13945,5459,6179,20305,9296,21794,1337,45,6263,4282,Weber County
572003,57,2003,67843,198931,2.93,109482,13652,6104,13689,5523,6198,20572,9563,22295,1291,68,6197,4330,Weber County
572004,57,2004,69104,202325,2.93,111829,13785,6233,13619,5665,6305,21129,9969,23115,1262,92,6218,4437,Weber County
572005,57,2005,70365,205720,2.92,114041,13894,6356,13524,5800,6403,21664,10365,23916,1232,117,6228,4542,Weber County
572006,57,2006,71626,209114,2.92,117835,14192,6567,13603,6017,6588,22504,10914,25060,1214,144,6319,4713,Weber County
572007,57,2007,72887,212509,2.92,123482,14703,6881,13872,6331,6876,23706,11648,26622,1214,174,6504,4951,Weber County
572008,57,2008,74148,215903,2.91,123674,14558,6890,13515,6365,6858,23865,11874,27020,1157,198,6397,4977,Weber County
572009,57,2009,75409,219298,2.91,118886,13832,6624,12634,6143,6566,23057,11612,26311,1056,213,6037,4801,Weber County
572010,57,2010,76704,222446,2.9,116667,13421,6499,12051,6050,6418,22738,11586,26147,983,231,5817,4726,Weber County
572011,57,2011,77991,224338,2.88,118385,13520,6554,12117,6143,6601,22902,11834,26600,968,239,6094,4813,Weber County
572012,57,2012,79441,226799,2.85,120130,13621,6613,12188,6238,6784,23072,12084,27059,953,248,6372,4898,Weber County
572013,57,2013,80460,228255,2.84,122411,13785,6700,12312,6359,6998,23345,12387,27638,944,257,6677,5009,Weber County
572014,57,2014,81636,229841,2.82,125195,14005,6815,12487,6507,7240,23713,12742,28331,936,268,7011,5140,Weber County
572015,57,2015,83221,232865,2.8,129545,14399,7015,12815,6737,7575,24374,13257,29379,941,282,7437,5334,Weber County
572016,57,2016,84610,235679,2.79,134423,14847,7241,13192,6993,7945,25129,13829,30550,948,298,7900,5551,Weber County
572017,57,2017,86759,240633,2.77,139452,15307,7473,13580,7258,8325,25905,14420,31756,956,314,8378,5780,Weber County
572018,57,2018,89022,245866,2.76,144307,15747,7696,13945,7516,8699,26644,14997,32927,961,330,8854,5991,Weber County
572019,57,2019,91210,250933,2.75,148746,16135,7895,14269,7750,9051,27300,15531,34004,962,345,9310,6194,Weber County
572020,57,2020,93297,255622,2.74,152648,16465,8064,14538,7956,9372,27853,16013,34961,960,359,9736,6371,Weber County
572021,57,2021,95371,260114,2.73,156024,16714,8188,14703,8135,9712,28411,16431,35794,954,362,10089,6531,Weber County
572022,57,2022,97327,264249,2.72,159045,16922,8294,14834,8293,10032,28905,16813,36546,947,363,10421,6675,Weber County
572023,57,2023,99220,268103,2.7,161850,17109,8386,14943,8439,10338,29357,17172,37250,937,365,10741,6813,Weber County
572024,57,2024,101033,271656,2.69,164437,17271,8468,15031,8576,10633,29771,17509,37904,927,365,11047,6935,Weber County
572025,57,2025,102767,274909,2.68,166812,17407,8538,15099,8702,10915,30145,17826,38509,916,365,11339,7051,Weber County
572026,57,2026,104527,278217,2.66,168979,17524,8598,15147,8816,11182,30482,18118,39066,903,365,11617,7161,Weber County
572027,57,2027,106256,281377,2.65,170951,17624,8647,15179,8920,11436,30785,18390,39577,887,365,11881,7260,Weber County
572028,57,2028,107962,284436,2.63,172742,17700,8688,15195,9015,11678,31055,18641,40048,873,364,12134,7351,Weber County
572029,57,2029,109645,287414,2.62,174370,17762,8721,15197,9100,11909,31295,18875,40480,858,362,12373,7438,Weber County
572030,57,2030,111328,290361,2.61,175855,17812,8747,15188,9179,12129,31510,19094,40877,841,361,12602,7515,Weber County
572031,57,2031,113011,293262,2.59,177215,17864,8774,15128,9230,12401,31737,19260,41255,827,357,12789,7593,Weber County
572032,57,2032,114667,296123,2.58,178466,17907,8797,15060,9277,12663,31945,19414,41605,813,353,12967,7665,Weber County
572033,57,2033,116301,298915,2.57,179619,17941,8815,14984,9318,12918,32134,19557,41931,799,348,13139,7735,Weber County
572034,57,2034,117924,301624,2.56,180688,17970,8830,14905,9354,13164,32309,19691,42237,784,344,13302,7798,Weber County
572035,57,2035,119458,304268,2.55,181682,17990,8842,14822,9388,13402,32471,19816,42527,770,340,13458,7856,Weber County
572036,57,2036,120953,306852,2.54,182613,18006,8850,14736,9419,13633,32622,19935,42799,756,335,13609,7913,Weber County
572037,57,2037,122433,309400,2.53,183489,18016,8858,14648,9446,13858,32762,20046,43059,741,331,13754,7970,Weber County
572038,57,2038,123913,311924,2.52,184322,18023,8861,14559,9473,14078,32896,20153,43307,725,327,13896,8024,Weber County
572039,57,2039,125370,314437,2.51,185116,18029,8865,14469,9496,14291,33024,20255,43544,712,322,14033,8076,Weber County
572040,57,2040,126797,316952,2.5,185879,18032,8868,14378,9519,14501,33145,20355,43776,697,318,14167,8123,Weber County
572041,57,2041,128194,319471,2.49,186616,18033,8872,14269,9522,14773,33271,20423,44017,687,314,14261,8174,Weber County
572042,57,2042,129531,321992,2.49,187330,18036,8875,14160,9524,15038,33391,20488,44250,677,309,14353,8229,Weber County
572043,57,2043,130820,324508,2.48,188026,18036,8878,14053,9527,15301,33508,20551,44478,667,305,14443,8279,Weber County
572044,57,2044,132062,327003,2.48,188703,18037,8880,13947,9529,15556,33623,20613,44701,657,301,14530,8329,Weber County
572045,57,2045,133262,329484,2.47,189362,18037,8881,13842,9531,15808,33735,20673,44919,647,296,14616,8377,Weber County
572046,57,2046,134431,331944,2.47,190003,18034,8882,13739,9532,16056,33842,20731,45133,638,292,14701,8423,Weber County
572047,57,2047,135569,334378,2.47,190621,18034,8882,13635,9531,16298,33946,20787,45339,629,288,14782,8470,Weber County
572048,57,2048,136677,336794,2.46,191216,18030,8883,13533,9531,16534,34046,20841,45539,619,284,14861,8515,Weber County
572049,57,2049,137773,339174,2.46,191780,18024,8882,13431,9530,16765,34141,20892,45729,610,280,14937,8559,Weber County
572050,57,2050,138875,341526,2.46,192312,18014,8881,13330,9528,16991,34230,20939,45913,600,276,15010,8600,Weber County
572051,57,2051,139951,343833,2.46,192817,17998,8874,13225,9518,17250,34311,20971,46093,592,272,15070,8643,Weber County
572052,57,2052,141014,346105,2.45,193299,17983,8869,13120,9506,17504,34386,21003,46267,586,269,15126,8680,Weber County
572053,57,2053,142107,348326,2.45,193761,17966,8862,13017,9494,17752,34458,21030,46435,578,265,15181,8723,Weber County
572054,57,2054,143291,350487,2.45,194207,17948,8855,12915,9482,17995,34528,21059,46599,571,261,15234,8760,Weber County
572055,57,2055,144449,352611,2.44,194639,17932,8848,12814,9469,18233,34596,21083,46758,565,258,15286,8797,Weber County
572056,57,2056,145588,354698,2.44,195058,17914,8841,12715,9457,18466,34661,21109,46913,557,254,15336,8835,Weber County
572057,57,2057,146743,356749,2.43,195469,17894,8834,12618,9445,18695,34725,21134,47066,550,251,15387,8870,Weber County
572058,57,2058,147909,358767,2.43,195870,17877,8826,12522,9433,18920,34788,21158,47213,544,247,15434,8908,Weber County
572059,57,2059,149102,360772,2.42,196264,17860,8820,12428,9420,19141,34849,21181,47359,538,244,15482,8942,Weber County
572060,57,2060,150313,362756,2.41,196651,17842,8813,12336,9409,19359,34909,21205,47503,531,240,15528,8976,Weber County
