,scenarioID,tdmVersion,tdmVersionWithDate,scenarioName,scenarioGroup,scenarioYear,PERIOD,TRIPPURP,MODE,TRIPS,modeGroup
4903,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Ok,NHB,LCL,3153,4a: Local Bus
4904,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Ok,NHB,LCL,3153,0: Total
4905,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,HBC,LCL,6589,4: Transit
4906,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,HBC,LCL,6589,4a: Local Bus
4907,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,HBC,LCL,6589,0: Total
4908,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,HBO,LCL,7615,4: Transit
4909,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,HBO,LCL,7615,4a: Local Bus
4910,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,HBO,LCL,7615,0: Total
4911,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,HBS,LCL,0,4: Transit
4912,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,HBS,LCL,0,4a: Local Bus
4913,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,HBS,LCL,0,0: Total
4914,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,HBW,LCL,12881,4: Transit
4915,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,HBW,LCL,12881,4a: Local Bus
4916,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,HBW,LCL,12881,0: Total
4917,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,NHB,LCL,1555,4: Transit
4918,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,NHB,LCL,1555,4a: Local Bus
4919,9.1,v9,WF TDM v9.0 - official,NoBuild_2042,NoBuild,2042,Pk,NHB,LCL,1555,0: Total
4980,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,HBC,LCL,0,4: Transit
4981,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,HBC,LCL,0,4a: Local Bus
4982,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,HBC,LCL,0,0: Total
4983,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,HBO,LCL,16519,4: Transit
4984,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,HBO,LCL,16519,4a: Local Bus
4985,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,HBO,LCL,16519,0: Total
4986,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,HBS,LCL,0,4: Transit
4987,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,HBS,LCL,0,4a: Local Bus
4988,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,HBS,LCL,0,0: Total
4989,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,HBW,LCL,8007,4: Transit
4990,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,HBW,LCL,8007,4a: Local Bus
4991,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,HBW,LCL,8007,0: Total
4992,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,NHB,LCL,3351,4: Transit
4993,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,NHB,LCL,3351,4a: Local Bus
4994,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Ok,NHB,LCL,3351,0: Total
4995,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,HBC,LCL,6994,4: Transit
4996,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,HBC,LCL,6994,4a: Local Bus
4997,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,HBC,LCL,6994,0: Total
4998,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,HBO,LCL,8218,4: Transit
4999,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,HBO,LCL,8218,4a: Local Bus
5000,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,HBO,LCL,8218,0: Total
5001,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,HBS,LCL,0,4: Transit
5002,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,HBS,LCL,0,4a: Local Bus
5003,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,HBS,LCL,0,0: Total
5004,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,HBW,LCL,13406,4: Transit
5005,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,HBW,LCL,13406,4a: Local Bus
5006,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,HBW,LCL,13406,0: Total
5007,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,NHB,LCL,1656,4: Transit
5008,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,NHB,LCL,1656,4a: Local Bus
5009,9.11,v9,WF TDM v9.0 - official,NoBuild_2050,NoBuild,2050,Pk,NHB,LCL,1656,0: Total
5070,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,HBC,COR,0,4: Transit
5071,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,HBC,COR,0,4b: Core Bus
5072,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,HBC,COR,0,0: Total
5073,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,HBO,COR,261,4: Transit
5074,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,HBO,COR,261,4b: Core Bus
5075,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,HBO,COR,261,0: Total
5076,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,HBS,COR,0,4: Transit
5077,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,HBS,COR,0,4b: Core Bus
5078,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,HBS,COR,0,0: Total
5079,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,HBW,COR,85,4: Transit
5080,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,HBW,COR,85,4b: Core Bus
5081,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,HBW,COR,85,0: Total
5082,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,NHB,COR,59,4: Transit
5083,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,NHB,COR,59,4b: Core Bus
5084,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Ok,NHB,COR,59,0: Total
5085,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBC,COR,29,4: Transit
5086,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBC,COR,29,4b: Core Bus
5087,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBC,COR,29,0: Total
5088,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBO,COR,139,4: Transit
5089,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBO,COR,139,4b: Core Bus
5090,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBO,COR,139,0: Total
5091,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBS,COR,0,4: Transit
5092,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBS,COR,0,4b: Core Bus
5093,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBS,COR,0,0: Total
5094,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBW,COR,154,4: Transit
5095,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBW,COR,154,4b: Core Bus
5096,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBW,COR,154,0: Total
5097,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,NHB,COR,28,4: Transit
5098,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,NHB,COR,28,4b: Core Bus
5099,9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,NHB,COR,28,0: Total
5160,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBC,COR,0,4: Transit
5161,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBC,COR,0,4b: Core Bus
5162,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBC,COR,0,0: Total
5163,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBO,COR,0,4: Transit
5164,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBO,COR,0,4b: Core Bus
5165,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBO,COR,0,0: Total
5166,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBS,COR,0,4: Transit
5167,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBS,COR,0,4b: Core Bus
5168,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBS,COR,0,0: Total
5169,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBW,COR,0,4: Transit
5170,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBW,COR,0,4b: Core Bus
5171,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBW,COR,0,0: Total
5172,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,NHB,COR,0,4: Transit
5173,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,NHB,COR,0,4b: Core Bus
5174,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,NHB,COR,0,0: Total
5175,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBC,COR,0,4: Transit
5176,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBC,COR,0,4b: Core Bus
5177,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBC,COR,0,0: Total
5178,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBO,COR,0,4: Transit
5179,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBO,COR,0,4b: Core Bus
5180,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBO,COR,0,0: Total
5181,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBS,COR,0,4: Transit
5182,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBS,COR,0,4b: Core Bus
5183,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBS,COR,0,0: Total
5184,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBW,COR,0,4: Transit
5185,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBW,COR,0,4b: Core Bus
5186,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBW,COR,0,0: Total
5187,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,NHB,COR,0,4: Transit
5188,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,NHB,COR,0,4b: Core Bus
5189,9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,NHB,COR,0,0: Total
5250,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBC,COR,0,4: Transit
5251,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBC,COR,0,4b: Core Bus
5252,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBC,COR,0,0: Total
5253,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBO,COR,23389,4: Transit
5254,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBO,COR,23389,4b: Core Bus
5255,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBO,COR,23389,0: Total
5256,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBS,COR,0,4: Transit
5257,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBS,COR,0,4b: Core Bus
5258,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBS,COR,0,0: Total
5259,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBW,COR,10609,4: Transit
5260,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBW,COR,10609,4b: Core Bus
5261,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBW,COR,10609,0: Total
5262,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,NHB,COR,6257,4: Transit
5263,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,NHB,COR,6257,4b: Core Bus
5264,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,NHB,COR,6257,0: Total
5265,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBC,COR,5565,4: Transit
5266,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBC,COR,5565,4b: Core Bus
5267,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBC,COR,5565,0: Total
5268,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBO,COR,12260,4: Transit
5269,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBO,COR,12260,4b: Core Bus
5270,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBO,COR,12260,0: Total
5271,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBS,COR,0,4: Transit
5272,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBS,COR,0,4b: Core Bus
5273,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBS,COR,0,0: Total
5274,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBW,COR,18762,4: Transit
5275,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBW,COR,18762,4b: Core Bus
5276,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBW,COR,18762,0: Total
5277,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,NHB,COR,3137,4: Transit
5278,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,NHB,COR,3137,4b: Core Bus
5279,9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,NHB,COR,3137,0: Total
5340,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,HBC,COR,0,4: Transit
5341,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,HBC,COR,0,4b: Core Bus
5342,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,HBC,COR,0,0: Total
5343,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,HBO,COR,28980,4: Transit
5344,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,HBO,COR,28980,4b: Core Bus
5345,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,HBO,COR,28980,0: Total
5346,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,HBS,COR,0,4: Transit
5347,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,HBS,COR,0,4b: Core Bus
5348,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,HBS,COR,0,0: Total
5349,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,HBW,COR,12096,4: Transit
5350,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,HBW,COR,12096,4b: Core Bus
5351,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,HBW,COR,12096,0: Total
5352,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,NHB,COR,6861,4: Transit
5353,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,NHB,COR,6861,4b: Core Bus
5354,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Ok,NHB,COR,6861,0: Total
5355,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,HBC,COR,6697,4: Transit
5356,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,HBC,COR,6697,4b: Core Bus
5357,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,HBC,COR,6697,0: Total
5358,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,HBO,COR,14128,4: Transit
5359,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,HBO,COR,14128,4b: Core Bus
5360,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,HBO,COR,14128,0: Total
5361,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,HBS,COR,0,4: Transit
5362,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,HBS,COR,0,4b: Core Bus
5363,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,HBS,COR,0,0: Total
5364,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,HBW,COR,20709,4: Transit
5365,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,HBW,COR,20709,4b: Core Bus
5366,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,HBW,COR,20709,0: Total
5367,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,NHB,COR,3301,4: Transit
5368,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,NHB,COR,3301,4b: Core Bus
5369,9.15,v9,WF TDM v9.0 - official,RTP_2042,RTP,2042,Pk,NHB,COR,3301,0: Total
5430,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,HBC,COR,0,4: Transit
5431,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,HBC,COR,0,4b: Core Bus
5432,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,HBC,COR,0,0: Total
5433,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,HBO,COR,32075,4: Transit
5434,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,HBO,COR,32075,4b: Core Bus
5435,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,HBO,COR,32075,0: Total
5436,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,HBS,COR,0,4: Transit
5437,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,HBS,COR,0,4b: Core Bus
5438,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,HBS,COR,0,0: Total
5439,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,HBW,COR,13163,4: Transit
5440,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,HBW,COR,13163,4b: Core Bus
5441,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,HBW,COR,13163,0: Total
5442,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,NHB,COR,7255,4: Transit
5443,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,NHB,COR,7255,4b: Core Bus
5444,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Ok,NHB,COR,7255,0: Total
5445,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,HBC,COR,6978,4: Transit
5446,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,HBC,COR,6978,4b: Core Bus
5447,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,HBC,COR,6978,0: Total
5448,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,HBO,COR,15584,4: Transit
5449,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,HBO,COR,15584,4b: Core Bus
5450,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,HBO,COR,15584,0: Total
5451,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,HBS,COR,0,4: Transit
5452,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,HBS,COR,0,4b: Core Bus
5453,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,HBS,COR,0,0: Total
5454,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,HBW,COR,22050,4: Transit
5455,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,HBW,COR,22050,4b: Core Bus
5456,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,HBW,COR,22050,0: Total
5457,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,NHB,COR,3493,4: Transit
5458,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,NHB,COR,3493,4b: Core Bus
5459,9.16,v9,WF TDM v9.0 - official,RTP_2050,RTP,2050,Pk,NHB,COR,3493,0: Total
5520,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBC,COR,0,4: Transit
5521,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBC,COR,0,4b: Core Bus
5522,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBC,COR,0,0: Total
5523,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBO,COR,1092,4: Transit
5524,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBO,COR,1092,4b: Core Bus
5525,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBO,COR,1092,0: Total
5526,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBS,COR,0,4: Transit
5527,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBS,COR,0,4b: Core Bus
5528,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBS,COR,0,0: Total
5529,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBW,COR,514,4: Transit
5530,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBW,COR,514,4b: Core Bus
5531,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBW,COR,514,0: Total
5532,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,NHB,COR,292,4: Transit
5533,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,NHB,COR,292,4b: Core Bus
5534,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,NHB,COR,292,0: Total
5535,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBC,COR,138,4: Transit
5536,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBC,COR,138,4b: Core Bus
5537,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBC,COR,138,0: Total
5538,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBO,COR,578,4: Transit
5539,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBO,COR,578,4b: Core Bus
5540,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBO,COR,578,0: Total
5541,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBS,COR,0,4: Transit
5542,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBS,COR,0,4b: Core Bus
5543,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBS,COR,0,0: Total
5544,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBW,COR,831,4: Transit
5545,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBW,COR,831,4b: Core Bus
5546,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBW,COR,831,0: Total
5547,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,NHB,COR,144,4: Transit
5548,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,NHB,COR,144,4b: Core Bus
5549,9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,NHB,COR,144,0: Total
5610,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBC,COR,0,4: Transit
5611,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBC,COR,0,4b: Core Bus
5612,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBC,COR,0,0: Total
5613,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBO,COR,23232,4: Transit
5614,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBO,COR,23232,4b: Core Bus
5615,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBO,COR,23232,0: Total
5616,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBS,COR,0,4: Transit
5617,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBS,COR,0,4b: Core Bus
5618,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBS,COR,0,0: Total
5619,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBW,COR,9903,4: Transit
5620,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBW,COR,9903,4b: Core Bus
5621,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBW,COR,9903,0: Total
5622,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,NHB,COR,5714,4: Transit
5623,9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,NHB,COR,5714,4b: Core Bus
