;Z,Airport,PVU,Lagoon,ENSIGN,WESTMIN,UOFU_MAIN,UOFU_MED,WSU_MAIN,WSU_DAVIS,WSU_WEST,SLCC_MAIN,SLCC_SC,SLCC_JD,SLCC_MEAD,SLCC_ML,SLCC_LB,SLCC_HL,SLCC_AIRP,SLCC_WEST,SLCC_HM,BYU,UVU_MAIN,UVU_GENEVA,UVU_LEHI,UVU_VINE,UVU_PAYSON
1803,11.6,0,4.1,2,0,29,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,7.5,0.738853503,1.9,0,0,0,0,0,0,0,10,0,64,0,0,0,0,0,0,0,2,0,0,0,0,0
1805,16.4,0,1.1,1,0,6,0,0,0,0,2,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,12.3,0,2.2,4,0,8,0,0,2,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,15.1,0.369426752,1.9,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,3,0,0,0,3,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,1.5,0.369426752,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,1.5,0,1.5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,3,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1813,12.4,0.554140127,1.1,0,3,28,0,0,0,0,81,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1814,8.9,0.184713376,1.5,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,0
1815,4.5,0.184713376,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1816,3,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,2.4,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
1818,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,4,0,0,0,0,6,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1820,33.4,0,0.7,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,1.6,0.184713376,0.7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0
1822,6.2,0.184713376,3.7,3,0,4,0,3,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,13.1,0,1.9,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,15.1,0.369426752,1.1,2,2,37,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,24.5,0,3.7,0,0,35,0,0,0,0,59,0,47,0,4,0,0,0,0,0,1,0,0,0,0,0
1826,28.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,7.5,0,0.4,0,0,24,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,1.7,0.184713376,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,13.4,0,0.7,0,1,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0
1830,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,13.2,0.184713376,1.5,0,0,42,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,22.2,0.738853503,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,17.6,0,3.3,0,1,21,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,16.7,0,2.2,2,0,19,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,14.2,0,1.5,0,0,8,0,0,0,0,13,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1836,12.3,0,4.1,45,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,6.6,0.184713376,3.7,0,0,16,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,3.5,0,1.5,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,13.5,0,2.2,0,21,7,0,0,0,0,5,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0
1841,34.4,0.369426752,4.1,17,0,47,0,19,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,30.6,0.184713376,3.3,4,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,13.9,0.184713376,3.3,0,7,19,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1844,9.2,0,1.5,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,10.2,0,2.2,0,0,0,0,0,4,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,30.2,0.184713376,4.8,0,0,9,0,2,0,0,39,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0
1847,14.3,0.184713376,1.5,0,0,13,0,0,0,0,70,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,4.4,0,0.4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,12.8,0.554140127,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1850,4.4,0,0.7,3,26,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,2.9,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,15.8,0.184713376,3,0,0,4,0,0,0,0,39,30,0,0,0,0,0,0,0,0,0,7,0,0,0,0
1853,31.8,0.184713376,8.6,4,3,35,0,0,1,0,23,9,5,0,3,0,0,0,0,0,2,30,0,0,0,0
1854,9.1,0.184713376,2.6,4,0,62,0,7,0,0,0,29,0,0,0,0,0,0,0,0,0,17,0,0,0,0
1855,20.6,0,0,0,0,8,0,0,0,0,13,0,6,0,0,0,0,0,0,0,0,17,0,0,0,0
1856,4.4,0.369426752,1.1,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,12.5,0,1.5,4,0,28,0,0,0,0,3,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0
1858,9.6,0,1.1,0,0,46,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,16.8,0,4.5,0,39,34,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1860,13.4,0.369426752,1.9,3,0,18,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
1861,10.3,0.184713376,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,9.4,0.369426752,7.1,4,0,30,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,4.4,0,0.4,0,0,10,0,0,0,0,0,3,13,0,1,0,0,0,0,0,0,15,0,0,0,0
1864,12.3,0,0,0,0,0,0,0,0,0,3,0,39,0,0,0,0,0,0,0,0,65,0,0,0,0
1865,4.1,0,1.5,0,0,25,0,0,0,0,52,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1866,32,3.878980892,4.5,11,2,22,0,0,1,0,7,7,4,0,0,0,0,0,0,0,0,5,0,0,0,0
1867,2.7,0,0,3,0,110,0,0,0,0,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,10.5,0.369426752,0.7,0,0,19,0,0,0,0,0,9,0,0,4,0,0,0,0,0,1,0,0,0,0,0
1869,7.2,0,0,0,0,12,0,0,0,0,16,0,35,0,7,0,0,0,0,0,0,0,0,0,0,0
1870,10.2,0.184713376,1.1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0
1871,4.2,0.369426752,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,11.3,0.184713376,4.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,12.6,0,2.6,0,0,1,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1874,0.8,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1875,3.8,0.184713376,0.4,2,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0
1876,3.9,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0
1877,2.8,0,0,0,1,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,7.7,0,0.4,0,0,3,0,0,0,0,3,5,12,0,3,0,0,0,0,0,0,0,0,0,0,0
1879,11,0.554140127,1.9,0,0,8,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1880,19.4,0.738853503,5.2,1,1,10,0,0,0,0,9,4,1,0,7,0,0,0,0,0,0,0,0,0,0,0
1881,10.3,0,4.1,0,7,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1882,8.3,0.184713376,0.7,0,0,45,0,0,0,0,43,0,7,0,0,0,0,0,0,0,0,34,0,0,0,0
1883,35.4,0.554140127,4.8,0,0,43,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
1884,11.1,0,1.9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,15.3,0.554140127,0.4,1,0,6,0,0,0,0,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1886,7.8,0.184713376,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,10.7,0.184713376,0.7,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,10.3,0.369426752,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,3,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,8.4,0,0.7,0,0,5,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,11.2,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
1892,18.6,0.369426752,0.7,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0
1893,8.5,0.369426752,1.1,0,0,3,0,0,0,0,1,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,20.8,0,4.5,0,1,107,0,0,0,0,37,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0
1895,17.5,0,1.9,8,0,26,0,20,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
1896,5.8,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,52.8,0.738853503,4.1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1898,12.7,0,2.6,0,0,107,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,6,0,0,0,0
1899,3.4,0.369426752,1.1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1900,1.8,0,1.5,0,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,4.9,0.184713376,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,3.5,0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,14.3,0.184713376,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,16.3,0.184713376,2.6,8,0,69,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0
1905,12,0,1.5,2,0,5,0,0,0,0,49,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
1906,4.8,0,0.4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,8.7,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,28.7,0.369426752,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,21.9,0.554140127,7.8,0,9,2,0,0,0,0,0,1,3,0,6,0,0,0,0,0,0,2,0,0,0,0
1910,22.4,0,2.2,3,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1911,7.4,0.184713376,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0
1912,1.9,0,0.7,0,0,0,0,0,0,0,100,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,12.2,0,0.7,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,4.8,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1916,7.6,0,0.7,0,0,6,0,0,0,0,0,0,56,0,2,0,0,0,0,0,0,0,0,0,0,0
1917,3.8,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,34.4,1.292993631,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,53.9,0.554140127,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,15.3,0.554140127,2.6,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0
1921,5.4,0.184713376,0.4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
1922,6.1,0.738853503,2.2,2,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,11,0,0,0,0
1923,3.7,0,1.1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
1924,6.8,0.184713376,0.4,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
1925,1.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,28.8,0.369426752,1.1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,27.7,2.031847134,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,14.6,0.554140127,1.9,0,0,11,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0
1930,9.1,0,0.7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0
1931,11.2,0.184713376,1.5,0,0,10,0,0,0,0,7,0,7,0,2,0,0,0,0,0,1,0,0,0,0,0
1932,6.6,0,2.6,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,10.3,0,5.6,0,0,86,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,7,0,1.5,0,0,8,0,0,0,0,27,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
1935,17,0,2.6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
1936,7.7,0,0.7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,5.2,0,1.9,0,0,16,0,19,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1938,22.5,0.554140127,7.4,3,0,81,0,0,0,0,21,0,28,0,10,0,0,0,0,0,0,15,0,0,0,0
1939,21.1,1.108280255,3.7,0,0,57,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,21,0,0,0,0
1940,7.5,0.554140127,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,16.1,0.184713376,1.1,0,0,54,0,0,0,0,0,39,0,0,0,0,0,0,0,0,1,115,0,0,0,0
1942,18.3,0.369426752,0.7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1943,8.5,0.369426752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0
1944,6.5,0.184713376,1.1,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
1945,11.1,0,6.7,0,0,12,0,0,0,0,15,0,23,0,0,0,0,0,0,0,2,4,0,0,0,0
1946,7.1,1.108280255,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1947,8.3,0,2.6,0,0,45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,11.1,0.184713376,3,0,0,0,0,0,0,0,10,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0
1949,20.3,0.184713376,1.5,0,0,28,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0
1950,8.2,0,1.1,0,0,6,0,0,0,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
1951,11.3,0,1.1,0,0,87,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1952,11.4,0.184713376,1.9,0,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,25.1,0.554140127,7.1,0,0,127,0,0,0,0,21,44,21,0,0,0,0,0,0,0,4,0,0,0,0,0
1955,3.8,0.184713376,0.7,0,0,0,0,0,0,0,29,3,17,0,5,0,0,0,0,0,2,5,0,0,0,0
1956,34.5,0.184713376,7.4,3,0,2,0,0,0,0,53,0,28,0,0,0,0,0,0,0,1,13,0,0,0,0
1957,29.6,0.184713376,7.1,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,108,0,0,0,0
1958,7.1,1.662420382,0.4,0,0,4,0,0,0,0,22,31,18,0,2,0,0,0,0,0,4,0,0,0,0,0
1959,12.5,0.184713376,1.5,0,0,0,0,0,0,0,20,0,5,0,2,0,0,0,0,0,18,5,0,0,0,0
1960,11.6,0.184713376,1.1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,7,0,0,0,0
1961,9.5,0.369426752,1.1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1962,9.6,0.369426752,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,8.4,0,0.4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,18.8,0,1.9,0,0,18,0,0,0,0,12,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0
1968,36.1,0,3.3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0
1969,5.7,0.369426752,2.2,4,0,0,0,0,0,0,43,0,13,0,0,0,0,0,0,0,0,45,0,0,0,0
1970,11.1,0.184713376,0,0,0,2,0,19,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0
1971,3.7,0.369426752,0.7,0,0,3,0,0,0,0,1,0,33,0,1,0,0,0,0,0,0,3,0,0,0,0
1972,7.6,0.184713376,0.7,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1973,31,1.108280255,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,6.6,0,1.1,0,0,22,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,23.9,0.184713376,2.6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,13.3,0,0.4,0,0,13,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0
1978,22.8,0,3.3,20,0,32,0,0,0,0,3,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0
1979,3.9,0,3,0,3,47,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
1980,21.3,0.369426752,6.3,0,4,0,0,0,0,0,12,7,32,0,3,0,0,0,0,0,0,30,0,0,0,0
1981,23.9,0.554140127,4.8,0,0,0,0,0,0,0,3,0,7,0,1,0,0,0,0,0,1,3,0,0,0,0
1982,35.7,0.554140127,1.9,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0
1983,25.4,0.369426752,4.1,3,0,65,0,0,0,0,47,2,0,0,1,0,0,0,0,0,3,13,0,0,0,0
1984,9.8,0,2.6,0,0,19,0,27,0,0,2,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0
1985,18.3,0.184713376,1.9,0,1,4,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0
1986,12.7,0.184713376,2.6,0,0,5,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0
1987,39.3,1.108280255,9.7,0,0,3,0,2,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1988,21.3,0.184713376,5.9,2,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0
1989,27.6,1.477707006,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,12.1,0,0.7,1,0,28,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,14.6,0,8.2,0,0,12,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,63,0,0,0,0
1998,8.2,0.184713376,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,32.1,0.369426752,1.9,0,10,13,0,0,0,0,0,0,13,0,1,0,0,0,0,0,1,4,0,0,0,0
2000,18.7,0,1.1,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
2001,1.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2002,13.7,0.738853503,5.2,0,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0,0,2,24,0,0,0,0
2003,3.7,0.923566879,0.4,0,0,61,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,23.1,0.184713376,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2007,11.5,0,1.1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,2,20,0,0,0,0
2008,4.4,0.184713376,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,1.9,0.369426752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,11.3,0,0.4,0,0,7,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,13.9,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,17.7,0.184713376,6.3,0,0,7,0,0,0,0,52,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,0.184713376,2.6,0,0,8,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,31.6,0.923566879,3.7,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,15.3,4.617834395,3.3,0,0,56,0,0,0,0,22,0,2,0,0,0,0,0,0,0,0,81,0,0,0,0
2016,15.1,0,4.8,0,0,31,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,30,0,0,0,0
2017,3,0,3.7,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2018,4.1,0.369426752,1.1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2.8,0,1.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8.7,0,3,0,36,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
2021,15,0,0.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1.9,0.184713376,0,0,0,6,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,9.5,0.369426752,1.1,0,0,0,0,0,0,0,3,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0
2026,5.1,0,4.1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0
2027,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,12.9,0.554140127,6.3,0,0,27,0,0,0,0,63,39,10,0,0,0,0,0,0,0,0,17,0,0,0,0
2029,15.9,0.184713376,1.5,0,0,14,0,0,0,0,12,0,10,0,0,0,0,0,0,0,72,53,0,0,0,0
2030,20.7,0,3.7,0,0,12,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
