TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
                    CRT Walk,      2121,   0.19,  26.28,       678,   0.53,  19.19,       360,   0.02,  36.22,       247,   0.03,  56.83,-,-,-,      3407,   0.09,  26.13,
                    CRT Drive,      5948,   0.52,  73.72,      2858,   2.24,  80.81,       635,   0.04,  63.78,       188,   0.03,  43.17,-,-,-,      9629,   0.25,  73.87,
  
   Run ID (RID card): v832_SE19_Net19,
   Socio-Economic year modeled:         2019,
   Network infrastructure year modeled: 2019,
   Period the results apply to:  Peak Period,
   Shares\v832_SE19_Net19_RegionShares_Pk.csv,
   For this run Mode Choice was run in its regular form (i.e. not bypassed with approximation).,
   NOTE:  Indentations correspond with each level in the nested Logit choice model.
