scenarioID,tdmVersion,tdmVersionWithDate,scenarioName,scenarioGroup,scenarioYear,PERIOD,TRIPPURP,MODE,TRIPS,modeGroup
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBO,Walk,303839,0: Total
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBS,Walk,88385,1: Non-Motorized
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBS,Walk,88385,1a: Walk
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBS,Walk,88385,0: Total
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBW,Walk,21592,1: Non-Motorized
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBW,Walk,21592,1a: Walk
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBW,Walk,21592,0: Total
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,NHB,Walk,105291,1: Non-Motorized
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,NHB,Walk,105291,1a: Walk
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,NHB,Walk,105291,0: Total
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBC,Walk,16465,1: Non-Motorized
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBC,Walk,16465,1a: Walk
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBC,Walk,16465,0: Total
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBO,Walk,123813,1: Non-Motorized
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBO,Walk,123813,1a: Walk
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBO,Walk,123813,0: Total
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBS,Walk,181491,1: Non-Motorized
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBS,Walk,181491,1a: Walk
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBS,Walk,181491,0: Total
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBW,Walk,25269,1: Non-Motorized
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBW,Walk,25269,1a: Walk
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBW,Walk,25269,0: Total
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,NHB,Walk,24971,1: Non-Motorized
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,NHB,Walk,24971,1a: Walk
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,NHB,Walk,24971,0: Total
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBC,Walk,0,1: Non-Motorized
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBC,Walk,0,1a: Walk
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBC,Walk,0,0: Total
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBO,Walk,303885,1: Non-Motorized
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBO,Walk,303885,1a: Walk
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBO,Walk,303885,0: Total
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBS,Walk,88391,1: Non-Motorized
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBS,Walk,88391,1a: Walk
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBS,Walk,88391,0: Total
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBW,Walk,21593,1: Non-Motorized
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBW,Walk,21593,1a: Walk
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBW,Walk,21593,0: Total
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,NHB,Walk,105291,1: Non-Motorized
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,NHB,Walk,105291,1a: Walk
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,NHB,Walk,105291,0: Total
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBC,Walk,16466,1: Non-Motorized
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBC,Walk,16466,1a: Walk
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBC,Walk,16466,0: Total
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBO,Walk,123832,1: Non-Motorized
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBO,Walk,123832,1a: Walk
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBO,Walk,123832,0: Total
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBS,Walk,181504,1: Non-Motorized
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBS,Walk,181504,1a: Walk
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBS,Walk,181504,0: Total
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBW,Walk,25270,1: Non-Motorized
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBW,Walk,25270,1a: Walk
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBW,Walk,25270,0: Total
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,NHB,Walk,24971,1: Non-Motorized
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,NHB,Walk,24971,1a: Walk
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,NHB,Walk,24971,0: Total
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBC,Walk,0,1: Non-Motorized
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBC,Walk,0,1a: Walk
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBC,Walk,0,0: Total
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBO,Walk,327291,1: Non-Motorized
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBO,Walk,327291,1a: Walk
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBO,Walk,327291,0: Total
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBS,Walk,90411,1: Non-Motorized
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBS,Walk,90411,1a: Walk
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBS,Walk,90411,0: Total
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBW,Walk,22240,1: Non-Motorized
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBW,Walk,22240,1a: Walk
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,HBW,Walk,22240,0: Total
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,NHB,Walk,112497,1: Non-Motorized
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,NHB,Walk,112497,1a: Walk
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Ok,NHB,Walk,112497,0: Total
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBC,Walk,17176,1: Non-Motorized
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBC,Walk,17176,1a: Walk
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBC,Walk,17176,0: Total
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBO,Walk,133148,1: Non-Motorized
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBO,Walk,133148,1a: Walk
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBO,Walk,133148,0: Total
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBS,Walk,185652,1: Non-Motorized
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBS,Walk,185652,1a: Walk
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBS,Walk,185652,0: Total
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBW,Walk,26247,1: Non-Motorized
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBW,Walk,26247,1a: Walk
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,HBW,Walk,26247,0: Total
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,NHB,Walk,26728,1: Non-Motorized
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,NHB,Walk,26728,1a: Walk
9.02,v9,WF TDM v9.0 - official,BY_2023,BY,2023,Pk,NHB,Walk,26728,0: Total
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Ok,HBC,Walk,0,1: Non-Motorized
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Ok,HBC,Walk,0,1a: Walk
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Ok,HBC,Walk,0,0: Total
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Ok,HBO,Walk,324920,1: Non-Motorized
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Ok,HBO,Walk,324920,1a: Walk
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Ok,HBO,Walk,324920,0: Total
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Ok,HBS,Walk,90422,1: Non-Motorized
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Ok,HBS,Walk,90422,1a: Walk
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Ok,HBS,Walk,90422,0: Total
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Ok,HBW,Walk,22105,1: Non-Motorized
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Ok,HBW,Walk,22105,1a: Walk
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Ok,HBW,Walk,22105,0: Total
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Ok,NHB,Walk,111357,1: Non-Motorized
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Ok,NHB,Walk,111357,1a: Walk
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Ok,NHB,Walk,111357,0: Total
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Pk,HBC,Walk,17226,1: Non-Motorized
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Pk,HBC,Walk,17226,1a: Walk
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Pk,HBC,Walk,17226,0: Total
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Pk,HBO,Walk,132145,1: Non-Motorized
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Pk,HBO,Walk,132145,1a: Walk
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Pk,HBO,Walk,132145,0: Total
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Pk,HBS,Walk,185673,1: Non-Motorized
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Pk,HBS,Walk,185673,1a: Walk
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Pk,HBS,Walk,185673,0: Total
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Pk,HBW,Walk,26099,1: Non-Motorized
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Pk,HBW,Walk,26099,1a: Walk
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Pk,HBW,Walk,26099,0: Total
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Pk,NHB,Walk,26451,1: Non-Motorized
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Pk,NHB,Walk,26451,1a: Walk
10.02,v9,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Pk,NHB,Walk,26451,0: Total
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Ok,HBC,Walk,0,1: Non-Motorized
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Ok,HBC,Walk,0,1a: Walk
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Ok,HBC,Walk,0,0: Total
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Ok,HBO,Walk,324974,1: Non-Motorized
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Ok,HBO,Walk,324974,1a: Walk
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Ok,HBO,Walk,324974,0: Total
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Ok,HBS,Walk,90423,1: Non-Motorized
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Ok,HBS,Walk,90423,1a: Walk
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Ok,HBS,Walk,90423,0: Total
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Ok,HBW,Walk,22103,1: Non-Motorized
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Ok,HBW,Walk,22103,1a: Walk
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Ok,HBW,Walk,22103,0: Total
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Ok,NHB,Walk,111354,1: Non-Motorized
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Ok,NHB,Walk,111354,1a: Walk
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Ok,NHB,Walk,111354,0: Total
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Pk,HBC,Walk,17225,1: Non-Motorized
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Pk,HBC,Walk,17225,1a: Walk
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Pk,HBC,Walk,17225,0: Total
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Pk,HBO,Walk,132168,1: Non-Motorized
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Pk,HBO,Walk,132168,1a: Walk
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Pk,HBO,Walk,132168,0: Total
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Pk,HBS,Walk,185677,1: Non-Motorized
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Pk,HBS,Walk,185677,1a: Walk
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Pk,HBS,Walk,185677,0: Total
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Pk,HBW,Walk,26097,1: Non-Motorized
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Pk,HBW,Walk,26097,1a: Walk
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Pk,HBW,Walk,26097,0: Total
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Pk,NHB,Walk,26450,1: Non-Motorized
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Pk,NHB,Walk,26450,1a: Walk
11.02,v9,WF TDM v9.0.2 - official,BY_2023,BY,2023,Pk,NHB,Walk,26450,0: Total
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBC,Walk,0,1: Non-Motorized
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBC,Walk,0,1a: Walk
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBC,Walk,0,0: Total
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBO,Walk,383752,1: Non-Motorized
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBO,Walk,383752,1a: Walk
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBO,Walk,383752,0: Total
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBS,Walk,90968,1: Non-Motorized
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBS,Walk,90968,1a: Walk
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBS,Walk,90968,0: Total
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBW,Walk,27513,1: Non-Motorized
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBW,Walk,27513,1a: Walk
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,HBW,Walk,27513,0: Total
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,NHB,Walk,129994,1: Non-Motorized
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,NHB,Walk,129994,1a: Walk
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Ok,NHB,Walk,129994,0: Total
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBC,Walk,17821,1: Non-Motorized
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBC,Walk,17821,1a: Walk
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBC,Walk,17821,0: Total
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBO,Walk,155462,1: Non-Motorized
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBO,Walk,155462,1a: Walk
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBO,Walk,155462,0: Total
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBS,Walk,186797,1: Non-Motorized
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBS,Walk,186797,1a: Walk
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBS,Walk,186797,0: Total
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBW,Walk,32849,1: Non-Motorized
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBW,Walk,32849,1a: Walk
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,HBW,Walk,32849,0: Total
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,NHB,Walk,30918,1: Non-Motorized
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,NHB,Walk,30918,1a: Walk
9.13,v9,WF TDM v9.0 - official,RTP_2032,RTP,2032,Pk,NHB,Walk,30918,0: Total
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Ok,HBC,Walk,0,1: Non-Motorized
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Ok,HBC,Walk,0,1a: Walk
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Ok,HBC,Walk,0,0: Total
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Ok,HBO,Walk,380945,1: Non-Motorized
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Ok,HBO,Walk,380945,1a: Walk
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Ok,HBO,Walk,380945,0: Total
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Ok,HBS,Walk,90991,1: Non-Motorized
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Ok,HBS,Walk,90991,1a: Walk
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Ok,HBS,Walk,90991,0: Total
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Ok,HBW,Walk,27425,1: Non-Motorized
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Ok,HBW,Walk,27425,1a: Walk
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Ok,HBW,Walk,27425,0: Total
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Ok,NHB,Walk,128616,1: Non-Motorized
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Ok,NHB,Walk,128616,1a: Walk
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Ok,NHB,Walk,128616,0: Total
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Pk,HBC,Walk,17792,1: Non-Motorized
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Pk,HBC,Walk,17792,1a: Walk
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Pk,HBC,Walk,17792,0: Total
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Pk,HBO,Walk,154270,1: Non-Motorized
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Pk,HBO,Walk,154270,1a: Walk
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Pk,HBO,Walk,154270,0: Total
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Pk,HBS,Walk,186844,1: Non-Motorized
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Pk,HBS,Walk,186844,1a: Walk
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Pk,HBS,Walk,186844,0: Total
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Pk,HBW,Walk,32771,1: Non-Motorized
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Pk,HBW,Walk,32771,1a: Walk
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Pk,HBW,Walk,32771,0: Total
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Pk,NHB,Walk,30584,1: Non-Motorized
10.13,v9,WF TDM v9.0.1 - official - patch 2,RTP_2032,RTP,2032,Pk,NHB,Walk,30584,1a: Walk
