scenarioID,tdmVersion,tdmVersionWithDate,scenarioName,scenarioGroup,scenarioYear,PERIOD,TRIPPURP,MODE,TRIPS,modeGroup
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Ok,HBO,Bike,94297,0: Total
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Ok,HBS,Bike,25998,1: Non-Motorized
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Ok,HBS,Bike,25998,1b: Bike
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Ok,HBS,Bike,25998,0: Total
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Ok,HBW,Bike,15415,1: Non-Motorized
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Ok,HBW,Bike,15415,1b: Bike
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Ok,HBW,Bike,15415,0: Total
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Ok,NHB,Bike,16680,1: Non-Motorized
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Ok,NHB,Bike,16680,1b: Bike
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Ok,NHB,Bike,16680,0: Total
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Pk,HBC,Bike,8041,1: Non-Motorized
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Pk,HBC,Bike,8041,1b: Bike
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Pk,HBC,Bike,8041,0: Total
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Pk,HBO,Bike,33638,1: Non-Motorized
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Pk,HBO,Bike,33638,1b: Bike
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Pk,HBO,Bike,33638,0: Total
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Pk,HBS,Bike,53385,1: Non-Motorized
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Pk,HBS,Bike,53385,1b: Bike
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Pk,HBS,Bike,53385,0: Total
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Pk,HBW,Bike,29147,1: Non-Motorized
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Pk,HBW,Bike,29147,1b: Bike
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Pk,HBW,Bike,29147,0: Total
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Pk,NHB,Bike,6859,1: Non-Motorized
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Pk,NHB,Bike,6859,1b: Bike
11.16,v9,WF TDM v9.0.2 - official,RTP_2050,RTP,2050,Pk,NHB,Bike,6859,0: Total
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBC,Bike,0,1: Non-Motorized
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBC,Bike,0,1b: Bike
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBC,Bike,0,0: Total
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBO,Bike,69805,1: Non-Motorized
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBO,Bike,69805,1b: Bike
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBO,Bike,69805,0: Total
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBS,Bike,26772,1: Non-Motorized
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBS,Bike,26772,1b: Bike
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBS,Bike,26772,0: Total
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBW,Bike,12134,1: Non-Motorized
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBW,Bike,12134,1b: Bike
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,HBW,Bike,12134,0: Total
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,NHB,Bike,12673,1: Non-Motorized
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,NHB,Bike,12673,1b: Bike
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Ok,NHB,Bike,12673,0: Total
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBC,Bike,6823,1: Non-Motorized
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBC,Bike,6823,1b: Bike
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBC,Bike,6823,0: Total
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBO,Bike,25079,1: Non-Motorized
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBO,Bike,25079,1b: Bike
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBO,Bike,25079,0: Total
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBS,Bike,54973,1: Non-Motorized
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBS,Bike,54973,1b: Bike
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBS,Bike,54973,0: Total
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBW,Bike,22150,1: Non-Motorized
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBW,Bike,22150,1b: Bike
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,HBW,Bike,22150,0: Total
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,NHB,Bike,5145,1: Non-Motorized
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,NHB,Bike,5145,1b: Bike
9.18,v9,WF TDM v9.0 - official,TIP_2028,TIP,2028,Pk,NHB,Bike,5145,0: Total
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Ok,HBC,Bike,0,1: Non-Motorized
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Ok,HBC,Bike,0,1b: Bike
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Ok,HBC,Bike,0,0: Total
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Ok,HBO,Bike,69598,1: Non-Motorized
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Ok,HBO,Bike,69598,1b: Bike
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Ok,HBO,Bike,69598,0: Total
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Ok,HBS,Bike,26764,1: Non-Motorized
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Ok,HBS,Bike,26764,1b: Bike
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Ok,HBS,Bike,26764,0: Total
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Ok,HBW,Bike,12044,1: Non-Motorized
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Ok,HBW,Bike,12044,1b: Bike
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Ok,HBW,Bike,12044,0: Total
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Ok,NHB,Bike,12577,1: Non-Motorized
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Ok,NHB,Bike,12577,1b: Bike
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Ok,NHB,Bike,12577,0: Total
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Pk,HBC,Bike,6809,1: Non-Motorized
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Pk,HBC,Bike,6809,1b: Bike
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Pk,HBC,Bike,6809,0: Total
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Pk,HBO,Bike,24954,1: Non-Motorized
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Pk,HBO,Bike,24954,1b: Bike
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Pk,HBO,Bike,24954,0: Total
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Pk,HBS,Bike,54959,1: Non-Motorized
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Pk,HBS,Bike,54959,1b: Bike
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Pk,HBS,Bike,54959,0: Total
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Pk,HBW,Bike,21911,1: Non-Motorized
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Pk,HBW,Bike,21911,1b: Bike
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Pk,HBW,Bike,21911,0: Total
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Pk,NHB,Bike,5095,1: Non-Motorized
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Pk,NHB,Bike,5095,1b: Bike
10.18,v9,WF TDM v9.0.1 - official - patch 2,TIP_2028,TIP,2028,Pk,NHB,Bike,5095,0: Total
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Ok,HBC,Bike,0,1: Non-Motorized
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Ok,HBC,Bike,0,1b: Bike
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Ok,HBC,Bike,0,0: Total
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Ok,HBO,Bike,69591,1: Non-Motorized
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Ok,HBO,Bike,69591,1b: Bike
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Ok,HBO,Bike,69591,0: Total
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Ok,HBS,Bike,26760,1: Non-Motorized
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Ok,HBS,Bike,26760,1b: Bike
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Ok,HBS,Bike,26760,0: Total
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Ok,HBW,Bike,12041,1: Non-Motorized
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Ok,HBW,Bike,12041,1b: Bike
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Ok,HBW,Bike,12041,0: Total
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Ok,NHB,Bike,12575,1: Non-Motorized
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Ok,NHB,Bike,12575,1b: Bike
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Ok,NHB,Bike,12575,0: Total
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Pk,HBC,Bike,6811,1: Non-Motorized
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Pk,HBC,Bike,6811,1b: Bike
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Pk,HBC,Bike,6811,0: Total
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Pk,HBO,Bike,24951,1: Non-Motorized
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Pk,HBO,Bike,24951,1b: Bike
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Pk,HBO,Bike,24951,0: Total
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Pk,HBS,Bike,54950,1: Non-Motorized
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Pk,HBS,Bike,54950,1b: Bike
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Pk,HBS,Bike,54950,0: Total
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Pk,HBW,Bike,21906,1: Non-Motorized
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Pk,HBW,Bike,21906,1b: Bike
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Pk,HBW,Bike,21906,0: Total
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Pk,NHB,Bike,5094,1: Non-Motorized
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Pk,NHB,Bike,5094,1b: Bike
11.18,v9,WF TDM v9.0.2 - official,TIP_2028,TIP,2028,Pk,NHB,Bike,5094,0: Total
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBC,Bike,0,1: Non-Motorized
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBC,Bike,0,1b: Bike
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBC,Bike,0,0: Total
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBO,Bike,74018,1: Non-Motorized
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBO,Bike,74018,1b: Bike
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBO,Bike,74018,0: Total
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBS,Bike,26588,1: Non-Motorized
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBS,Bike,26588,1b: Bike
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBS,Bike,26588,0: Total
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBW,Bike,12400,1: Non-Motorized
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBW,Bike,12400,1b: Bike
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,HBW,Bike,12400,0: Total
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,NHB,Bike,13267,1: Non-Motorized
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,NHB,Bike,13267,1b: Bike
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Ok,NHB,Bike,13267,0: Total
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,HBC,Bike,6921,1: Non-Motorized
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,HBC,Bike,6921,1b: Bike
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,HBC,Bike,6921,0: Total
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,HBO,Bike,26350,1: Non-Motorized
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,HBO,Bike,26350,1b: Bike
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,HBO,Bike,26350,0: Total
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,HBS,Bike,54595,1: Non-Motorized
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,HBS,Bike,54595,1b: Bike
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,HBS,Bike,54595,0: Total
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,HBW,Bike,22611,1: Non-Motorized
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,HBW,Bike,22611,1b: Bike
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,HBW,Bike,22611,0: Total
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,NHB,Bike,5371,1: Non-Motorized
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,NHB,Bike,5371,1b: Bike
9.06,v9,WF TDM v9.0 - official,Needs_2032,Needs,2032,Pk,NHB,Bike,5371,0: Total
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Ok,HBC,Bike,0,1: Non-Motorized
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Ok,HBC,Bike,0,1b: Bike
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Ok,HBC,Bike,0,0: Total
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Ok,HBO,Bike,73845,1: Non-Motorized
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Ok,HBO,Bike,73845,1b: Bike
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Ok,HBO,Bike,73845,0: Total
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Ok,HBS,Bike,26601,1: Non-Motorized
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Ok,HBS,Bike,26601,1b: Bike
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Ok,HBS,Bike,26601,0: Total
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Ok,HBW,Bike,12372,1: Non-Motorized
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Ok,HBW,Bike,12372,1b: Bike
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Ok,HBW,Bike,12372,0: Total
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Ok,NHB,Bike,13190,1: Non-Motorized
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Ok,NHB,Bike,13190,1b: Bike
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Ok,NHB,Bike,13190,0: Total
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Pk,HBC,Bike,6907,1: Non-Motorized
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Pk,HBC,Bike,6907,1b: Bike
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Pk,HBC,Bike,6907,0: Total
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Pk,HBO,Bike,26241,1: Non-Motorized
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Pk,HBO,Bike,26241,1b: Bike
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Pk,HBO,Bike,26241,0: Total
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Pk,HBS,Bike,54624,1: Non-Motorized
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Pk,HBS,Bike,54624,1b: Bike
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Pk,HBS,Bike,54624,0: Total
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Pk,HBW,Bike,22510,1: Non-Motorized
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Pk,HBW,Bike,22510,1b: Bike
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Pk,HBW,Bike,22510,0: Total
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Pk,NHB,Bike,5331,1: Non-Motorized
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Pk,NHB,Bike,5331,1b: Bike
10.06,v9,WF TDM v9.0.1 - official - patch 2,Needs_2032,Needs,2032,Pk,NHB,Bike,5331,0: Total
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Ok,HBC,Bike,0,1: Non-Motorized
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Ok,HBC,Bike,0,1b: Bike
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Ok,HBC,Bike,0,0: Total
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Ok,HBO,Bike,73711,1: Non-Motorized
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Ok,HBO,Bike,73711,1b: Bike
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Ok,HBO,Bike,73711,0: Total
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Ok,HBS,Bike,26601,1: Non-Motorized
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Ok,HBS,Bike,26601,1b: Bike
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Ok,HBS,Bike,26601,0: Total
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Ok,HBW,Bike,12329,1: Non-Motorized
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Ok,HBW,Bike,12329,1b: Bike
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Ok,HBW,Bike,12329,0: Total
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Ok,NHB,Bike,13173,1: Non-Motorized
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Ok,NHB,Bike,13173,1b: Bike
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Ok,NHB,Bike,13173,0: Total
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Pk,HBC,Bike,6842,1: Non-Motorized
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Pk,HBC,Bike,6842,1b: Bike
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Pk,HBC,Bike,6842,0: Total
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Pk,HBO,Bike,26184,1: Non-Motorized
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Pk,HBO,Bike,26184,1b: Bike
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Pk,HBO,Bike,26184,0: Total
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Pk,HBS,Bike,54623,1: Non-Motorized
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Pk,HBS,Bike,54623,1b: Bike
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Pk,HBS,Bike,54623,0: Total
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Pk,HBW,Bike,22412,1: Non-Motorized
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Pk,HBW,Bike,22412,1b: Bike
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Pk,HBW,Bike,22412,0: Total
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Pk,NHB,Bike,5324,1: Non-Motorized
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Pk,NHB,Bike,5324,1b: Bike
11.06,v9,WF TDM v9.0.2 - official,Needs_2032,Needs,2032,Pk,NHB,Bike,5324,0: Total
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,HBC,Bike,0,1: Non-Motorized
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,HBC,Bike,0,1b: Bike
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,HBC,Bike,0,0: Total
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,HBO,Bike,85670,1: Non-Motorized
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,HBO,Bike,85670,1b: Bike
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,HBO,Bike,85670,0: Total
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,HBS,Bike,26345,1: Non-Motorized
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,HBS,Bike,26345,1b: Bike
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,HBS,Bike,26345,0: Total
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,HBW,Bike,14189,1: Non-Motorized
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,HBW,Bike,14189,1b: Bike
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,HBW,Bike,14189,0: Total
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,NHB,Bike,15210,1: Non-Motorized
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,NHB,Bike,15210,1b: Bike
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Ok,NHB,Bike,15210,0: Total
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,HBC,Bike,7512,1: Non-Motorized
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,HBC,Bike,7512,1b: Bike
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,HBC,Bike,7512,0: Total
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,HBO,Bike,30439,1: Non-Motorized
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,HBO,Bike,30439,1b: Bike
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,HBO,Bike,30439,0: Total
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,HBS,Bike,54096,1: Non-Motorized
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,HBS,Bike,54096,1b: Bike
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,HBS,Bike,54096,0: Total
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,HBW,Bike,26316,1: Non-Motorized
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,HBW,Bike,26316,1b: Bike
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,HBW,Bike,26316,0: Total
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,NHB,Bike,6195,1: Non-Motorized
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,NHB,Bike,6195,1b: Bike
9.07,v9,WF TDM v9.0 - official,Needs_2042,Needs,2042,Pk,NHB,Bike,6195,0: Total
10.07,v9,WF TDM v9.0.1 - official - patch 2,Needs_2042,Needs,2042,Ok,HBC,Bike,0,1: Non-Motorized
