Source,Subarea,CO_FIPS,CO_NAME,YEAR,TOTPOP,GQ_Pop,HH_Pop,HH,HH_Size,POP_00_17,POP_18_64,POP_65P,TYP_EMP,RET_EMP,IND_EMP,OTH_EMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,AGRI,MING,CONS,HBJ,Job_HH,WrkPop_Job
 CT_2022 ,1 - Wasatch Front,11,Davis,2004,265246,3464,261782,79831,3.28,92283,152588,20375,"120,350","22,455","19,289","78,606",134039,15637,6818,10921,8368,10165,31068,9407,27966,855,199,9667,2968,1.68,1.14
 CT_2022 ,1 - Wasatch Front,11,Davis,2005,275373,3490,271883,83073,3.27,95611,158397,21365,"123,756","22,597","19,317","81,842",138600,15566,7031,11020,8297,10688,31702,9639,29813,820,238,10726,3060,1.67,1.14
 CT_2022 ,1 - Wasatch Front,11,Davis,2006,283951,3490,280461,85861,3.27,98390,163309,22252,"128,944","23,352","19,782","85,810",145259,15970,7382,11188,8594,11587,32036,9989,32198,825,252,12034,3204,1.69,1.12
 CT_2022 ,1 - Wasatch Front,11,Davis,2007,292258,3479,288779,88580,3.26,101063,168063,23132,"134,519","24,740","20,060","89,719",151935,17162,7578,11684,8376,12594,31903,10158,35064,852,244,12956,3364,1.72,1.11
 CT_2022 ,1 - Wasatch Front,11,Davis,2008,297840,3430,294410,90483,3.25,102785,171245,23810,"136,880","25,079","19,301","92,500",153019,17257,7822,10714,8587,13532,31940,10605,36423,888,273,11606,3372,1.69,1.12
 CT_2022 ,1 - Wasatch Front,11,Davis,2009,303266,3376,299890,92348,3.25,104447,174333,24486,"136,233","24,493","17,671","94,069",150433,16740,7753,9361,8310,13460,32547,10980,37082,875,264,9737,3324,1.63,1.16
 CT_2022 ,1 - Wasatch Front,11,Davis,2010,307712,3304,304408,93595,3.25,105585,176873,25254,"136,242","23,912","17,293","95,037",149652,16062,7850,9316,7977,13655,33319,11351,36712,893,257,8956,3304,1.6,1.18
 CT_2022 ,1 - Wasatch Front,11,Davis,2011,313716,3352,310364,95537,3.25,106923,180390,26403,"142,093","24,781","18,400","98,912",155651,16555,8226,10447,7953,14485,34810,11847,37770,737,422,9016,3383,1.63,1.16
 CT_2022 ,1 - Wasatch Front,11,Davis,2012,319263,3399,315864,97338,3.25,108077,183648,27538,"144,257","25,581","19,094","99,582",158319,17264,8317,11136,7958,14689,34463,12248,38182,720,570,9362,3410,1.63,1.16
 CT_2022 ,1 - Wasatch Front,11,Davis,2013,325546,3450,322096,99361,3.24,109454,187330,28762,"147,700","25,948","19,368","102,384",162114,17321,8627,11580,7788,15565,34812,12801,39206,758,469,9717,3470,1.63,1.16
 CT_2022 ,1 - Wasatch Front,11,Davis,2014,331327,3499,327828,101228,3.24,110633,190727,29967,"151,701","26,880","20,523","104,298",167077,17837,9043,12032,8491,15885,34999,13051,40363,783,476,10596,3521,1.65,1.14
 CT_2022 ,1 - Wasatch Front,11,Davis,2015,337940,3553,334387,103347,3.24,112063,194605,31272,"156,652","27,846","21,873","106,933",172950,18387,9459,12774,9099,16281,35547,13373,41732,815,468,11372,3643,1.67,1.13
 CT_2022 ,1 - Wasatch Front,11,Davis,2016,344842,3610,341232,105551,3.23,113557,198652,32633,"161,660","28,975","21,797","110,888",179048,19165,9810,12625,9172,17022,37120,13928,42818,826,449,12283,3830,1.7,1.11
 CT_2022 ,1 - Wasatch Front,11,Davis,2017,351297,3665,347632,107615,3.23,114873,202445,33979,"168,153","30,328","22,998","114,827",186152,20062,10266,12887,10111,17774,38873,14745,43435,845,515,12635,4004,1.73,1.09
 CT_2022 ,1 - Wasatch Front,11,Davis,2018,355688,3709,351979,109040,3.23,115488,205051,35149,"174,361","30,589","24,813","118,959",193023,19801,10788,14536,10277,18400,39880,15292,45387,813,363,13266,4220,1.77,1.06
 CT_2022 ,1 - Wasatch Front,11,Davis,2019,360196,3753,356443,110496,3.23,116121,207726,36349,"178,714","30,927","25,499","122,288",197873,20064,10863,14769,10730,18991,40714,15859,46724,957,150,13618,4434,1.79,1.05
 CT_2022 ,1 - Wasatch Front,11,Davis,2020,363419,3791,359628,111552,3.22,116323,209661,37435,"171,052","28,540","25,565","116,947",196858,19060,9480,14559,11006,18372,40553,15348,42674,1111,146,13970,10579,1.76,1.07
 CT_2022 ,1 - Wasatch Front,11,Davis,2021,367944,3817,364127,113839,3.2,115492,213116,39336,"182,119","30,891","26,521","124,707",205489,20496,10395,14738,11783,20003,41588,16209,46907,954,139,14883,7394,1.81,1.04
 CT_2022 ,1 - Wasatch Front,11,Davis,2022,372212,3869,368343,116123,3.17,114343,216396,41473,"188,702","30,657","27,013","131,032",211113,19880,10777,14751,12262,21238,42398,16732,50664,915,145,15134,6217,1.82,1.03
 CT_2022 ,1 - Wasatch Front,11,Davis,2023,376381,3928,372453,118387,3.15,112882,219824,43675,"193,751","31,102","27,900","134,749",216284,19358,11744,15347,12553,22407,42994,17441,51907,973,150,15524,5886,1.83,1.02
 CT_2022 ,1 - Wasatch Front,11,Davis,2024,380622,3990,376632,120724,3.12,111263,223529,45830,"197,355","31,181","28,520","137,654",220281,18906,12275,15837,12683,23092,43458,18042,53062,1032,155,15736,6003,1.82,1.01
 CT_2022 ,1 - Wasatch Front,11,Davis,2025,385048,4047,381001,123157,3.09,109656,227336,48056,"200,070","31,226","28,978","139,866",223330,18798,12428,16089,12889,23795,43622,18496,53953,1020,156,15974,6110,1.81,1.02
 CT_2022 ,1 - Wasatch Front,11,Davis,2026,389744,4110,385634,125697,3.07,108216,231254,50274,"202,284","31,378","29,382","141,524",225879,18866,12512,16318,13064,24372,43852,18929,54371,1028,158,16211,6198,1.8,1.02
 CT_2022 ,1 - Wasatch Front,11,Davis,2027,394752,4171,390581,128345,3.04,106978,235308,52466,"204,346","31,553","29,656","143,137",228402,18951,12602,16529,13127,24754,44272,19385,54726,1041,159,16596,6260,1.78,1.03
 CT_2022 ,1 - Wasatch Front,11,Davis,2028,400084,4218,395866,131102,3.02,105996,239574,54514,"206,506","31,782","29,759","144,965",231008,19050,12732,16668,13091,25182,44707,19830,55246,1048,162,16963,6329,1.76,1.04
 CT_2022 ,1 - Wasatch Front,11,Davis,2029,405709,4265,401444,133982,3,105551,243751,56407,"209,333","32,181","29,954","147,198",234434,19247,12934,16894,13060,25720,45123,20307,56048,1061,167,17449,6424,1.75,1.04
 CT_2022 ,1 - Wasatch Front,11,Davis,2030,411564,4314,407250,136990,2.97,105385,248032,58147,"210,933","32,719","30,011","148,203",236179,19398,13321,17034,12977,25887,45653,20685,55978,1068,171,17544,6463,1.72,1.05
 CT_2022 ,1 - Wasatch Front,11,Davis,2031,417548,4360,413188,140143,2.95,105274,252507,59767,"212,002","32,890","30,092","149,020",237537,19762,13128,17191,12901,25895,45787,21175,56163,1077,175,17809,6474,1.69,1.06
 CT_2022 ,1 - Wasatch Front,11,Davis,2032,423520,4403,419117,143326,2.92,105256,256859,61405,"213,696","33,342","30,158","150,196",239623,20237,13105,17315,12843,25982,46125,21703,56386,1089,182,18107,6549,1.67,1.07
 CT_2022 ,1 - Wasatch Front,11,Davis,2033,429546,4444,425102,146565,2.9,105263,261191,63092,"215,282","33,809","30,194","151,279",241643,20714,13095,17491,12703,26232,46376,22188,56483,1101,184,18475,6601,1.65,1.08
 CT_2022 ,1 - Wasatch Front,11,Davis,2034,435588,4487,431101,149842,2.88,105413,265288,64887,"217,406","34,312","30,290","152,804",244305,21161,13151,17669,12621,26713,46640,22682,56769,1115,186,18923,6675,1.63,1.09
 CT_2022 ,1 - Wasatch Front,11,Davis,2035,441677,4526,437151,153065,2.86,105968,268832,66877,"219,138","34,822","30,153","154,163",246590,21607,13215,17642,12511,27160,46894,23088,57021,1128,187,19402,6735,1.61,1.09
 CT_2022 ,1 - Wasatch Front,11,Davis,2036,447811,4569,443242,156187,2.84,106901,271887,69023,"221,135","35,304","30,039","155,792",249207,22067,13237,17615,12424,27685,47200,23512,57395,1141,189,19926,6816,1.6,1.09
 CT_2022 ,1 - Wasatch Front,11,Davis,2037,453957,4620,449337,159262,2.82,108017,274905,71035,"223,248","35,884","29,917","157,447",251982,22555,13329,17591,12326,28211,47523,23928,57785,1156,191,20493,6894,1.58,1.09
 CT_2022 ,1 - Wasatch Front,11,Davis,2038,460098,4674,455424,162305,2.81,109500,277600,72998,"225,229","36,290","29,814","159,125",254620,22973,13317,17597,12217,28725,47862,24362,58176,1171,193,21090,6937,1.57,1.09
 CT_2022 ,1 - Wasatch Front,11,Davis,2039,466209,4734,461475,165286,2.79,111280,279791,75138,"227,188","36,782","29,693","160,713",257267,23439,13343,17585,12108,29229,48189,24788,58507,1185,194,21683,7017,1.56,1.09
 CT_2022 ,1 - Wasatch Front,11,Davis,2040,472344,4802,467542,168210,2.78,113116,281679,77549,"229,301","37,209","29,521","162,571",260029,23845,13364,17527,11994,29698,48721,25231,58921,1200,197,22267,7064,1.55,1.08
 CT_2022 ,1 - Wasatch Front,11,Davis,2041,478443,4874,473569,171499,2.76,114995,283228,80220,"231,159","37,803","29,397","163,959",262641,24287,13516,17481,11916,30078,48829,25653,59399,1214,198,22931,7139,1.53,1.08
 CT_2022 ,1 - Wasatch Front,11,Davis,2042,484465,4947,479518,174606,2.75,116827,284457,83181,"233,205","38,323","29,386","165,496",265415,24660,13663,17528,11858,30437,49179,26042,59838,1230,199,23566,7215,1.52,1.07
 CT_2022 ,1 - Wasatch Front,11,Davis,2043,490413,5031,485382,177595,2.73,118567,285473,86373,"235,230","38,913","29,350","166,967",268234,25064,13849,17550,11800,30750,49562,26413,60242,1244,200,24182,7378,1.51,1.06
 CT_2022 ,1 - Wasatch Front,11,Davis,2044,496242,5139,491103,180524,2.72,120172,286401,89669,"237,392","39,489","29,328","168,575",271195,25462,14027,17572,11756,31125,49956,26827,60667,1258,201,24831,7513,1.5,1.06
 CT_2022 ,1 - Wasatch Front,11,Davis,2045,502001,5263,496738,183362,2.71,121631,287272,93098,"239,491","40,135","29,300","170,056",274168,25897,14238,17586,11714,31468,50314,27255,61019,1273,201,25519,7684,1.5,1.05
 CT_2022 ,1 - Wasatch Front,11,Davis,2046,507737,5394,502343,186179,2.7,122923,288390,96424,"241,577","40,724","29,234","171,619",277130,26313,14411,17546,11688,31804,50693,27718,61404,1290,201,26248,7814,1.49,1.04
 CT_2022 ,1 - Wasatch Front,11,Davis,2047,513383,5518,507865,188959,2.69,124028,289842,99513,"243,551","41,398","29,097","173,056",280008,26762,14636,17441,11656,32065,51077,28172,61742,1305,201,26974,7977,1.48,1.04
 CT_2022 ,1 - Wasatch Front,11,Davis,2048,518947,5646,513301,191757,2.68,124935,291634,102378,"245,516","42,116","28,954","174,446",282827,27232,14884,17327,11627,32246,51475,28629,62096,1321,200,27681,8109,1.47,1.03
 CT_2022 ,1 - Wasatch Front,11,Davis,2049,524392,5783,518609,194547,2.67,125630,293488,105274,"247,489","42,775","28,799","175,915",285676,27676,15099,17208,11591,32573,51867,29089,62386,1338,199,28375,8275,1.47,1.03
 CT_2022 ,1 - Wasatch Front,11,Davis,2050,529710,5931,523779,197333,2.65,126121,295460,108129,"249,339","43,288","28,593","177,458",288353,28072,15216,17049,11544,32869,52480,29507,62602,1354,198,29054,8408,1.46,1.02
 CT_2022 ,1 - Wasatch Front,11,Davis,2051,535021,6088,528933,200184,2.64,126430,297774,110817,"251,028","43,839","28,457","178,732",290899,28495,15344,16935,11522,33116,52686,29955,62975,1371,198,29757,8545,1.45,1.02
 CT_2022 ,1 - Wasatch Front,11,Davis,2052,540291,6248,534043,203103,2.63,126555,300311,113425,"252,784","44,287","28,411","180,086",293275,28863,15424,16903,11508,33289,53115,30392,63290,1389,198,30179,8725,1.44,1.02
 CT_2022 ,1 - Wasatch Front,11,Davis,2053,545512,6409,539103,206178,2.61,126482,302955,116075,"254,564","44,732","28,400","181,432",295634,29230,15502,16894,11506,33430,53556,30845,63601,1406,198,30619,8847,1.43,1.02
 CT_2022 ,1 - Wasatch Front,11,Davis,2054,550630,6568,544062,209367,2.6,126218,305445,118967,"256,308","45,151","28,402","182,755",297954,29577,15574,16898,11504,33549,54011,31303,63892,1425,199,31024,8998,1.42,1.03
 CT_2022 ,1 - Wasatch Front,11,Davis,2055,555633,6715,548918,212650,2.58,125787,307998,121848,"258,134","45,543","28,404","184,187",300329,29896,15647,16893,11511,33753,54471,31767,64196,1442,199,31433,9121,1.41,1.03
 CT_2022 ,1 - Wasatch Front,11,Davis,2056,560592,6847,553745,216047,2.56,125242,310576,124774,"259,823","45,933","28,375","185,515",302642,30209,15724,16857,11518,33865,54926,32239,64485,1461,199,31857,9302,1.4,1.03
 CT_2022 ,1 - Wasatch Front,11,Davis,2057,565518,6971,558547,219542,2.54,124618,313436,127464,"261,461","46,303","28,358","186,800",304828,30503,15800,16826,11532,33942,55383,32706,64769,1479,200,32259,9429,1.39,1.03
 CT_2022 ,1 - Wasatch Front,11,Davis,2058,570438,7095,563343,223102,2.53,123931,316807,129700,"262,990","46,657","28,342","187,991",306923,30784,15873,16795,11547,34002,55854,33116,65019,1499,200,32664,9570,1.38,1.03
 CT_2022 ,1 - Wasatch Front,11,Davis,2059,575345,7213,568132,226801,2.5,123222,320795,131328,"264,453","46,987","28,330","189,136",308927,31047,15940,16768,11562,34064,56326,33498,65248,1517,201,33074,9682,1.36,1.04
 CT_2022 ,1 - Wasatch Front,11,Davis,2060,580155,7316,572839,230583,2.48,122508,324984,132663,"265,887","47,265","28,298","190,324",310890,31267,15998,16728,11570,34079,57024,33837,65384,1536,201,33413,9853,1.35,1.05
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,1990,728298,9666,718632,242402,2.96,251535,415182,61581,"420,605","73,578","110,012","237,015",457414,47432,26146,52083,57929,47604,60646,28661,100104,3029,3181,21034,9565,1.89,0.91
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,1991,749878,10159,739719,249270,2.97,255826,430894,63158,"429,458","74,511","110,650","244,297",468400,48033,26478,52385,58265,49066,62509,29542,103180,3100,3481,22548,9813,1.88,0.92
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,1992,775306,10717,764589,257398,2.97,261250,449018,65038,"436,509","77,537","112,411","246,561",476966,49983,27554,53219,59192,49520,63089,29816,104136,3078,3692,23726,9961,1.85,0.94
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,1993,791724,11161,780563,262517,2.97,263481,462099,66144,"461,838","80,393","116,063","265,382",505591,51826,28567,54947,61116,53308,67896,32092,112086,3274,3751,26162,10566,1.93,0.91
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,1994,812053,11671,800382,268919,2.98,266880,477615,67558,"484,101","89,017","120,777","274,307",534632,57384,31633,57180,63597,55093,70188,33171,115855,3890,3665,31818,11158,1.99,0.89
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,1995,827342,12117,815225,273637,2.98,268495,490311,68536,"506,020","93,356","126,003","286,661",558314,60181,33175,59657,66346,57573,73349,34668,121071,3539,3476,33586,11693,2.04,0.88
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,1996,840649,12543,828106,277688,2.98,269371,501943,69335,"532,797","97,520","131,535","303,742",588704,62865,34655,62273,69262,61005,77722,36730,128285,3821,3272,36508,12306,2.12,0.85
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,1997,858306,13043,845263,283163,2.99,271535,516295,70476,"551,501","100,305","133,832","317,364",610863,64661,35644,63361,70471,63741,81206,38378,134039,4103,3284,39174,12801,2.16,0.85
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,1998,870735,13471,857264,286902,2.99,271946,527617,71172,"569,882","101,280","138,076","330,526",630807,65292,35988,65370,72706,66392,84565,39969,139600,4030,3174,40523,13198,2.2,0.84
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,1999,885216,13938,871278,291305,2.99,272913,540282,72021,"578,614","101,686","139,216","337,712",641610,65553,36133,65909,73307,67835,86404,40838,142635,4392,3272,41880,13452,2.2,0.84
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2000,902843,14463,888380,296732,2.99,274745,554989,73109,"598,788","102,299","140,125","356,364",662279,65949,36350,66336,73789,71588,91158,43089,150529,4728,3324,41611,13828,2.23,0.84
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2001,913716,14416,899300,300677,2.99,276837,562370,74509,"605,179","108,797","115,102","381,280",664472,70135,38662,54484,60618,76604,97520,46102,161054,1064,2715,41605,13909,2.21,0.85
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2002,920198,14297,905901,303185,2.99,277579,567056,75563,"602,089","110,345","109,253","382,491",657614,70298,40047,51028,58225,73150,99520,47321,162500,1112,2334,38365,13714,2.17,0.86
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2003,928532,14201,914331,306310,2.98,278862,572889,76781,"599,400","110,090","106,341","382,969",654941,70551,39539,50108,56233,72531,100842,48604,160992,1025,2258,38589,13669,2.14,0.87
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2004,943247,14199,929048,311549,2.98,282035,582670,78542,"611,433","111,107","108,735","391,591",668346,71310,39797,51196,57539,73379,102694,49908,165610,1007,2169,39746,13991,2.15,0.87
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2005,967017,14323,952694,319795,2.98,287868,598067,81082,"631,986","112,859","112,203","406,924",693619,72753,40106,52007,60196,77299,104612,51525,173488,959,2429,43726,14519,2.17,0.86
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2006,985362,14356,971006,326267,2.98,292033,610134,83195,"656,328","115,911","116,209","424,208",724926,74666,41245,54387,61822,82387,105969,52872,182980,903,2756,49808,15131,2.22,0.84
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2007,995648,14266,981382,330080,2.97,293776,617225,84647,"687,292","120,326","121,545","445,421",760311,77591,42735,57084,64461,84669,107650,55871,197231,933,3308,52856,15922,2.3,0.81
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2008,1007205,14188,993017,334325,2.97,295869,625112,86224,"697,096","120,868","121,395","454,833",766380,77498,43370,56621,64774,87690,110852,58264,198027,973,3918,48422,15971,2.29,0.82
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2009,1018737,14104,1004633,338572,2.97,297927,632995,87815,"679,185","115,829","112,700","450,656",739777,73869,41960,52046,60654,84065,112974,59803,193814,973,3515,40709,15395,2.18,0.86
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2010,1032281,14037,1018244,342487,2.97,299789,642257,90235,"677,006","114,203","111,005","451,798",735647,72264,41939,51704,59301,83613,115225,60915,192045,955,3925,38368,15393,2.15,0.87
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2011,1049380,14213,1035167,349267,2.96,301679,653369,94332,"695,161","115,040","115,260","464,861",754545,72066,42974,52827,62433,85105,117804,61514,200438,1021,4257,37874,16232,2.16,0.87
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2012,1065591,14384,1051207,355755,2.95,303217,663942,98432,"713,685","119,587","118,665","475,433",775999,75077,44510,54113,64552,89382,120061,62589,203401,1034,5377,38799,17104,2.18,0.86
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2013,1078405,14528,1063877,361102,2.95,303703,672413,102289,"735,812","124,426","119,289","492,097",799146,77535,46891,54417,64872,94035,122883,64494,210685,1056,5117,39126,18035,2.21,0.84
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2014,1090830,14671,1076159,366313,2.94,304005,680651,106174,"753,930","127,233","120,850","505,847",818448,78695,48538,54411,66439,98205,125601,64869,217172,1054,4436,40132,18896,2.23,0.83
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2015,1106942,14844,1092098,372766,2.93,305252,691203,110487,"778,467","131,649","126,062","520,756",845626,81473,50176,55376,70686,101615,127642,67318,224181,1033,4195,41896,20035,2.27,0.82
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2016,1123506,15022,1108484,379371,2.92,306527,702052,114927,"804,180","134,588","129,231","540,361",875242,83313,51275,56609,72622,106186,131514,69965,232696,1099,4025,44728,21210,2.31,0.8
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2017,1145202,15244,1129958,387720,2.91,309089,716127,119986,"821,760","136,471","134,155","551,134",896299,84051,52420,57931,76224,108884,135468,71414,235368,1150,3834,47133,22422,2.31,0.8
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2018,1161347,15422,1145925,394182,2.91,310043,726746,124558,"845,733","139,927","139,642","566,164",924845,85656,54271,58712,80930,113511,137822,72255,242576,1177,3879,49236,24820,2.35,0.79
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2019,1174562,15576,1158986,399636,2.9,310129,735545,128888,"868,236","142,055","144,721","581,460",950865,85849,56206,59851,84870,118808,140842,73790,248020,1211,3526,52061,25831,2.38,0.77
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2020,1188213,15735,1172478,405229,2.89,310251,744629,133333,"831,107","131,921","142,645","556,541",945896,82252,49669,58960,83685,114430,136781,72079,233251,1492,3146,52405,57746,2.33,0.79
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2021,1197551,15839,1181712,411013,2.88,308585,750242,138724,"887,574","141,753","151,072","594,749",987894,87678,54075,61337,89735,124769,139378,75297,255305,1201,3463,55515,40141,2.4,0.76
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2022,1210701,16026,1194675,418018,2.86,307844,758265,144592,"921,306","139,338","155,197","626,771",1015370,84126,55212,61387,93810,133005,144981,76728,272057,1132,3649,55850,33433,2.43,0.75
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2023,1223609,16228,1207381,424915,2.84,306596,766519,150494,"947,033","142,284","160,571","644,178",1040372,81961,60323,63216,97355,139649,148170,79975,276384,1220,3649,56820,31650,2.45,0.74
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2024,1236469,16431,1220038,431737,2.83,304791,775258,156420,"964,919","143,272","163,844","657,803",1059570,79933,63339,64358,99486,143941,149595,82573,281694,1309,3641,57610,32091,2.45,0.73
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2025,1249403,16631,1232772,438488,2.81,302595,784278,162530,"977,697","143,142","167,061","667,494",1074065,79288,63854,65041,102020,147869,149790,84332,285503,1290,3623,58882,32573,2.45,0.73
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2026,1262495,16837,1245658,445294,2.8,300272,793794,168429,"989,315","143,613","169,758","675,944",1087331,79449,64164,65725,104033,151799,150758,86174,287213,1296,3619,60111,32990,2.44,0.73
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2027,1275786,17048,1258738,452189,2.78,298072,803634,174080,"1,001,001","144,346","171,631","685,024",1101204,79745,64601,66489,105142,154550,153583,88232,288659,1315,3623,61879,33386,2.44,0.73
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2028,1289287,17268,1272019,459288,2.77,296013,813706,179568,"1,011,920","145,273","172,238","694,409",1114283,80051,65222,66952,105286,157492,155508,90177,291232,1318,3653,63575,33817,2.43,0.73
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2029,1302960,17492,1285468,466582,2.76,294239,824143,184578,"1,026,287","146,866","173,251","706,170",1131083,80658,66208,67866,105385,161001,157421,92248,295500,1328,3727,65529,34212,2.42,0.73
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2030,1316739,17718,1299021,474073,2.74,292796,834798,189145,"1,034,454","149,236","173,582","711,636",1140375,81056,68180,68434,105148,162589,159161,93942,295944,1335,3796,66169,34621,2.41,0.73
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2031,1330515,17954,1312561,481888,2.72,291059,846172,193284,"1,040,791","149,419","173,985","717,387",1148279,82260,67159,69043,104942,163120,161426,96048,296793,1339,3857,67471,34821,2.38,0.74
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2032,1344145,18184,1325961,489850,2.71,289425,857442,197278,"1,050,389","150,982","174,747","724,660",1159708,83943,67039,69789,104958,164580,162927,98538,298615,1353,3995,68833,35138,2.37,0.74
