Source,Subarea,CO_FIPS,CO_NAME,YEAR,TOTPOP,GQ_Pop,HH_Pop,HH,HH_Size,POP_00_17,POP_18_64,POP_65P,TYP_EMP,RET_EMP,IND_EMP,OTH_EMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,AGRI,MING,CONS,HBJ,Job_HH,WrkPop_Job
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2033,1357773,18411,1339362,498058,2.69,288012,868382,201379,"1,058,594","152,604","174,942","731,048",1169788,85644,66960,70668,104274,166671,164191,100649,299537,1366,4035,70365,35428,2.35,0.74
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2034,1371308,18643,1352665,506353,2.67,286763,878693,205852,"1,071,551","154,521","175,653","741,377",1185094,87271,67250,71700,103953,170359,166428,102924,301666,1380,4059,72172,35932,2.34,0.74
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2035,1384865,18869,1365996,514426,2.66,285883,887956,211026,"1,080,479","156,385","175,044","749,050",1196219,88859,67526,71755,103289,173531,167667,104627,303225,1394,4073,73975,36298,2.33,0.74
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2036,1398439,19099,1379340,522362,2.64,286079,896089,216271,"1,091,707","158,172","174,706","758,829",1209765,90566,67606,71849,102857,177748,168981,106434,305666,1408,4104,75918,36628,2.32,0.74
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2037,1411954,19339,1392615,530176,2.63,286849,903842,221263,"1,103,611","160,389","174,278","768,944",1224311,92386,68003,71977,102301,181574,171124,108159,308087,1424,4146,78034,37096,2.31,0.74
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2038,1425361,19583,1405778,537953,2.61,288008,911256,226097,"1,114,500","161,856","173,839","778,805",1237781,93973,67883,72225,101614,185706,172535,109973,310591,1440,4180,80209,37452,2.3,0.74
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2039,1438622,19833,1418789,545608,2.6,289641,917952,231029,"1,125,236","163,720","173,321","788,195",1251294,95782,67938,72427,100894,189703,174065,111691,312736,1455,4217,82344,38042,2.29,0.73
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2040,1451869,20093,1431776,553023,2.59,291331,924013,236525,"1,136,271","165,370","172,650","798,251",1264860,97372,67998,72482,100168,193349,175704,113552,315646,1469,4264,84428,38428,2.29,0.73
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2041,1464970,20366,1444604,561834,2.57,293327,929033,242610,"1,146,849","167,613","172,091","807,145",1278163,98972,68641,72493,99598,196470,176958,115191,318526,1483,4287,86677,38867,2.27,0.73
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2042,1477835,20647,1457188,570222,2.56,295461,932856,249518,"1,157,631","169,648","172,156","815,827",1291598,100350,69298,72920,99236,199391,178454,116741,321241,1497,4307,88835,39328,2.27,0.72
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2043,1490487,20933,1469554,578302,2.54,297641,935629,257217,"1,168,547","172,050","172,139","824,358",1305268,101883,70167,73250,98889,202095,180075,118239,323949,1511,4340,90956,39914,2.26,0.72
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2044,1502811,21241,1481570,586162,2.53,299778,937724,265309,"1,179,603","174,333","172,178","833,092",1319487,103358,70975,73555,98623,204969,181682,119889,326552,1524,4358,93185,40817,2.25,0.71
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2045,1514917,21576,1493341,593754,2.52,301843,938839,274235,"1,190,544","176,968","172,231","841,345",1333691,105003,71965,73849,98382,207730,183184,121641,328790,1539,4361,95629,41618,2.25,0.7
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2046,1526940,21928,1505012,601225,2.5,303776,939615,283549,"1,201,193","179,311","172,163","849,719",1347795,106546,72765,73892,98271,210374,184709,123520,331116,1553,4359,98279,42411,2.24,0.7
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2047,1538703,22263,1516440,608468,2.49,305529,940205,292969,"1,211,226","182,101","171,752","857,373",1361473,108261,73840,73656,98096,212623,186298,125367,333085,1568,4346,101012,43321,2.24,0.69
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2048,1550245,22602,1527643,615598,2.48,307057,940700,302488,"1,220,995","185,095","171,282","864,618",1374798,110057,75038,73362,97920,214304,187907,127257,335150,1582,4321,103732,44168,2.23,0.68
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2049,1561468,22956,1538512,622625,2.47,308326,941199,311943,"1,230,166","187,804","170,711","871,651",1387247,111741,76063,73026,97685,216448,189483,129109,336611,1597,4308,106419,44757,2.23,0.68
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2050,1572359,23321,1549038,629565,2.46,309329,941290,321740,"1,238,249","189,996","169,946","878,307",1398927,113345,76651,72549,97397,218433,191241,130863,337770,1610,4285,109209,45574,2.22,0.67
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2051,1583177,23702,1559475,636533,2.45,310102,941003,332072,"1,245,721","192,134","169,312","884,275",1409985,114925,77209,72135,97177,219871,192622,132518,339264,1623,4269,111991,46381,2.22,0.67
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2052,1593839,24086,1569753,643447,2.44,310628,940855,342356,"1,253,019","193,977","169,182","889,860",1419948,116377,77600,72103,97079,220833,194127,134189,340711,1635,4265,113857,47172,2.21,0.66
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2053,1604355,24476,1579879,650562,2.43,310818,940989,352548,"1,260,085","195,801","169,205","895,079",1429758,117825,77976,72162,97043,221513,195662,135868,342036,1649,4265,115837,47922,2.2,0.66
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2054,1614612,24864,1589748,657898,2.42,310658,941148,362806,"1,267,018","197,570","169,304","900,144",1439319,119215,78355,72264,97040,222059,197209,137582,343294,1661,4267,117681,48692,2.19,0.65
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2055,1624566,25233,1599333,665386,2.4,310156,941364,373046,"1,274,254","199,217","169,396","905,641",1449071,120496,78721,72319,97077,223066,198728,139270,344577,1674,4267,119543,49333,2.18,0.65
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2056,1634355,25588,1608767,672928,2.39,309376,942134,382845,"1,281,011","200,904","169,390","910,717",1458489,121775,79129,72247,97143,223620,200269,141007,345821,1686,4269,121440,50083,2.17,0.65
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2057,1643996,25947,1618049,680362,2.38,308354,944469,391173,"1,287,322","202,461","169,436","915,425",1467308,122936,79525,72194,97242,223885,201833,142699,347008,1700,4272,123185,50829,2.16,0.64
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2058,1653550,26314,1627236,687874,2.37,307073,949330,397147,"1,293,368","204,024","169,514","919,830",1475706,124100,79924,72149,97365,224145,203402,144170,348113,1713,4275,124933,51417,2.15,0.64
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2059,1662976,26677,1636299,695555,2.35,305581,956568,400827,"1,298,820","205,479","169,596","923,745",1483705,125166,80313,72101,97495,224334,204997,145502,348912,1727,4278,126619,52261,2.13,0.64
 CT_2022 ,1 - Wasatch Front,35,Salt Lake,2060,1672102,27026,1645076,703504,2.34,303891,964694,403517,"1,304,378","206,860","169,753","927,765",1491496,126143,80717,72077,97676,224539,206850,146760,349616,1740,4284,128113,52981,2.12,0.65
 CT_2022 ,1 - Wasatch Front,49,Utah,1990,265766,9198,256568,70905,3.62,99856,147385,18525,"111,385","20,253","22,356","68,776",123219,14121,6132,16397,5959,13568,22561,8716,23931,3099,96,5047,3592,1.74,1.2
 CT_2022 ,1 - Wasatch Front,49,Utah,1991,272167,9185,262982,72732,3.62,101266,152094,18807,"115,726","20,753","22,840","72,133",128989,14470,6283,16752,6088,14230,23662,9142,25099,3081,149,6279,3754,1.77,1.18
 CT_2022 ,1 - Wasatch Front,49,Utah,1992,279635,9196,270439,74850,3.61,103029,157452,19154,"116,400","22,114","21,369","72,917",131030,15419,6695,15673,5696,14385,23920,9241,25371,3181,146,7487,3816,1.75,1.2
 CT_2022 ,1 - Wasatch Front,49,Utah,1993,292351,9362,282989,78383,3.61,106658,165845,19848,"119,995","22,528","21,824","75,643",135755,15708,6820,16006,5818,14923,24814,9587,26319,3376,134,8299,3951,1.73,1.22
 CT_2022 ,1 - Wasatch Front,49,Utah,1994,300447,9361,291086,80685,3.61,108534,171698,20215,"131,364","24,812","24,227","82,325",148970,17300,7512,17769,6458,16240,27009,10433,28643,3504,199,9559,4344,1.85,1.15
 CT_2022 ,1 - Wasatch Front,49,Utah,1995,310334,9400,300934,83477,3.6,110999,178643,20692,"137,649","26,157","26,113","85,379",158070,18238,7919,19153,6960,16840,28014,10821,29704,3525,179,12106,4611,1.89,1.13
 CT_2022 ,1 - Wasatch Front,49,Utah,1996,321072,9448,311624,86508,3.6,113703,186156,21213,"147,381","28,281","28,023","91,077",168807,19718,8563,20553,7470,17964,29883,11544,31686,3711,137,12660,4918,1.95,1.1
 CT_2022 ,1 - Wasatch Front,49,Utah,1997,334658,9557,325101,90316,3.6,117337,195414,21907,"155,080","29,868","29,130","96,082",176995,20825,9043,21365,7765,18951,31523,12178,33430,3907,165,12704,5139,1.96,1.1
 CT_2022 ,1 - Wasatch Front,49,Utah,1998,344820,9548,335272,93211,3.6,119695,202763,22362,"163,380","30,830","25,110","107,440",184999,21496,9334,18417,6693,21196,35243,13617,37384,2663,205,13371,5380,1.98,1.1
 CT_2022 ,1 - Wasatch Front,49,Utah,1999,358463,9615,348848,97058,3.59,123187,212247,23029,"168,137","32,753","28,583","106,801",192006,22837,9916,20964,7619,21067,35041,13535,37158,4124,167,13979,5599,1.98,1.11
 CT_2022 ,1 - Wasatch Front,49,Utah,2000,371798,9649,362149,100835,3.59,126489,221650,23659,"175,605","32,839","29,645","113,121",199862,22897,9942,21742,7903,22317,37108,14336,39360,4232,157,14052,5816,1.98,1.11
 CT_2022 ,1 - Wasatch Front,49,Utah,2001,384928,10027,374901,104434,3.59,131418,228971,24539,"179,576","33,885","27,600","118,091",203339,23626,10259,20243,7357,23297,38738,14966,41090,2927,225,14696,5915,1.95,1.13
 CT_2022 ,1 - Wasatch Front,49,Utah,2002,396775,10375,386400,107686,3.59,135939,235496,25340,"180,922","34,978","24,962","120,982",204399,24189,10789,17811,7151,22650,40687,15583,42062,2755,199,14578,5945,1.9,1.15
 CT_2022 ,1 - Wasatch Front,49,Utah,2003,408958,10733,398225,111033,3.59,140605,242188,26165,"183,632","35,351","24,139","124,142",207311,24495,10856,17163,6976,23551,40548,16419,43624,2803,212,14629,6035,1.87,1.17
 CT_2022 ,1 - Wasatch Front,49,Utah,2004,424881,11193,413688,115398,3.58,146592,251057,27232,"193,113","36,186","25,301","131,626",218323,24948,11238,17726,7575,25409,41781,17164,47272,2786,218,15857,6349,1.89,1.15
 CT_2022 ,1 - Wasatch Front,49,Utah,2005,441720,11680,430040,120015,3.58,152934,260424,28362,"203,605","38,183","26,644","138,778",231595,26583,11600,18139,8505,27316,43662,17788,50012,2844,258,18161,6727,1.93,1.12
 CT_2022 ,1 - Wasatch Front,49,Utah,2006,462033,12262,449771,125579,3.58,160525,271789,29719,"214,546","40,717","28,428","145,401",246089,28779,11938,19351,9077,28212,45507,18521,53161,2878,263,21249,7153,1.96,1.1
 CT_2022 ,1 - Wasatch Front,49,Utah,2007,480717,12805,467912,130705,3.58,167598,282144,30975,"228,319","42,986","29,751","155,582",263056,30427,12559,20364,9387,29969,47290,19802,58521,2995,364,23726,7652,2.01,1.07
 CT_2022 ,1 - Wasatch Front,49,Utah,2008,497637,13305,484332,135353,3.58,174100,291415,32122,"232,317","43,474","29,342","159,501",263405,30617,12857,19910,9432,31734,47568,20567,59632,3061,478,19874,7675,1.95,1.11
 CT_2022 ,1 - Wasatch Front,49,Utah,2009,508354,13641,494713,138319,3.58,178466,297017,32871,"230,305","42,086","27,028","161,191",257154,29706,12380,17840,9188,31535,48388,20996,60272,3101,561,15713,7474,1.86,1.16
 CT_2022 ,1 - Wasatch Front,49,Utah,2010,518707,13956,504751,140866,3.58,182414,302535,33758,"229,391","41,075","26,037","162,279",255012,28398,12677,17040,8997,31360,49268,21720,59931,3216,698,14293,7414,1.81,1.19
 CT_2022 ,1 - Wasatch Front,49,Utah,2011,531930,14202,517728,144826,3.57,185760,310888,35282,"238,166","42,794","26,747","168,625",264692,29635,13159,17366,9381,32629,50177,22691,63128,3280,612,14973,7661,1.83,1.17
 CT_2022 ,1 - Wasatch Front,49,Utah,2012,543410,14425,528985,148317,3.57,188438,318250,36722,"244,511","44,047","27,800","172,664",273617,30226,13821,18067,9733,34032,51137,23476,64019,3267,1043,16872,7924,1.84,1.16
 CT_2022 ,1 - Wasatch Front,49,Utah,2013,552265,14611,537654,151090,3.56,190154,324101,38010,"252,988","46,695","29,264","177,029",284892,31893,14802,19137,10127,36264,50664,24802,65299,3370,963,19340,8231,1.89,1.14
 CT_2022 ,1 - Wasatch Front,49,Utah,2014,564419,14848,549571,154779,3.55,192956,331913,39550,"262,683","49,399","30,988","182,296",296378,33591,15808,19399,11589,39279,51160,25467,66390,3390,913,20822,8570,1.91,1.12
 CT_2022 ,1 - Wasatch Front,49,Utah,2015,582261,15174,567087,160048,3.54,197629,343104,41528,"275,671","53,275","32,027","190,369",311979,36491,16784,19284,12743,42291,51847,26912,69319,3330,961,23037,8980,1.95,1.1
 CT_2022 ,1 - Wasatch Front,49,Utah,2016,599268,15491,583777,165099,3.54,201932,353848,43488,"290,022","56,277","32,013","201,732",329682,38482,17795,19419,12594,46229,53440,28307,73756,3399,808,25971,9482,2,1.07
 CT_2022 ,1 - Wasatch Front,49,Utah,2017,612960,15760,597200,169240,3.53,205044,362669,45247,"303,593","60,075","33,910","209,608",345668,41385,18690,20224,13686,47558,55944,29510,76596,3580,945,27625,9925,2.04,1.05
 CT_2022 ,1 - Wasatch Front,49,Utah,2018,628149,16055,612094,173804,3.52,208585,372411,47153,"321,184","62,494","36,114","222,576",365667,42627,19867,21061,15053,51965,56973,31504,82134,3454,732,29809,10488,2.1,1.02
 CT_2022 ,1 - Wasatch Front,49,Utah,2019,645315,16384,628931,178928,3.51,212703,383366,49246,"331,949","63,888","37,026","231,035",377067,43048,20840,21610,15416,54354,58393,32868,85420,3462,667,30203,10786,2.11,1.02
 CT_2022 ,1 - Wasatch Front,49,Utah,2020,664258,16744,647514,184558,3.51,217319,395418,51521,"313,615","59,736","37,197","216,682",374458,41248,18488,21527,15670,50551,54916,32209,79006,3462,625,30556,26200,2.03,1.06
 CT_2022 ,1 - Wasatch Front,49,Utah,2021,683625,17112,666513,191305,3.48,219741,409183,54701,"340,810","65,171","39,490","236,149",396275,44679,20492,22590,16900,56191,57501,34026,88431,3210,613,33138,18504,2.07,1.03
 CT_2022 ,1 - Wasatch Front,49,Utah,2022,702943,17464,685479,198372,3.46,221749,422906,58288,"360,875","64,983","40,433","255,459",414110,43572,21411,22810,17623,61145,62722,35234,96358,3084,655,33768,15728,2.09,1.02
 CT_2022 ,1 - Wasatch Front,49,Utah,2023,723107,17843,705264,205824,3.43,223705,437358,62044,"373,370","66,487","41,863","265,020",426834,42849,23638,23547,18316,64553,64411,37031,99025,3284,675,34535,14970,2.07,1.02
 CT_2022 ,1 - Wasatch Front,49,Utah,2024,743547,18212,725335,213414,3.4,225580,452066,65901,"382,097","67,102","42,737","272,258",436806,42123,24979,23970,18767,66965,65023,38473,101797,3442,698,35245,15324,2.05,1.03
 CT_2022 ,1 - Wasatch Front,49,Utah,2025,763760,18563,745197,221040,3.37,227264,466714,69782,"388,956","67,599","43,508","277,849",444946,42116,25483,24291,19217,69169,65019,39530,104131,3405,706,36258,15621,2.01,1.05
 CT_2022 ,1 - Wasatch Front,49,Utah,2026,783392,18920,764472,228654,3.34,228716,481011,73665,"394,497","68,172","44,138","282,187",451556,42365,25807,24556,19582,70933,65436,40533,105285,3390,716,37082,15871,1.97,1.07
 CT_2022 ,1 - Wasatch Front,49,Utah,2027,802214,19198,783016,236109,3.32,230025,494658,77531,"399,621","68,662","44,595","286,364",457899,42562,26100,24787,19808,72178,66454,41541,106191,3377,729,38094,16078,1.94,1.08
 CT_2022 ,1 - Wasatch Front,49,Utah,2028,820156,19411,800745,243387,3.29,231144,507615,81397,"405,153","69,287","44,796","291,070",464624,42801,26486,24950,19846,73454,67535,42539,107542,3348,745,39063,16315,1.91,1.09
 CT_2022 ,1 - Wasatch Front,49,Utah,2029,837257,19579,817678,250526,3.26,232250,519924,85083,"412,619","70,372","45,275","296,972",473625,43290,27082,25340,19935,75099,68582,43701,109590,3336,771,40250,16649,1.89,1.1
 CT_2022 ,1 - Wasatch Front,49,Utah,2030,853711,19729,833982,257513,3.24,233987,531076,88648,"417,485","71,687","45,476","300,322",479029,43642,28045,25570,19906,75869,69407,44635,110411,3317,795,40607,16825,1.86,1.11
 CT_2022 ,1 - Wasatch Front,49,Utah,2031,869828,19862,849966,264522,3.21,235791,541892,92145,"420,952","72,125","45,663","303,164",483310,44357,27768,25765,19898,76051,70145,45713,111255,3291,816,41282,16969,1.83,1.12
 CT_2022 ,1 - Wasatch Front,49,Utah,2032,886041,19961,866080,271608,3.19,238063,552216,95762,"425,854","73,259","45,926","306,669",489178,45387,27872,25974,19952,76670,70794,46938,112267,3277,853,42037,17157,1.8,1.13
 CT_2022 ,1 - Wasatch Front,49,Utah,2033,902522,20028,882494,278707,3.17,240881,562169,99472,"430,551","74,417","46,152","309,982",495009,46434,27983,26280,19872,77670,71292,48056,112964,3263,871,42935,17389,1.78,1.14
 CT_2022 ,1 - Wasatch Front,49,Utah,2034,919147,20084,899063,285814,3.15,244238,571680,103229,"436,728","75,680","46,465","314,583",502461,47437,28243,26622,19843,79363,71936,49196,114088,3253,885,43983,17612,1.76,1.14
 CT_2022 ,1 - Wasatch Front,49,Utah,2035,935919,20134,915785,292901,3.13,248232,580445,107242,"442,076","76,946","46,413","318,717",509144,48431,28515,26653,19760,80984,72507,50132,115094,3243,897,45061,17867,1.74,1.14
 CT_2022 ,1 - Wasatch Front,49,Utah,2036,952843,20229,932614,299896,3.11,252884,588577,111382,"448,200","78,159","46,449","323,592",516701,49477,28682,26712,19737,83005,73134,51098,116355,3237,914,46193,18157,1.72,1.14
 CT_2022 ,1 - Wasatch Front,49,Utah,2037,969840,20332,949508,306771,3.1,258018,596381,115441,"454,790","79,586","46,501","328,703",524828,50599,28987,26802,19699,85119,73844,52044,117696,3235,933,47450,18420,1.71,1.14
 CT_2022 ,1 - Wasatch Front,49,Utah,2038,986891,20453,966438,313575,3.08,263547,603901,119443,"461,029","80,620","46,591","333,818",532673,51559,29061,26957,19634,87201,74609,53020,118988,3232,950,48740,18722,1.7,1.13
 CT_2022 ,1 - Wasatch Front,49,Utah,2039,1003919,20602,983317,320413,3.07,268925,611504,123490,"467,443","81,848","46,686","338,909",540610,52635,29213,27116,19570,89267,75498,53982,120162,3230,967,50007,18963,1.69,1.13
 CT_2022 ,1 - Wasatch Front,49,Utah,2040,1021077,20795,1000282,327172,3.06,274822,618437,127818,"474,257","83,050","46,760","344,447",549052,53649,29401,27244,19516,91258,76427,55097,121665,3230,988,51302,19275,1.68,1.13
 CT_2022 ,1 - Wasatch Front,49,Utah,2041,1038188,21032,1017156,334530,3.04,280802,624941,132445,"480,588","84,448","46,825","349,315",557063,54629,29819,27341,19484,92884,77304,56084,123043,3228,1003,52669,19575,1.67,1.12
 CT_2022 ,1 - Wasatch Front,49,Utah,2042,1055180,21311,1033869,341622,3.03,286655,631352,137173,"487,522","85,779","47,132","354,611",565620,55519,30260,27625,19507,94660,78353,57053,124545,3228,1018,54027,19825,1.66,1.12
 CT_2022 ,1 - Wasatch Front,49,Utah,2043,1072037,21641,1050396,348620,3.01,292277,637843,141917,"494,525","87,310","47,413","359,802",574525,56516,30794,27876,19537,96300,79483,57968,126051,3229,1038,55400,20333,1.65,1.11
 CT_2022 ,1 - Wasatch Front,49,Utah,2044,1088645,22020,1066625,355570,3,297542,644524,146579,"501,977","88,814","47,730","365,433",583972,57505,31309,28136,19594,98144,80672,58977,127640,3232,1054,56869,20840,1.64,1.1
 CT_2022 ,1 - Wasatch Front,49,Utah,2045,1105156,22447,1082709,362453,2.99,302425,651550,151181,"509,379","90,467","48,042","370,870",593504,58568,31899,28387,19655,99932,81778,60021,129139,3236,1067,58448,21374,1.64,1.1
 CT_2022 ,1 - Wasatch Front,49,Utah,2046,1121645,22913,1098732,369326,2.97,306837,659074,155734,"516,706","92,004","48,288","376,414",603106,59601,32403,28546,19742,101676,82892,61123,130723,3241,1079,60154,21926,1.63,1.09
 CT_2022 ,1 - Wasatch Front,49,Utah,2047,1137972,23421,1114551,376205,2.96,310709,667051,160212,"523,781","93,737","48,402","381,642",612514,60722,33015,28590,19812,103263,84009,62191,132179,3245,1089,61920,22479,1.63,1.09
 CT_2022 ,1 - Wasatch Front,49,Utah,2048,1154131,23956,1130175,383079,2.95,313982,675421,164728,"530,754","95,573","48,492","386,689",621797,61895,33678,28613,19879,104575,85128,63301,133685,3250,1094,63688,23011,1.62,1.09
 CT_2022 ,1 - Wasatch Front,49,Utah,2049,1170039,24511,1145528,389998,2.94,316629,684479,168931,"537,998","97,308","48,560","392,130",631395,63030,34278,28622,19938,106360,86248,64452,135070,3255,1104,65503,23535,1.62,1.08
 CT_2022 ,1 - Wasatch Front,49,Utah,2050,1185679,25071,1160608,396956,2.92,318688,693624,173367,"544,594","98,763","48,541","397,290",640497,64100,34663,28566,19975,108057,87330,65607,136296,3256,1111,67364,24172,1.61,1.08
 CT_2022 ,1 - Wasatch Front,49,Utah,2051,1201370,25635,1175735,404015,2.91,320274,702937,178159,"550,972","100,174","48,543","402,255",649241,65156,35018,28519,20024,109528,88363,66760,137604,3257,1119,69234,24659,1.61,1.08
 CT_2022 ,1 - Wasatch Front,49,Utah,2052,1217037,26197,1190840,411245,2.9,321439,712679,182919,"557,393","101,462","48,730","407,201",657517,66150,35312,28629,20101,110864,89445,67931,138961,3256,1131,70563,25174,1.6,1.08
 CT_2022 ,1 - Wasatch Front,49,Utah,2053,1232618,26750,1205868,418603,2.88,322268,722700,187650,"563,732","102,766","48,959","412,007",665811,67148,35618,28768,20191,112065,90556,69077,140309,3256,1144,71969,25710,1.59,1.09
 CT_2022 ,1 - Wasatch Front,49,Utah,2054,1247954,27285,1220669,426205,2.86,322821,732920,192213,"570,009","104,073","49,213","416,723",674041,68139,35934,28922,20291,113184,91675,70213,141651,3255,1157,73324,26296,1.58,1.09
 CT_2022 ,1 - Wasatch Front,49,Utah,2055,1263035,27788,1235247,434057,2.85,323167,742565,197303,"576,565","105,351","49,453","421,761",682516,69095,36256,29052,20401,114532,92813,71360,143056,3253,1170,74735,26793,1.57,1.09
 CT_2022 ,1 - Wasatch Front,49,Utah,2056,1278078,28252,1249826,441978,2.83,323467,750811,203800,"582,846","106,697","49,650","426,499",690839,70079,36618,29134,20516,115619,93936,72479,144465,3249,1182,76227,27335,1.56,1.09
 CT_2022 ,1 - Wasatch Front,49,Utah,2057,1293124,28679,1264445,449943,2.81,323814,759970,209340,"588,734","107,968","49,830","430,936",698752,70985,36983,29202,20628,116512,95072,73515,145837,3244,1195,77665,27914,1.55,1.09
 CT_2022 ,1 - Wasatch Front,49,Utah,2058,1308204,29076,1279128,458056,2.79,324209,769721,214274,"594,434","109,261","50,016","435,157",706407,71918,37343,29267,20749,117365,96182,74446,147164,3237,1206,79157,28373,1.54,1.09
 CT_2022 ,1 - Wasatch Front,49,Utah,2059,1323320,29446,1293874,466433,2.77,324729,780008,218583,"599,694","110,519","50,186","438,989",713762,72822,37697,29322,20864,118098,97255,75292,148344,3229,1217,80678,28944,1.53,1.09
 CT_2022 ,1 - Wasatch Front,49,Utah,2060,1338222,29792,1308430,474814,2.76,325369,789893,222960,"604,933","111,830","50,371","442,732",721031,73760,38070,29376,20995,118775,98320,76127,149510,3217,1229,82190,29462,1.52,1.1
 CT_2022 ,1 - Wasatch Front,57,Weber,1990,158673,2189,156484,53452,2.93,53185,87865,17623,"76,045","14,125","15,033","46,887",82163,9668,4457,10870,4163,5130,16307,7583,17867,1668,39,3147,1264,1.54,1.07
 CT_2022 ,1 - Wasatch Front,57,Weber,1991,161752,2250,159502,54448,2.93,53799,90119,17834,"77,445","14,485","15,272","47,688",83656,9914,4571,11042,4230,5217,16585,7713,18173,1638,38,3248,1287,1.54,1.08
 CT_2022 ,1 - Wasatch Front,57,Weber,1992,166390,2334,164056,55966,2.93,54912,93268,18210,"77,861","14,922","15,388","47,551",84672,10213,4709,11127,4261,5203,16541,7690,18117,1697,62,3745,1307,1.51,1.1
 CT_2022 ,1 - Wasatch Front,57,Weber,1993,169791,2401,167390,57067,2.93,55599,95747,18445,"78,797","15,199","15,421","48,177",86055,10402,4797,11150,4271,5271,16756,7792,18358,1789,51,4095,1323,1.51,1.11
 CT_2022 ,1 - Wasatch Front,57,Weber,1994,173973,2479,171494,58429,2.94,56523,98692,18758,"84,044","16,647","16,571","50,826",92677,11394,5253,11983,4588,5561,17680,8220,19365,1907,52,5248,1426,1.59,1.06
 CT_2022 ,1 - Wasatch Front,57,Weber,1995,178094,2558,175536,59768,2.94,57407,101629,19058,"88,037","17,341","17,850","52,846",96817,11869,5472,12907,4943,5782,18383,8547,20134,1825,51,5410,1494,1.62,1.05
 CT_2022 ,1 - Wasatch Front,57,Weber,1996,182089,2636,179453,61062,2.94,58232,104518,19339,"93,995","18,288","19,673","56,034",103575,12517,5771,14225,5448,6130,19493,9063,21348,1926,35,6023,1596,1.7,1.01
 CT_2022 ,1 - Wasatch Front,57,Weber,1997,186993,2729,184264,62659,2.94,59327,107958,19708,"96,846","19,613","20,224","57,009",107297,13424,6189,14623,5601,6236,19833,9221,21719,1992,39,6762,1658,1.71,1.01
 CT_2022 ,1 - Wasatch Front,57,Weber,1998,189553,2787,186766,63469,2.94,59661,110067,19825,"97,147","19,896","20,199","57,052",107660,13618,6278,14606,5593,6241,19848,9228,21735,1879,40,6936,1658,1.7,1.02
 CT_2022 ,1 - Wasatch Front,57,Weber,1999,193508,2868,190640,64744,2.94,60419,113007,20082,"99,021","20,117","19,305","59,599",108550,13769,6348,13960,5345,6519,20737,9639,22704,1277,58,6516,1678,1.68,1.04
 CT_2022 ,1 - Wasatch Front,57,Weber,2000,197591,2950,194641,66060,2.95,61199,116045,20347,"100,203","20,356","19,536","60,311",109845,13933,6423,14127,5409,6597,20984,9754,22976,1291,59,6594,1698,1.66,1.06
 CT_2022 ,1 - Wasatch Front,57,Weber,2001,201208,2922,198286,67393,2.94,62116,118409,20683,"100,240","20,364","19,543","60,333",109886,13938,6426,14132,5411,6600,20992,9758,22983,1292,59,6596,1699,1.63,1.08
 CT_2022 ,1 - Wasatch Front,57,Weber,2002,203946,2878,201068,68438,2.94,62756,120262,20928,"100,898","20,206","17,617","63,075",110389,13865,6341,12433,5184,7157,22246,10109,23563,1352,51,6393,1695,1.61,1.09
 CT_2022 ,1 - Wasatch Front,57,Weber,2003,206623,2832,203791,69463,2.93,63372,122086,21165,"101,557","20,594","17,389","63,574",111187,13913,6681,11998,5391,7062,22139,10402,23971,1349,3,6560,1718,1.6,1.1
 CT_2022 ,1 - Wasatch Front,57,Weber,2004,210595,2801,207794,70930,2.93,64379,124683,21533,"103,477","20,773","17,672","65,032",113516,13936,6837,12136,5536,7153,21873,10648,25358,1073,293,6927,1746,1.6,1.1
 CT_2022 ,1 - Wasatch Front,57,Weber,2005,215016,2773,212243,72552,2.93,65516,127554,21946,"104,887","20,992","17,523","66,372",115750,14099,6893,12020,5503,7120,22168,10739,26345,1056,362,7657,1788,1.6,1.1
