,scenarioID,PERIOD,TRIPPURP,MODE,TRIPS,tdmVersionWithDate,scenarioName,scenarioGroup,scenarioYear,modeGroup
962,18.0,pk,HBC,EXP,111,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,EXP
963,18.0,pk,HBC,EXP,111,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
964,18.0,pk,HBO,EXP,31,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,EXP
965,18.0,pk,HBO,EXP,31,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
966,18.0,pk,NHB,EXP,13,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,EXP
967,18.0,pk,NHB,EXP,13,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
968,18.0,pk,HBSch,EXP,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,EXP
969,18.0,pk,HBSch,EXP,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
970,18.0,pk,HBW,LRT,16984,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,LRT
971,18.0,pk,HBW,LRT,16984,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
972,18.0,pk,HBC,LRT,6832,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,LRT
973,18.0,pk,HBC,LRT,6832,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
974,18.0,pk,HBO,LRT,8504,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,LRT
975,18.0,pk,HBO,LRT,8504,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
976,18.0,pk,NHB,LRT,3322,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,LRT
977,18.0,pk,NHB,LRT,3322,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
978,18.0,pk,HBSch,LRT,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,LRT
979,18.0,pk,HBSch,LRT,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
980,18.0,pk,HBW,CRT,11049,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,CRT
981,18.0,pk,HBW,CRT,11049,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
982,18.0,pk,HBC,CRT,4161,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,CRT
983,18.0,pk,HBC,CRT,4161,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
984,18.0,pk,HBO,CRT,2330,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,CRT
985,18.0,pk,HBO,CRT,2330,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
986,18.0,pk,NHB,CRT,678,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,CRT
987,18.0,pk,NHB,CRT,678,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
988,18.0,pk,HBSch,CRT,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,CRT
989,18.0,pk,HBSch,CRT,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
990,18.0,ok,HBW,Walk,25801,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Walk
991,18.0,ok,HBW,Walk,25801,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Non-Motorized
992,18.0,ok,HBC,Walk,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Walk
993,18.0,ok,HBC,Walk,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Non-Motorized
994,18.0,ok,HBO,Walk,359421,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Walk
995,18.0,ok,HBO,Walk,359421,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Non-Motorized
996,18.0,ok,NHB,Walk,122824,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Walk
997,18.0,ok,NHB,Walk,122824,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Non-Motorized
998,18.0,ok,HBSch,Walk,91352,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Walk
999,18.0,ok,HBSch,Walk,91352,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Non-Motorized
1000,18.0,ok,HBW,Bike,12035,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Bike
1001,18.0,ok,HBW,Bike,12035,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Non-Motorized
1002,18.0,ok,HBC,Bike,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Bike
1003,18.0,ok,HBC,Bike,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Non-Motorized
1004,18.0,ok,HBO,Bike,69679,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Bike
1005,18.0,ok,HBO,Bike,69679,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Non-Motorized
1006,18.0,ok,NHB,Bike,12592,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Bike
1007,18.0,ok,NHB,Bike,12592,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Non-Motorized
1008,18.0,ok,HBSch,Bike,26764,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Bike
1009,18.0,ok,HBSch,Bike,26764,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Non-Motorized
1010,18.0,ok,HBW,Auto,650249,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Auto
1011,18.0,ok,HBC,Auto,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Auto
1012,18.0,ok,HBO,Auto,3134049,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Auto
1013,18.0,ok,NHB,Auto,1772433,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Auto
1014,18.0,ok,HBSch,Auto,43052,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Auto
1015,18.0,ok,HBW,SchoolBus,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,SchoolBus
1016,18.0,ok,HBC,SchoolBus,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,SchoolBus
1017,18.0,ok,HBO,SchoolBus,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,SchoolBus
1018,18.0,ok,NHB,SchoolBus,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,SchoolBus
1019,18.0,ok,HBSch,SchoolBus,79311,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,SchoolBus
1020,18.0,ok,HBW,LCL,6455,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,LCL
1021,18.0,ok,HBW,LCL,6455,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1022,18.0,ok,HBC,LCL,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,LCL
1023,18.0,ok,HBC,LCL,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1024,18.0,ok,HBO,LCL,12832,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,LCL
1025,18.0,ok,HBO,LCL,12832,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1026,18.0,ok,NHB,LCL,2771,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,LCL
1027,18.0,ok,NHB,LCL,2771,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1028,18.0,ok,HBSch,LCL,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,LCL
1029,18.0,ok,HBSch,LCL,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1030,18.0,ok,HBW,COR,646,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,COR
1031,18.0,ok,HBW,COR,646,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1032,18.0,ok,HBC,COR,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,COR
1033,18.0,ok,HBC,COR,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1034,18.0,ok,HBO,COR,1288,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,COR
1035,18.0,ok,HBO,COR,1288,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1036,18.0,ok,NHB,COR,415,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,COR
1037,18.0,ok,NHB,COR,415,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1038,18.0,ok,HBSch,COR,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,COR
1039,18.0,ok,HBSch,COR,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1040,18.0,ok,HBW,BRT,1876,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,BRT
1041,18.0,ok,HBW,BRT,1876,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1042,18.0,ok,HBC,BRT,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,BRT
1043,18.0,ok,HBC,BRT,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1044,18.0,ok,HBO,BRT,1851,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,BRT
1045,18.0,ok,HBO,BRT,1851,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1046,18.0,ok,NHB,BRT,1418,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,BRT
1047,18.0,ok,NHB,BRT,1418,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1048,18.0,ok,HBSch,BRT,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,BRT
1049,18.0,ok,HBSch,BRT,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1050,18.0,ok,HBW,EXP,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,EXP
1051,18.0,ok,HBW,EXP,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1052,18.0,ok,HBC,EXP,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,EXP
1053,18.0,ok,HBC,EXP,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1054,18.0,ok,HBO,EXP,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,EXP
1055,18.0,ok,HBO,EXP,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1056,18.0,ok,NHB,EXP,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,EXP
1057,18.0,ok,NHB,EXP,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1058,18.0,ok,HBSch,EXP,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,EXP
1059,18.0,ok,HBSch,EXP,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1060,18.0,ok,HBW,LRT,8608,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,LRT
1061,18.0,ok,HBW,LRT,8608,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1062,18.0,ok,HBC,LRT,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,LRT
1063,18.0,ok,HBC,LRT,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1064,18.0,ok,HBO,LRT,14814,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,LRT
1065,18.0,ok,HBO,LRT,14814,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1066,18.0,ok,NHB,LRT,6847,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,LRT
1067,18.0,ok,NHB,LRT,6847,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1068,18.0,ok,HBSch,LRT,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,LRT
1069,18.0,ok,HBSch,LRT,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1070,18.0,ok,HBW,CRT,3657,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,CRT
1071,18.0,ok,HBW,CRT,3657,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1072,18.0,ok,HBC,CRT,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,CRT
1073,18.0,ok,HBC,CRT,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1074,18.0,ok,HBO,CRT,3507,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,CRT
1075,18.0,ok,HBO,CRT,3507,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1076,18.0,ok,NHB,CRT,1129,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,CRT
1077,18.0,ok,NHB,CRT,1129,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1078,18.0,ok,HBSch,CRT,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,CRT
1079,18.0,ok,HBSch,CRT,0,WF TDM v9.1.0 - official,TIP_2028,TIP,2028,Transit
1080,9.01,Ok,HBC,Walk,0,WF TDM v9.0 - official,BY_2019,BY,2019,Walk
1081,9.01,Ok,HBC,Walk,0,WF TDM v9.0 - official,BY_2019,BY,2019,Non-Motorized
1082,9.01,Ok,HBO,Walk,305697,WF TDM v9.0 - official,BY_2019,BY,2019,Walk
1083,9.01,Ok,HBO,Walk,305697,WF TDM v9.0 - official,BY_2019,BY,2019,Non-Motorized
1084,9.01,Ok,HBS,Walk,88348,WF TDM v9.0 - official,BY_2019,BY,2019,Walk
1085,9.01,Ok,HBS,Walk,88348,WF TDM v9.0 - official,BY_2019,BY,2019,Non-Motorized
1086,9.01,Ok,HBW,Walk,21720,WF TDM v9.0 - official,BY_2019,BY,2019,Walk
1087,9.01,Ok,HBW,Walk,21720,WF TDM v9.0 - official,BY_2019,BY,2019,Non-Motorized
1088,9.01,Ok,NHB,Walk,106249,WF TDM v9.0 - official,BY_2019,BY,2019,Walk
1089,9.01,Ok,NHB,Walk,106249,WF TDM v9.0 - official,BY_2019,BY,2019,Non-Motorized
1090,9.01,Pk,HBC,Walk,16420,WF TDM v9.0 - official,BY_2019,BY,2019,Walk
1091,9.01,Pk,HBC,Walk,16420,WF TDM v9.0 - official,BY_2019,BY,2019,Non-Motorized
1092,9.01,Pk,HBO,Walk,124615,WF TDM v9.0 - official,BY_2019,BY,2019,Walk
1093,9.01,Pk,HBO,Walk,124615,WF TDM v9.0 - official,BY_2019,BY,2019,Non-Motorized
1094,9.01,Pk,HBS,Walk,181417,WF TDM v9.0 - official,BY_2019,BY,2019,Walk
1095,9.01,Pk,HBS,Walk,181417,WF TDM v9.0 - official,BY_2019,BY,2019,Non-Motorized
1096,9.01,Pk,HBW,Walk,25410,WF TDM v9.0 - official,BY_2019,BY,2019,Walk
1097,9.01,Pk,HBW,Walk,25410,WF TDM v9.0 - official,BY_2019,BY,2019,Non-Motorized
1098,9.01,Pk,NHB,Walk,25205,WF TDM v9.0 - official,BY_2019,BY,2019,Walk
1099,9.01,Pk,NHB,Walk,25205,WF TDM v9.0 - official,BY_2019,BY,2019,Non-Motorized
1100,10.01,Ok,HBC,Walk,0,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Walk
1101,10.01,Ok,HBC,Walk,0,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Non-Motorized
1102,10.01,Ok,HBO,Walk,303839,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Walk
1103,10.01,Ok,HBO,Walk,303839,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Non-Motorized
1104,10.01,Ok,HBS,Walk,88385,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Walk
1105,10.01,Ok,HBS,Walk,88385,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Non-Motorized
1106,10.01,Ok,HBW,Walk,21592,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Walk
1107,10.01,Ok,HBW,Walk,21592,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Non-Motorized
1108,10.01,Ok,NHB,Walk,105291,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Walk
1109,10.01,Ok,NHB,Walk,105291,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Non-Motorized
1110,10.01,Pk,HBC,Walk,16465,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Walk
1111,10.01,Pk,HBC,Walk,16465,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Non-Motorized
1112,10.01,Pk,HBO,Walk,123813,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Walk
1113,10.01,Pk,HBO,Walk,123813,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Non-Motorized
1114,10.01,Pk,HBS,Walk,181491,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Walk
1115,10.01,Pk,HBS,Walk,181491,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Non-Motorized
1116,10.01,Pk,HBW,Walk,25269,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Walk
1117,10.01,Pk,HBW,Walk,25269,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Non-Motorized
1118,10.01,Pk,NHB,Walk,24971,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Walk
1119,10.01,Pk,NHB,Walk,24971,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Non-Motorized
1120,11.01,Ok,HBC,Walk,0,WF TDM v9.0.2 - official,BY_2019,BY,2019,Walk
1121,11.01,Ok,HBC,Walk,0,WF TDM v9.0.2 - official,BY_2019,BY,2019,Non-Motorized
1122,11.01,Ok,HBO,Walk,303885,WF TDM v9.0.2 - official,BY_2019,BY,2019,Walk
1123,11.01,Ok,HBO,Walk,303885,WF TDM v9.0.2 - official,BY_2019,BY,2019,Non-Motorized
1124,11.01,Ok,HBS,Walk,88391,WF TDM v9.0.2 - official,BY_2019,BY,2019,Walk
1125,11.01,Ok,HBS,Walk,88391,WF TDM v9.0.2 - official,BY_2019,BY,2019,Non-Motorized
1126,11.01,Ok,HBW,Walk,21593,WF TDM v9.0.2 - official,BY_2019,BY,2019,Walk
1127,11.01,Ok,HBW,Walk,21593,WF TDM v9.0.2 - official,BY_2019,BY,2019,Non-Motorized
1128,11.01,Ok,NHB,Walk,105291,WF TDM v9.0.2 - official,BY_2019,BY,2019,Walk
1129,11.01,Ok,NHB,Walk,105291,WF TDM v9.0.2 - official,BY_2019,BY,2019,Non-Motorized
1130,11.01,Pk,HBC,Walk,16466,WF TDM v9.0.2 - official,BY_2019,BY,2019,Walk
1131,11.01,Pk,HBC,Walk,16466,WF TDM v9.0.2 - official,BY_2019,BY,2019,Non-Motorized
1132,11.01,Pk,HBO,Walk,123832,WF TDM v9.0.2 - official,BY_2019,BY,2019,Walk
1133,11.01,Pk,HBO,Walk,123832,WF TDM v9.0.2 - official,BY_2019,BY,2019,Non-Motorized
1134,11.01,Pk,HBS,Walk,181504,WF TDM v9.0.2 - official,BY_2019,BY,2019,Walk
1135,11.01,Pk,HBS,Walk,181504,WF TDM v9.0.2 - official,BY_2019,BY,2019,Non-Motorized
1136,11.01,Pk,HBW,Walk,25270,WF TDM v9.0.2 - official,BY_2019,BY,2019,Walk
1137,11.01,Pk,HBW,Walk,25270,WF TDM v9.0.2 - official,BY_2019,BY,2019,Non-Motorized
1138,11.01,Pk,NHB,Walk,24971,WF TDM v9.0.2 - official,BY_2019,BY,2019,Walk
1139,11.01,Pk,NHB,Walk,24971,WF TDM v9.0.2 - official,BY_2019,BY,2019,Non-Motorized
1140,9.02,Ok,HBC,Walk,0,WF TDM v9.0 - official,BY_2023,BY,2023,Walk
1141,9.02,Ok,HBC,Walk,0,WF TDM v9.0 - official,BY_2023,BY,2023,Non-Motorized
1142,9.02,Ok,HBO,Walk,327291,WF TDM v9.0 - official,BY_2023,BY,2023,Walk
1143,9.02,Ok,HBO,Walk,327291,WF TDM v9.0 - official,BY_2023,BY,2023,Non-Motorized
1144,9.02,Ok,HBS,Walk,90411,WF TDM v9.0 - official,BY_2023,BY,2023,Walk
1145,9.02,Ok,HBS,Walk,90411,WF TDM v9.0 - official,BY_2023,BY,2023,Non-Motorized
1146,9.02,Ok,HBW,Walk,22240,WF TDM v9.0 - official,BY_2023,BY,2023,Walk
1147,9.02,Ok,HBW,Walk,22240,WF TDM v9.0 - official,BY_2023,BY,2023,Non-Motorized
1148,9.02,Ok,NHB,Walk,112497,WF TDM v9.0 - official,BY_2023,BY,2023,Walk
1149,9.02,Ok,NHB,Walk,112497,WF TDM v9.0 - official,BY_2023,BY,2023,Non-Motorized
1150,9.02,Pk,HBC,Walk,17176,WF TDM v9.0 - official,BY_2023,BY,2023,Walk
1151,9.02,Pk,HBC,Walk,17176,WF TDM v9.0 - official,BY_2023,BY,2023,Non-Motorized
1152,9.02,Pk,HBO,Walk,133148,WF TDM v9.0 - official,BY_2023,BY,2023,Walk
1153,9.02,Pk,HBO,Walk,133148,WF TDM v9.0 - official,BY_2023,BY,2023,Non-Motorized
1154,9.02,Pk,HBS,Walk,185652,WF TDM v9.0 - official,BY_2023,BY,2023,Walk
1155,9.02,Pk,HBS,Walk,185652,WF TDM v9.0 - official,BY_2023,BY,2023,Non-Motorized
1156,9.02,Pk,HBW,Walk,26247,WF TDM v9.0 - official,BY_2023,BY,2023,Walk
1157,9.02,Pk,HBW,Walk,26247,WF TDM v9.0 - official,BY_2023,BY,2023,Non-Motorized
1158,9.02,Pk,NHB,Walk,26728,WF TDM v9.0 - official,BY_2023,BY,2023,Walk
1159,9.02,Pk,NHB,Walk,26728,WF TDM v9.0 - official,BY_2023,BY,2023,Non-Motorized
1160,10.02,Ok,HBC,Walk,0,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Walk
1161,10.02,Ok,HBC,Walk,0,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Non-Motorized
1162,10.02,Ok,HBO,Walk,324920,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Walk
1163,10.02,Ok,HBO,Walk,324920,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Non-Motorized
1164,10.02,Ok,HBS,Walk,90422,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Walk
1165,10.02,Ok,HBS,Walk,90422,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Non-Motorized
1166,10.02,Ok,HBW,Walk,22105,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Walk
1167,10.02,Ok,HBW,Walk,22105,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Non-Motorized
1168,10.02,Ok,NHB,Walk,111357,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Walk
1169,10.02,Ok,NHB,Walk,111357,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Non-Motorized
1170,10.02,Pk,HBC,Walk,17226,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Walk
1171,10.02,Pk,HBC,Walk,17226,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Non-Motorized
1172,10.02,Pk,HBO,Walk,132145,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Walk
1173,10.02,Pk,HBO,Walk,132145,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Non-Motorized
1174,10.02,Pk,HBS,Walk,185673,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Walk
1175,10.02,Pk,HBS,Walk,185673,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Non-Motorized
1176,10.02,Pk,HBW,Walk,26099,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Walk
1177,10.02,Pk,HBW,Walk,26099,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Non-Motorized
1178,10.02,Pk,NHB,Walk,26451,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Walk
1179,10.02,Pk,NHB,Walk,26451,WF TDM v9.0.1 - official - patch 2,BY_2023,BY,2023,Non-Motorized
1180,11.02,Ok,HBC,Walk,0,WF TDM v9.0.2 - official,BY_2023,BY,2023,Walk
1181,11.02,Ok,HBC,Walk,0,WF TDM v9.0.2 - official,BY_2023,BY,2023,Non-Motorized
1182,11.02,Ok,HBO,Walk,324974,WF TDM v9.0.2 - official,BY_2023,BY,2023,Walk
1183,11.02,Ok,HBO,Walk,324974,WF TDM v9.0.2 - official,BY_2023,BY,2023,Non-Motorized
1184,11.02,Ok,HBS,Walk,90423,WF TDM v9.0.2 - official,BY_2023,BY,2023,Walk
1185,11.02,Ok,HBS,Walk,90423,WF TDM v9.0.2 - official,BY_2023,BY,2023,Non-Motorized
1186,11.02,Ok,HBW,Walk,22103,WF TDM v9.0.2 - official,BY_2023,BY,2023,Walk
1187,11.02,Ok,HBW,Walk,22103,WF TDM v9.0.2 - official,BY_2023,BY,2023,Non-Motorized
1188,11.02,Ok,NHB,Walk,111354,WF TDM v9.0.2 - official,BY_2023,BY,2023,Walk
1189,11.02,Ok,NHB,Walk,111354,WF TDM v9.0.2 - official,BY_2023,BY,2023,Non-Motorized
1190,11.02,Pk,HBC,Walk,17225,WF TDM v9.0.2 - official,BY_2023,BY,2023,Walk
1191,11.02,Pk,HBC,Walk,17225,WF TDM v9.0.2 - official,BY_2023,BY,2023,Non-Motorized
1192,11.02,Pk,HBO,Walk,132168,WF TDM v9.0.2 - official,BY_2023,BY,2023,Walk
1193,11.02,Pk,HBO,Walk,132168,WF TDM v9.0.2 - official,BY_2023,BY,2023,Non-Motorized
1194,11.02,Pk,HBS,Walk,185677,WF TDM v9.0.2 - official,BY_2023,BY,2023,Walk
1195,11.02,Pk,HBS,Walk,185677,WF TDM v9.0.2 - official,BY_2023,BY,2023,Non-Motorized
1196,11.02,Pk,HBW,Walk,26097,WF TDM v9.0.2 - official,BY_2023,BY,2023,Walk
1197,11.02,Pk,HBW,Walk,26097,WF TDM v9.0.2 - official,BY_2023,BY,2023,Non-Motorized
1198,11.02,Pk,NHB,Walk,26450,WF TDM v9.0.2 - official,BY_2023,BY,2023,Walk
1199,11.02,Pk,NHB,Walk,26450,WF TDM v9.0.2 - official,BY_2023,BY,2023,Non-Motorized
1200,9.13,Ok,HBC,Walk,0,WF TDM v9.0 - official,RTP_2032,RTP,2032,Walk
1201,9.13,Ok,HBC,Walk,0,WF TDM v9.0 - official,RTP_2032,RTP,2032,Non-Motorized
1202,9.13,Ok,HBO,Walk,383752,WF TDM v9.0 - official,RTP_2032,RTP,2032,Walk
1203,9.13,Ok,HBO,Walk,383752,WF TDM v9.0 - official,RTP_2032,RTP,2032,Non-Motorized
1204,9.13,Ok,HBS,Walk,90968,WF TDM v9.0 - official,RTP_2032,RTP,2032,Walk
1205,9.13,Ok,HBS,Walk,90968,WF TDM v9.0 - official,RTP_2032,RTP,2032,Non-Motorized
1206,9.13,Ok,HBW,Walk,27513,WF TDM v9.0 - official,RTP_2032,RTP,2032,Walk
1207,9.13,Ok,HBW,Walk,27513,WF TDM v9.0 - official,RTP_2032,RTP,2032,Non-Motorized
1208,9.13,Ok,NHB,Walk,129994,WF TDM v9.0 - official,RTP_2032,RTP,2032,Walk
1209,9.13,Ok,NHB,Walk,129994,WF TDM v9.0 - official,RTP_2032,RTP,2032,Non-Motorized
1210,9.13,Pk,HBC,Walk,17821,WF TDM v9.0 - official,RTP_2032,RTP,2032,Walk
1211,9.13,Pk,HBC,Walk,17821,WF TDM v9.0 - official,RTP_2032,RTP,2032,Non-Motorized
1212,9.13,Pk,HBO,Walk,155462,WF TDM v9.0 - official,RTP_2032,RTP,2032,Walk
1213,9.13,Pk,HBO,Walk,155462,WF TDM v9.0 - official,RTP_2032,RTP,2032,Non-Motorized
1214,9.13,Pk,HBS,Walk,186797,WF TDM v9.0 - official,RTP_2032,RTP,2032,Walk
