CO_NAME,YEAR,ModelVersion,Category,ControlTotal
Box Elder,2053,v8.3.2,TOTPOP,0.0
Box Elder,2054,v8.3.2,TOTPOP,0.0
Box Elder,2055,v8.3.2,TOTPOP,0.0
Box Elder,2056,v8.3.2,TOTPOP,0.0
Box Elder,2057,v8.3.2,TOTPOP,0.0
Box Elder,2058,v8.3.2,TOTPOP,0.0
Box Elder,2059,v8.3.2,TOTPOP,0.0
Box Elder,2060,v8.3.2,TOTPOP,0.0
Davis,1990,v8.3.2,TOTPOP,0.0
Davis,1991,v8.3.2,TOTPOP,0.0
Davis,1992,v8.3.2,TOTPOP,0.0
Davis,1993,v8.3.2,TOTPOP,0.0
Davis,1994,v8.3.2,TOTPOP,0.0
Davis,1995,v8.3.2,TOTPOP,0.0
Davis,1996,v8.3.2,TOTPOP,0.0
Davis,1997,v8.3.2,TOTPOP,0.0
Davis,1998,v8.3.2,TOTPOP,0.0
Davis,1999,v8.3.2,TOTPOP,0.0
Davis,2000,v8.3.2,TOTPOP,0.0
Davis,2001,v8.3.2,TOTPOP,0.0
Davis,2002,v8.3.2,TOTPOP,0.0
Davis,2003,v8.3.2,TOTPOP,0.0
Davis,2004,v8.3.2,TOTPOP,0.0
Davis,2005,v8.3.2,TOTPOP,0.0
Davis,2006,v8.3.2,TOTPOP,0.0
Davis,2007,v8.3.2,TOTPOP,0.0
Davis,2008,v8.3.2,TOTPOP,0.0
Davis,2009,v8.3.2,TOTPOP,0.0
Davis,2010,v8.3.2,TOTPOP,0.0
Davis,2011,v8.3.2,TOTPOP,0.0
Davis,2012,v8.3.2,TOTPOP,0.0
Davis,2013,v8.3.2,TOTPOP,0.0
Davis,2014,v8.3.2,TOTPOP,0.0
Davis,2015,v8.3.2,TOTPOP,0.0
Davis,2016,v8.3.2,TOTPOP,0.0
Davis,2017,v8.3.2,TOTPOP,0.0
Davis,2018,v8.3.2,TOTPOP,0.0
Davis,2019,v8.3.2,TOTPOP,0.0
Davis,2020,v8.3.2,TOTPOP,0.0
Davis,2021,v8.3.2,TOTPOP,0.0
Davis,2022,v8.3.2,TOTPOP,0.0
Davis,2023,v8.3.2,TOTPOP,0.0
Davis,2024,v8.3.2,TOTPOP,0.0
Davis,2025,v8.3.2,TOTPOP,0.0
Davis,2026,v8.3.2,TOTPOP,0.0
Davis,2027,v8.3.2,TOTPOP,0.0
Davis,2028,v8.3.2,TOTPOP,0.0
Davis,2029,v8.3.2,TOTPOP,0.0
Davis,2030,v8.3.2,TOTPOP,0.0
Davis,2031,v8.3.2,TOTPOP,0.0
Davis,2032,v8.3.2,TOTPOP,0.0
Davis,2033,v8.3.2,TOTPOP,0.0
Davis,2034,v8.3.2,TOTPOP,0.0
Davis,2035,v8.3.2,TOTPOP,0.0
Davis,2036,v8.3.2,TOTPOP,0.0
Davis,2037,v8.3.2,TOTPOP,0.0
Davis,2038,v8.3.2,TOTPOP,0.0
Davis,2039,v8.3.2,TOTPOP,0.0
Davis,2040,v8.3.2,TOTPOP,0.0
Davis,2041,v8.3.2,TOTPOP,0.0
Davis,2042,v8.3.2,TOTPOP,0.0
Davis,2043,v8.3.2,TOTPOP,0.0
Davis,2044,v8.3.2,TOTPOP,0.0
Davis,2045,v8.3.2,TOTPOP,0.0
Davis,2046,v8.3.2,TOTPOP,0.0
Davis,2047,v8.3.2,TOTPOP,0.0
Davis,2048,v8.3.2,TOTPOP,0.0
Davis,2049,v8.3.2,TOTPOP,0.0
Davis,2050,v8.3.2,TOTPOP,0.0
Davis,2051,v8.3.2,TOTPOP,0.0
Davis,2052,v8.3.2,TOTPOP,0.0
Davis,2053,v8.3.2,TOTPOP,0.0
Davis,2054,v8.3.2,TOTPOP,0.0
Davis,2055,v8.3.2,TOTPOP,0.0
Davis,2056,v8.3.2,TOTPOP,0.0
Davis,2057,v8.3.2,TOTPOP,0.0
Davis,2058,v8.3.2,TOTPOP,0.0
Davis,2059,v8.3.2,TOTPOP,0.0
Davis,2060,v8.3.2,TOTPOP,0.0
Salt Lake,1990,v8.3.2,TOTPOP,0.0
Salt Lake,1991,v8.3.2,TOTPOP,0.0
Salt Lake,1992,v8.3.2,TOTPOP,0.0
Salt Lake,1993,v8.3.2,TOTPOP,0.0
Salt Lake,1994,v8.3.2,TOTPOP,0.0
Salt Lake,1995,v8.3.2,TOTPOP,0.0
Salt Lake,1996,v8.3.2,TOTPOP,0.0
Salt Lake,1997,v8.3.2,TOTPOP,0.0
Salt Lake,1998,v8.3.2,TOTPOP,0.0
Salt Lake,1999,v8.3.2,TOTPOP,0.0
Salt Lake,2000,v8.3.2,TOTPOP,0.0
Salt Lake,2001,v8.3.2,TOTPOP,0.0
Salt Lake,2002,v8.3.2,TOTPOP,0.0
Salt Lake,2003,v8.3.2,TOTPOP,0.0
Salt Lake,2004,v8.3.2,TOTPOP,0.0
Salt Lake,2005,v8.3.2,TOTPOP,0.0
Salt Lake,2006,v8.3.2,TOTPOP,0.0
Salt Lake,2007,v8.3.2,TOTPOP,0.0
Salt Lake,2008,v8.3.2,TOTPOP,0.0
Salt Lake,2009,v8.3.2,TOTPOP,0.0
Salt Lake,2010,v8.3.2,TOTPOP,0.0
Salt Lake,2011,v8.3.2,TOTPOP,0.0
Salt Lake,2012,v8.3.2,TOTPOP,0.0
Salt Lake,2013,v8.3.2,TOTPOP,0.0
Salt Lake,2014,v8.3.2,TOTPOP,0.0
Salt Lake,2015,v8.3.2,TOTPOP,0.0
Salt Lake,2016,v8.3.2,TOTPOP,0.0
Salt Lake,2017,v8.3.2,TOTPOP,0.0
Salt Lake,2018,v8.3.2,TOTPOP,0.0
Salt Lake,2019,v8.3.2,TOTPOP,0.0
Salt Lake,2020,v8.3.2,TOTPOP,0.0
Salt Lake,2021,v8.3.2,TOTPOP,0.0
Salt Lake,2022,v8.3.2,TOTPOP,0.0
Salt Lake,2023,v8.3.2,TOTPOP,0.0
Salt Lake,2024,v8.3.2,TOTPOP,0.0
Salt Lake,2025,v8.3.2,TOTPOP,0.0
Salt Lake,2026,v8.3.2,TOTPOP,0.0
Salt Lake,2027,v8.3.2,TOTPOP,0.0
Salt Lake,2028,v8.3.2,TOTPOP,0.0
Salt Lake,2029,v8.3.2,TOTPOP,0.0
Salt Lake,2030,v8.3.2,TOTPOP,0.0
Salt Lake,2031,v8.3.2,TOTPOP,0.0
Salt Lake,2032,v8.3.2,TOTPOP,0.0
Salt Lake,2033,v8.3.2,TOTPOP,0.0
Salt Lake,2034,v8.3.2,TOTPOP,0.0
Salt Lake,2035,v8.3.2,TOTPOP,0.0
Salt Lake,2036,v8.3.2,TOTPOP,0.0
Salt Lake,2037,v8.3.2,TOTPOP,0.0
Salt Lake,2038,v8.3.2,TOTPOP,0.0
Salt Lake,2039,v8.3.2,TOTPOP,0.0
Salt Lake,2040,v8.3.2,TOTPOP,0.0
Salt Lake,2041,v8.3.2,TOTPOP,0.0
Salt Lake,2042,v8.3.2,TOTPOP,0.0
Salt Lake,2043,v8.3.2,TOTPOP,0.0
Salt Lake,2044,v8.3.2,TOTPOP,0.0
Salt Lake,2045,v8.3.2,TOTPOP,0.0
Salt Lake,2046,v8.3.2,TOTPOP,0.0
Salt Lake,2047,v8.3.2,TOTPOP,0.0
Salt Lake,2048,v8.3.2,TOTPOP,0.0
Salt Lake,2049,v8.3.2,TOTPOP,0.0
Salt Lake,2050,v8.3.2,TOTPOP,0.0
Salt Lake,2051,v8.3.2,TOTPOP,0.0
Salt Lake,2052,v8.3.2,TOTPOP,0.0
Salt Lake,2053,v8.3.2,TOTPOP,0.0
Salt Lake,2054,v8.3.2,TOTPOP,0.0
Salt Lake,2055,v8.3.2,TOTPOP,0.0
Salt Lake,2056,v8.3.2,TOTPOP,0.0
Salt Lake,2057,v8.3.2,TOTPOP,0.0
Salt Lake,2058,v8.3.2,TOTPOP,0.0
Salt Lake,2059,v8.3.2,TOTPOP,0.0
Salt Lake,2060,v8.3.2,TOTPOP,0.0
Utah,1990,v8.3.2,TOTPOP,0.0
Utah,1991,v8.3.2,TOTPOP,0.0
Utah,1992,v8.3.2,TOTPOP,0.0
Utah,1993,v8.3.2,TOTPOP,0.0
Utah,1994,v8.3.2,TOTPOP,0.0
Utah,1995,v8.3.2,TOTPOP,0.0
Utah,1996,v8.3.2,TOTPOP,0.0
Utah,1997,v8.3.2,TOTPOP,0.0
Utah,1998,v8.3.2,TOTPOP,0.0
Utah,1999,v8.3.2,TOTPOP,0.0
Utah,2000,v8.3.2,TOTPOP,0.0
Utah,2001,v8.3.2,TOTPOP,0.0
Utah,2002,v8.3.2,TOTPOP,0.0
Utah,2003,v8.3.2,TOTPOP,0.0
Utah,2004,v8.3.2,TOTPOP,0.0
Utah,2005,v8.3.2,TOTPOP,0.0
Utah,2006,v8.3.2,TOTPOP,0.0
Utah,2007,v8.3.2,TOTPOP,0.0
Utah,2008,v8.3.2,TOTPOP,0.0
Utah,2009,v8.3.2,TOTPOP,0.0
Utah,2010,v8.3.2,TOTPOP,0.0
Utah,2011,v8.3.2,TOTPOP,0.0
Utah,2012,v8.3.2,TOTPOP,0.0
Utah,2013,v8.3.2,TOTPOP,0.0
Utah,2014,v8.3.2,TOTPOP,0.0
Utah,2015,v8.3.2,TOTPOP,0.0
Utah,2016,v8.3.2,TOTPOP,0.0
Utah,2017,v8.3.2,TOTPOP,0.0
Utah,2018,v8.3.2,TOTPOP,0.0
Utah,2019,v8.3.2,TOTPOP,0.0
Utah,2020,v8.3.2,TOTPOP,0.0
Utah,2021,v8.3.2,TOTPOP,0.0
Utah,2022,v8.3.2,TOTPOP,0.0
Utah,2023,v8.3.2,TOTPOP,0.0
Utah,2024,v8.3.2,TOTPOP,0.0
Utah,2025,v8.3.2,TOTPOP,0.0
Utah,2026,v8.3.2,TOTPOP,0.0
Utah,2027,v8.3.2,TOTPOP,0.0
Utah,2028,v8.3.2,TOTPOP,0.0
Utah,2029,v8.3.2,TOTPOP,0.0
Utah,2030,v8.3.2,TOTPOP,0.0
Utah,2031,v8.3.2,TOTPOP,0.0
Utah,2032,v8.3.2,TOTPOP,0.0
Utah,2033,v8.3.2,TOTPOP,0.0
Utah,2034,v8.3.2,TOTPOP,0.0
Utah,2035,v8.3.2,TOTPOP,0.0
Utah,2036,v8.3.2,TOTPOP,0.0
Utah,2037,v8.3.2,TOTPOP,0.0
Utah,2038,v8.3.2,TOTPOP,0.0
Utah,2039,v8.3.2,TOTPOP,0.0
Utah,2040,v8.3.2,TOTPOP,0.0
Utah,2041,v8.3.2,TOTPOP,0.0
Utah,2042,v8.3.2,TOTPOP,0.0
Utah,2043,v8.3.2,TOTPOP,0.0
Utah,2044,v8.3.2,TOTPOP,0.0
Utah,2045,v8.3.2,TOTPOP,0.0
Utah,2046,v8.3.2,TOTPOP,0.0
Utah,2047,v8.3.2,TOTPOP,0.0
Utah,2048,v8.3.2,TOTPOP,0.0
Utah,2049,v8.3.2,TOTPOP,0.0
Utah,2050,v8.3.2,TOTPOP,0.0
Utah,2051,v8.3.2,TOTPOP,0.0
Utah,2052,v8.3.2,TOTPOP,0.0
Utah,2053,v8.3.2,TOTPOP,0.0
Utah,2054,v8.3.2,TOTPOP,0.0
Utah,2055,v8.3.2,TOTPOP,0.0
Utah,2056,v8.3.2,TOTPOP,0.0
Utah,2057,v8.3.2,TOTPOP,0.0
Utah,2058,v8.3.2,TOTPOP,0.0
Utah,2059,v8.3.2,TOTPOP,0.0
Utah,2060,v8.3.2,TOTPOP,0.0
Weber,1990,v8.3.2,TOTPOP,0.0
Weber,1991,v8.3.2,TOTPOP,0.0
Weber,1992,v8.3.2,TOTPOP,0.0
Weber,1993,v8.3.2,TOTPOP,0.0
Weber,1994,v8.3.2,TOTPOP,0.0
Weber,1995,v8.3.2,TOTPOP,0.0
Weber,1996,v8.3.2,TOTPOP,0.0
Weber,1997,v8.3.2,TOTPOP,0.0
Weber,1998,v8.3.2,TOTPOP,0.0
Weber,1999,v8.3.2,TOTPOP,0.0
Weber,2000,v8.3.2,TOTPOP,0.0
Weber,2001,v8.3.2,TOTPOP,0.0
Weber,2002,v8.3.2,TOTPOP,0.0
Weber,2003,v8.3.2,TOTPOP,0.0
Weber,2004,v8.3.2,TOTPOP,0.0
Weber,2005,v8.3.2,TOTPOP,0.0
Weber,2006,v8.3.2,TOTPOP,0.0
Weber,2007,v8.3.2,TOTPOP,0.0
Weber,2008,v8.3.2,TOTPOP,0.0
Weber,2009,v8.3.2,TOTPOP,0.0
Weber,2010,v8.3.2,TOTPOP,0.0
Weber,2011,v8.3.2,TOTPOP,0.0
Weber,2012,v8.3.2,TOTPOP,0.0
Weber,2013,v8.3.2,TOTPOP,0.0
Weber,2014,v8.3.2,TOTPOP,0.0
Weber,2015,v8.3.2,TOTPOP,0.0
Weber,2016,v8.3.2,TOTPOP,0.0
Weber,2017,v8.3.2,TOTPOP,0.0
Weber,2018,v8.3.2,TOTPOP,0.0
Weber,2019,v8.3.2,TOTPOP,0.0
Weber,2020,v8.3.2,TOTPOP,0.0
Weber,2021,v8.3.2,TOTPOP,0.0
Weber,2022,v8.3.2,TOTPOP,0.0
Weber,2023,v8.3.2,TOTPOP,0.0
Weber,2024,v8.3.2,TOTPOP,0.0
Weber,2025,v8.3.2,TOTPOP,0.0
Weber,2026,v8.3.2,TOTPOP,0.0
Weber,2027,v8.3.2,TOTPOP,0.0
Weber,2028,v8.3.2,TOTPOP,0.0
Weber,2029,v8.3.2,TOTPOP,0.0
Weber,2030,v8.3.2,TOTPOP,0.0
Weber,2031,v8.3.2,TOTPOP,0.0
Weber,2032,v8.3.2,TOTPOP,0.0
Weber,2033,v8.3.2,TOTPOP,0.0
Weber,2034,v8.3.2,TOTPOP,0.0
Weber,2035,v8.3.2,TOTPOP,0.0
Weber,2036,v8.3.2,TOTPOP,0.0
Weber,2037,v8.3.2,TOTPOP,0.0
Weber,2038,v8.3.2,TOTPOP,0.0
Weber,2039,v8.3.2,TOTPOP,0.0
Weber,2040,v8.3.2,TOTPOP,0.0
Weber,2041,v8.3.2,TOTPOP,0.0
Weber,2042,v8.3.2,TOTPOP,0.0
Weber,2043,v8.3.2,TOTPOP,0.0
Weber,2044,v8.3.2,TOTPOP,0.0
Weber,2045,v8.3.2,TOTPOP,0.0
Weber,2046,v8.3.2,TOTPOP,0.0
Weber,2047,v8.3.2,TOTPOP,0.0
Weber,2048,v8.3.2,TOTPOP,0.0
Weber,2049,v8.3.2,TOTPOP,0.0
Weber,2050,v8.3.2,TOTPOP,0.0
Weber,2051,v8.3.2,TOTPOP,0.0
Weber,2052,v8.3.2,TOTPOP,0.0
Weber,2053,v8.3.2,TOTPOP,0.0
Weber,2054,v8.3.2,TOTPOP,0.0
Weber,2055,v8.3.2,TOTPOP,0.0
Weber,2056,v8.3.2,TOTPOP,0.0
Weber,2057,v8.3.2,TOTPOP,0.0
Weber,2058,v8.3.2,TOTPOP,0.0
Weber,2059,v8.3.2,TOTPOP,0.0
Weber,2060,v8.3.2,TOTPOP,0.0
Davis,1990,v9.0.0,TOTPOP,188471.0
Davis,1991,v9.0.0,TOTPOP,195088.0
Davis,1992,v9.0.0,TOTPOP,201158.0
Davis,1993,v9.0.0,TOTPOP,205655.0
Davis,1994,v9.0.0,TOTPOP,212151.0
Davis,1995,v9.0.0,TOTPOP,216054.0
Davis,1996,v9.0.0,TOTPOP,219685.0
Davis,1997,v9.0.0,TOTPOP,224356.0
Davis,1998,v9.0.0,TOTPOP,229450.0
Davis,1999,v9.0.0,TOTPOP,235364.0
Davis,2000,v9.0.0,TOTPOP,240162.0
Davis,2001,v9.0.0,TOTPOP,245093.0
Davis,2002,v9.0.0,TOTPOP,251536.0
Davis,2003,v9.0.0,TOTPOP,257977.0
Davis,2004,v9.0.0,TOTPOP,265246.0
Davis,2005,v9.0.0,TOTPOP,275373.0
Davis,2006,v9.0.0,TOTPOP,283951.0
Davis,2007,v9.0.0,TOTPOP,292258.0
Davis,2008,v9.0.0,TOTPOP,297840.0
Davis,2009,v9.0.0,TOTPOP,303266.0
Davis,2010,v9.0.0,TOTPOP,307712.0
Davis,2011,v9.0.0,TOTPOP,313716.0
Davis,2012,v9.0.0,TOTPOP,319263.0
Davis,2013,v9.0.0,TOTPOP,325546.0
Davis,2014,v9.0.0,TOTPOP,331327.0
Davis,2015,v9.0.0,TOTPOP,337940.0
Davis,2016,v9.0.0,TOTPOP,344842.0
Davis,2017,v9.0.0,TOTPOP,351297.0
Davis,2018,v9.0.0,TOTPOP,355688.0
Davis,2019,v9.0.0,TOTPOP,360196.0
Davis,2020,v9.0.0,TOTPOP,363419.0
Davis,2021,v9.0.0,TOTPOP,367944.0
Davis,2022,v9.0.0,TOTPOP,372212.0
Davis,2023,v9.0.0,TOTPOP,376381.0
Davis,2024,v9.0.0,TOTPOP,380622.0
Davis,2025,v9.0.0,TOTPOP,385048.0
Davis,2026,v9.0.0,TOTPOP,389744.0
Davis,2027,v9.0.0,TOTPOP,394752.0
Davis,2028,v9.0.0,TOTPOP,400084.0
Davis,2029,v9.0.0,TOTPOP,405709.0
Davis,2030,v9.0.0,TOTPOP,411564.0
Davis,2031,v9.0.0,TOTPOP,417548.0
Davis,2032,v9.0.0,TOTPOP,423520.0
Davis,2033,v9.0.0,TOTPOP,429546.0
Davis,2034,v9.0.0,TOTPOP,435588.0
Davis,2035,v9.0.0,TOTPOP,441677.0
Davis,2036,v9.0.0,TOTPOP,447811.0
Davis,2037,v9.0.0,TOTPOP,453957.0
Davis,2038,v9.0.0,TOTPOP,460098.0
Davis,2039,v9.0.0,TOTPOP,466209.0
Davis,2040,v9.0.0,TOTPOP,472344.0
Davis,2041,v9.0.0,TOTPOP,478443.0
Davis,2042,v9.0.0,TOTPOP,484465.0
Davis,2043,v9.0.0,TOTPOP,490413.0
Davis,2044,v9.0.0,TOTPOP,496242.0
Davis,2045,v9.0.0,TOTPOP,502001.0
Davis,2046,v9.0.0,TOTPOP,507737.0
Davis,2047,v9.0.0,TOTPOP,513383.0
Davis,2048,v9.0.0,TOTPOP,518947.0
Davis,2049,v9.0.0,TOTPOP,524392.0
Davis,2050,v9.0.0,TOTPOP,529710.0
Davis,2051,v9.0.0,TOTPOP,535021.0
Davis,2052,v9.0.0,TOTPOP,540291.0
Davis,2053,v9.0.0,TOTPOP,545512.0
Davis,2054,v9.0.0,TOTPOP,550630.0
Davis,2055,v9.0.0,TOTPOP,555633.0
Davis,2056,v9.0.0,TOTPOP,560592.0
Davis,2057,v9.0.0,TOTPOP,565518.0
Davis,2058,v9.0.0,TOTPOP,570438.0
Davis,2059,v9.0.0,TOTPOP,575345.0
Davis,2060,v9.0.0,TOTPOP,580155.0
Salt Lake,1990,v9.0.0,TOTPOP,728298.0
Salt Lake,1991,v9.0.0,TOTPOP,749878.0
Salt Lake,1992,v9.0.0,TOTPOP,775306.0
Salt Lake,1993,v9.0.0,TOTPOP,791724.0
Salt Lake,1994,v9.0.0,TOTPOP,812053.0
Salt Lake,1995,v9.0.0,TOTPOP,827342.0
Salt Lake,1996,v9.0.0,TOTPOP,840649.0
Salt Lake,1997,v9.0.0,TOTPOP,858306.0
Salt Lake,1998,v9.0.0,TOTPOP,870735.0
Salt Lake,1999,v9.0.0,TOTPOP,885216.0
Salt Lake,2000,v9.0.0,TOTPOP,902843.0
Salt Lake,2001,v9.0.0,TOTPOP,913716.0
Salt Lake,2002,v9.0.0,TOTPOP,920198.0
Salt Lake,2003,v9.0.0,TOTPOP,928532.0
Salt Lake,2004,v9.0.0,TOTPOP,943247.0
Salt Lake,2005,v9.0.0,TOTPOP,967017.0
Salt Lake,2006,v9.0.0,TOTPOP,985362.0
Salt Lake,2007,v9.0.0,TOTPOP,995648.0
Salt Lake,2008,v9.0.0,TOTPOP,1007205.0
Salt Lake,2009,v9.0.0,TOTPOP,1018737.0
Salt Lake,2010,v9.0.0,TOTPOP,1032281.0
Salt Lake,2011,v9.0.0,TOTPOP,1049380.0
Salt Lake,2012,v9.0.0,TOTPOP,1065591.0
Salt Lake,2013,v9.0.0,TOTPOP,1078405.0
Salt Lake,2014,v9.0.0,TOTPOP,1090830.0
Salt Lake,2015,v9.0.0,TOTPOP,1106942.0
Salt Lake,2016,v9.0.0,TOTPOP,1123506.0
Salt Lake,2017,v9.0.0,TOTPOP,1145202.0
Salt Lake,2018,v9.0.0,TOTPOP,1161347.0
Salt Lake,2019,v9.0.0,TOTPOP,1174562.0
Salt Lake,2020,v9.0.0,TOTPOP,1188213.0
Salt Lake,2021,v9.0.0,TOTPOP,1197551.0
Salt Lake,2022,v9.0.0,TOTPOP,1210701.0
Salt Lake,2023,v9.0.0,TOTPOP,1223609.0
Salt Lake,2024,v9.0.0,TOTPOP,1236469.0
Salt Lake,2025,v9.0.0,TOTPOP,1249403.0
Salt Lake,2026,v9.0.0,TOTPOP,1262495.0
Salt Lake,2027,v9.0.0,TOTPOP,1275786.0
Salt Lake,2028,v9.0.0,TOTPOP,1289287.0
Salt Lake,2029,v9.0.0,TOTPOP,1302960.0
Salt Lake,2030,v9.0.0,TOTPOP,1316739.0
Salt Lake,2031,v9.0.0,TOTPOP,1330515.0
Salt Lake,2032,v9.0.0,TOTPOP,1344145.0
Salt Lake,2033,v9.0.0,TOTPOP,1357773.0
Salt Lake,2034,v9.0.0,TOTPOP,1371308.0
Salt Lake,2035,v9.0.0,TOTPOP,1384865.0
Salt Lake,2036,v9.0.0,TOTPOP,1398439.0
Salt Lake,2037,v9.0.0,TOTPOP,1411954.0
Salt Lake,2038,v9.0.0,TOTPOP,1425361.0
Salt Lake,2039,v9.0.0,TOTPOP,1438622.0
Salt Lake,2040,v9.0.0,TOTPOP,1451869.0
Salt Lake,2041,v9.0.0,TOTPOP,1464970.0
Salt Lake,2042,v9.0.0,TOTPOP,1477835.0
Salt Lake,2043,v9.0.0,TOTPOP,1490487.0
Salt Lake,2044,v9.0.0,TOTPOP,1502811.0
Salt Lake,2045,v9.0.0,TOTPOP,1514917.0
Salt Lake,2046,v9.0.0,TOTPOP,1526940.0
Salt Lake,2047,v9.0.0,TOTPOP,1538703.0
Salt Lake,2048,v9.0.0,TOTPOP,1550245.0
Salt Lake,2049,v9.0.0,TOTPOP,1561468.0
Salt Lake,2050,v9.0.0,TOTPOP,1572359.0
Salt Lake,2051,v9.0.0,TOTPOP,1583177.0
Salt Lake,2052,v9.0.0,TOTPOP,1593839.0
Salt Lake,2053,v9.0.0,TOTPOP,1604355.0
Salt Lake,2054,v9.0.0,TOTPOP,1614612.0
Salt Lake,2055,v9.0.0,TOTPOP,1624566.0
Salt Lake,2056,v9.0.0,TOTPOP,1634355.0
Salt Lake,2057,v9.0.0,TOTPOP,1643996.0
Salt Lake,2058,v9.0.0,TOTPOP,1653550.0
Salt Lake,2059,v9.0.0,TOTPOP,1662976.0
Salt Lake,2060,v9.0.0,TOTPOP,1672102.0
Utah,1990,v9.0.0,TOTPOP,265766.0
Utah,1991,v9.0.0,TOTPOP,272167.0
Utah,1992,v9.0.0,TOTPOP,279635.0
Utah,1993,v9.0.0,TOTPOP,292351.0
Utah,1994,v9.0.0,TOTPOP,300447.0
Utah,1995,v9.0.0,TOTPOP,310334.0
Utah,1996,v9.0.0,TOTPOP,321072.0
Utah,1997,v9.0.0,TOTPOP,334658.0
Utah,1998,v9.0.0,TOTPOP,344820.0
Utah,1999,v9.0.0,TOTPOP,358463.0
Utah,2000,v9.0.0,TOTPOP,371798.0
Utah,2001,v9.0.0,TOTPOP,384928.0
Utah,2002,v9.0.0,TOTPOP,396775.0
Utah,2003,v9.0.0,TOTPOP,408958.0
Utah,2004,v9.0.0,TOTPOP,424881.0
Utah,2005,v9.0.0,TOTPOP,441720.0
Utah,2006,v9.0.0,TOTPOP,462033.0
Utah,2007,v9.0.0,TOTPOP,480717.0
Utah,2008,v9.0.0,TOTPOP,497637.0
Utah,2009,v9.0.0,TOTPOP,508354.0
Utah,2010,v9.0.0,TOTPOP,518707.0
Utah,2011,v9.0.0,TOTPOP,531930.0
Utah,2012,v9.0.0,TOTPOP,543410.0
Utah,2013,v9.0.0,TOTPOP,552265.0
Utah,2014,v9.0.0,TOTPOP,564419.0
Utah,2015,v9.0.0,TOTPOP,582261.0
Utah,2016,v9.0.0,TOTPOP,599268.0
Utah,2017,v9.0.0,TOTPOP,612960.0
