scenarioID,MODE,NAMEID,NAME,OPERATOR,DIST,PK_HEADWAY,OK_HEADWAY,PK_TIME,OK_TIME,PK_D4_BRDA,PK_W4_BRDA,PK_4_XITB,PK_D5_BRDA,PK_W5_BRDA,PK_5_XITB,PK_D6_BRDA,PK_W6_BRDA,PK_6_XITB,PK_D7_BRDA,PK_W7_BRDA,PK_7_XITB,PK_D8_BRDA,PK_W8_BRDA,PK_8_XITB,PK_D9_BRDA,PK_W9_BRDA,PK_9_XITB,PK_D_BRDA,PK_W_BRDA,PK_BRDA,PK_XITB,OK_D4_BRDA,OK_W4_BRDA,OK_4_XITB,OK_D5_BRDA,OK_W5_BRDA,OK_5_XITB,OK_D6_BRDA,OK_W6_BRDA,OK_6_XITB,OK_D7_BRDA,OK_W7_BRDA,OK_7_XITB,OK_D8_BRDA,OK_W8_BRDA,OK_8_XITB,OK_D9_BRDA,OK_W9_BRDA,OK_9_XITB,OK_D_BRDA,OK_W_BRDA,OK_BRDA,OK_XITB,DY_D4_BRDA,DY_W4_BRDA,DY_4_XITB,DY_D5_BRDA,DY_W5_BRDA,DY_5_XITB,DY_D6_BRDA,DY_W6_BRDA,DY_6_XITB,DY_D7_BRDA,DY_W7_BRDA,DY_7_XITB,DY_D8_BRDA,DY_W8_BRDA,DY_8_XITB,DY_D9_BRDA,DY_W9_BRDA,DY_9_XITB,DY_D_BRDA,DY_W_BRDA,DY_BRDA,DY_XITB
9.13,4,47.1,SF232-,0,7.59,30,30,23.46,24.41,1.09,20.52,21.61,0.6,3.46,4.06,0.0,0.0,0.0,0.0,60.84,60.84,0.0,0.0,0.0,0.0,0.0,0.0,1.69,84.82,86.51,86.51,0.6,25.28,25.88,0.04,2.68,2.72,0.0,0.0,0.0,0.0,20.18,20.18,0.0,0.0,0.0,0.0,0.0,0.0,0.64,48.14,48.78,48.78,1.69,45.8,47.49,0.64,6.14,6.78,0.0,0.0,0.0,0.0,81.02,81.02,0.0,0.0,0.0,0.0,0.0,0.0,2.33,132.96,135.29,135.29
9.15,4,42.1,SF232-,0,7.59,30,30,23.94,24.96,1.27,20.45,21.72,0.49,6.58,7.07,0.0,0.0,0.0,0.0,45.77,45.77,0.0,0.0,0.0,0.0,0.0,0.0,1.76,72.8,74.56,74.56,0.64,25.02,25.66,0.05,6.34,6.39,0.0,0.0,0.0,0.0,9.15,9.15,0.0,0.0,0.0,0.0,0.0,0.0,0.69,40.51,41.2,41.2,1.91,45.47,47.38,0.54,12.92,13.46,0.0,0.0,0.0,0.0,54.92,54.92,0.0,0.0,0.0,0.0,0.0,0.0,2.45,113.31,115.76,115.76
9.16,4,48.1,SF232-,0,7.59,30,30,24.25,25.65,0.29,10.53,10.82,0.02,2.92,2.94,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,20.45,20.76,20.76,0.27,15.54,15.81,0.02,3.91,3.93,0.0,0.0,0.0,0.0,4.37,4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.29,23.82,24.11,24.11,0.56,26.07,26.63,0.04,6.83,6.87,0.0,0.0,0.0,0.0,11.37,11.37,0.0,0.0,0.0,0.0,0.0,0.0,0.6,44.27,44.87,44.87
9.18,4,70.1,SF232-,0,7.59,30,30,23.55,24.68,0.54,14.1,14.64,0.0,0.03,0.03,0.0,0.0,0.0,0.01,33.1,33.11,0.0,0.0,0.0,0.0,0.0,0.0,0.55,47.23,47.78,47.78,0.51,20.14,20.65,0.0,0.06,0.06,0.0,0.0,0.0,0.01,18.08,18.09,0.0,0.0,0.0,0.0,0.0,0.0,0.52,38.28,38.8,38.8,1.05,34.24,35.29,0.0,0.09,0.09,0.0,0.0,0.0,0.02,51.18,51.2,0.0,0.0,0.0,0.0,0.0,0.0,1.07,85.51,86.58,86.58
10.06,4,47.1,SF232-,0,7.66,30,30,23.65,24.52,1.16,20.81,21.97,0.59,3.41,4.0,0.0,0.0,0.0,0.0,60.34,60.34,0.0,0.0,0.0,0.0,0.0,0.0,1.75,84.56,86.31,86.31,0.67,25.9,26.57,0.04,2.7,2.74,0.0,0.0,0.0,0.0,20.59,20.59,0.0,0.0,0.0,0.0,0.0,0.0,0.71,49.19,49.9,49.9,1.83,46.71,48.54,0.63,6.11,6.74,0.0,0.0,0.0,0.0,80.93,80.93,0.0,0.0,0.0,0.0,0.0,0.0,2.46,133.75,136.21,136.21
10.07,4,41.1,SF232-,0,7.66,30,30,24.12,25.06,1.29,20.31,21.6,0.46,6.97,7.43,0.0,0.0,0.0,0.0,36.52,36.52,0.0,0.0,0.0,0.0,0.0,0.0,1.75,63.8,65.55,65.55,0.69,25.42,26.11,0.05,5.74,5.79,0.0,0.0,0.0,0.0,7.96,7.96,0.0,0.0,0.0,0.0,0.0,0.0,0.74,39.12,39.86,39.86,1.98,45.73,47.71,0.51,12.71,13.22,0.0,0.0,0.0,0.0,44.48,44.48,0.0,0.0,0.0,0.0,0.0,0.0,2.49,102.92,105.41,105.41
10.08,4,48.1,SF232-,0,7.66,30,30,24.57,25.94,0.35,10.58,10.93,0.03,2.98,3.01,0.0,0.0,0.0,0.0,6.24,6.24,0.0,0.0,0.0,0.0,0.0,0.0,0.38,19.8,20.18,20.18,0.3,15.83,16.13,0.03,3.99,4.02,0.0,0.0,0.0,0.0,4.33,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,24.15,24.48,24.48,0.65,26.41,27.06,0.06,6.97,7.03,0.0,0.0,0.0,0.0,10.57,10.57,0.0,0.0,0.0,0.0,0.0,0.0,0.71,43.95,44.66,44.66
10.09,4,70.1,SF232-,0,7.66,30,30,23.76,24.92,0.55,14.37,14.92,0.0,0.03,0.03,0.0,0.0,0.0,0.01,33.51,33.52,0.0,0.0,0.0,0.0,0.0,0.0,0.56,47.91,48.47,48.47,0.51,20.42,20.93,0.0,0.06,0.06,0.0,0.0,0.0,0.01,17.88,17.89,0.0,0.0,0.0,0.0,0.0,0.0,0.52,38.36,38.88,38.88,1.06,34.79,35.85,0.0,0.09,0.09,0.0,0.0,0.0,0.02,51.39,51.41,0.0,0.0,0.0,0.0,0.0,0.0,1.08,86.27,87.35,87.35
10.1,4,70.1,SF232-,0,7.66,30,30,24.26,25.6,0.56,15.01,15.57,0.0,0.05,0.05,0.0,0.0,0.0,0.02,39.56,39.58,0.0,0.0,0.0,0.0,0.0,0.0,0.58,54.62,55.2,55.2,0.53,21.21,21.74,0.0,0.08,0.08,0.0,0.0,0.0,0.01,18.39,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.54,39.68,40.22,40.22,1.09,36.22,37.31,0.0,0.13,0.13,0.0,0.0,0.0,0.03,57.95,57.98,0.0,0.0,0.0,0.0,0.0,0.0,1.12,94.3,95.42,95.42
10.11,4,70.1,SF232-,0,7.66,30,30,24.57,26.34,0.63,16.24,16.87,0.0,0.05,0.05,0.0,0.0,0.0,0.02,47.94,47.96,0.0,0.0,0.0,0.0,0.0,0.0,0.65,64.23,64.88,64.88,0.57,22.48,23.05,0.0,0.17,0.17,0.0,0.0,0.0,0.02,16.5,16.52,0.0,0.0,0.0,0.0,0.0,0.0,0.59,39.15,39.74,39.74,1.2,38.72,39.92,0.0,0.22,0.22,0.0,0.0,0.0,0.04,64.44,64.48,0.0,0.0,0.0,0.0,0.0,0.0,1.24,103.38,104.62,104.62
10.13,4,47.1,SF232-,0,7.66,30,30,23.63,24.48,1.09,20.62,21.71,0.59,3.44,4.03,0.0,0.0,0.0,0.0,60.81,60.81,0.0,0.0,0.0,0.0,0.0,0.0,1.68,84.87,86.55,86.55,0.61,25.52,26.13,0.04,2.69,2.73,0.0,0.0,0.0,0.0,20.42,20.42,0.0,0.0,0.0,0.0,0.0,0.0,0.65,48.63,49.28,49.28,1.7,46.14,47.84,0.63,6.13,6.76,0.0,0.0,0.0,0.0,81.23,81.23,0.0,0.0,0.0,0.0,0.0,0.0,2.33,133.5,135.83,135.83
10.15,4,42.1,SF232-,0,7.66,30,30,24.14,25.08,1.28,20.45,21.73,0.47,6.62,7.09,0.0,0.0,0.0,0.0,37.09,37.09,0.0,0.0,0.0,0.0,0.0,0.0,1.75,64.16,65.91,65.91,0.65,25.33,25.98,0.04,6.25,6.29,0.0,0.0,0.0,0.0,8.7,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.69,40.28,40.97,40.97,1.93,45.78,47.71,0.51,12.87,13.38,0.0,0.0,0.0,0.0,45.79,45.79,0.0,0.0,0.0,0.0,0.0,0.0,2.44,104.44,106.88,106.88
10.16,4,48.1,SF232-,0,7.66,30,30,24.49,25.71,0.31,10.61,10.92,0.02,2.96,2.98,0.0,0.0,0.0,0.0,6.7,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.33,20.27,20.6,20.6,0.28,15.82,16.1,0.02,3.95,3.97,0.0,0.0,0.0,0.0,4.33,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.3,24.1,24.4,24.4,0.59,26.43,27.02,0.04,6.91,6.95,0.0,0.0,0.0,0.0,11.03,11.03,0.0,0.0,0.0,0.0,0.0,0.0,0.63,44.37,45.0,45.0
10.18,4,70.1,SF232-,0,7.66,30,30,23.73,24.77,0.54,14.06,14.6,0.0,0.03,0.03,0.0,0.0,0.0,0.01,31.65,31.66,0.0,0.0,0.0,0.0,0.0,0.0,0.55,45.74,46.29,46.29,0.51,20.2,20.71,0.0,0.06,0.06,0.0,0.0,0.0,0.01,17.86,17.87,0.0,0.0,0.0,0.0,0.0,0.0,0.52,38.12,38.64,38.64,1.05,34.26,35.31,0.0,0.09,0.09,0.0,0.0,0.0,0.02,49.51,49.53,0.0,0.0,0.0,0.0,0.0,0.0,1.07,83.86,84.93,84.93
11.03,4,49.1,SF232-,0,7.66,30,30,23.62,24.45,1.09,20.61,21.7,0.59,3.64,4.23,0.0,0.0,0.0,0.0,61.35,61.35,0.0,0.0,0.0,0.0,0.0,0.0,1.68,85.6,87.28,87.28,0.61,25.55,26.16,0.04,2.71,2.75,0.0,0.0,0.0,0.0,20.49,20.49,0.0,0.0,0.0,0.0,0.0,0.0,0.65,48.75,49.4,49.4,1.7,46.16,47.86,0.63,6.35,6.98,0.0,0.0,0.0,0.0,81.84,81.84,0.0,0.0,0.0,0.0,0.0,0.0,2.33,134.35,136.68,136.68
11.04,4,43.1,SF232-,0,7.66,30,30,24.14,25.11,1.28,20.48,21.76,0.47,6.79,7.26,0.0,0.0,0.0,0.0,38.14,38.14,0.0,0.0,0.0,0.0,0.0,0.0,1.75,65.41,67.16,67.16,0.66,25.34,26.0,0.04,6.26,6.3,0.0,0.0,0.0,0.0,8.75,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.7,40.35,41.05,41.05,1.94,45.82,47.76,0.51,13.05,13.56,0.0,0.0,0.0,0.0,46.89,46.89,0.0,0.0,0.0,0.0,0.0,0.0,2.45,105.76,108.21,108.21
11.05,4,49.1,SF232-,0,7.66,30,30,24.52,25.69,0.31,10.6,10.91,0.02,2.98,3.0,0.0,0.0,0.0,0.0,6.46,6.46,0.0,0.0,0.0,0.0,0.0,0.0,0.33,20.04,20.37,20.37,0.29,15.91,16.2,0.03,3.99,4.02,0.0,0.0,0.0,0.0,4.3,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.32,24.2,24.52,24.52,0.6,26.51,27.11,0.05,6.97,7.02,0.0,0.0,0.0,0.0,10.76,10.76,0.0,0.0,0.0,0.0,0.0,0.0,0.65,44.24,44.89,44.89
11.06,4,49.1,SF232-,0,7.66,30,30,23.65,24.54,1.16,20.83,21.99,0.59,3.41,4.0,0.0,0.0,0.0,0.0,59.1,59.1,0.0,0.0,0.0,0.0,0.0,0.0,1.75,83.34,85.09,85.09,0.67,25.89,26.56,0.04,2.7,2.74,0.0,0.0,0.0,0.0,20.5,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.71,49.09,49.8,49.8,1.83,46.72,48.55,0.63,6.11,6.74,0.0,0.0,0.0,0.0,79.6,79.6,0.0,0.0,0.0,0.0,0.0,0.0,2.46,132.43,134.89,134.89
11.07,4,42.1,SF232-,0,7.66,30,30,24.11,25.08,1.29,20.32,21.61,0.46,6.96,7.42,0.0,0.0,0.0,0.0,36.71,36.71,0.0,0.0,0.0,0.0,0.0,0.0,1.75,63.99,65.74,65.74,0.7,25.41,26.11,0.05,5.73,5.78,0.0,0.0,0.0,0.0,8.03,8.03,0.0,0.0,0.0,0.0,0.0,0.0,0.75,39.17,39.92,39.92,1.99,45.73,47.72,0.51,12.69,13.2,0.0,0.0,0.0,0.0,44.74,44.74,0.0,0.0,0.0,0.0,0.0,0.0,2.5,103.16,105.66,105.66
11.08,4,49.1,SF232-,0,7.66,30,30,24.6,25.94,0.35,10.6,10.95,0.03,2.98,3.01,0.0,0.0,0.0,0.0,6.46,6.46,0.0,0.0,0.0,0.0,0.0,0.0,0.38,20.04,20.42,20.42,0.31,15.83,16.14,0.03,3.99,4.02,0.0,0.0,0.0,0.0,4.34,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.34,24.16,24.5,24.5,0.66,26.43,27.09,0.06,6.97,7.03,0.0,0.0,0.0,0.0,10.8,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.72,44.2,44.92,44.92
11.09,4,70.1,SF232-,0,7.66,30,30,23.73,24.9,0.55,14.37,14.92,0.0,0.03,0.03,0.0,0.0,0.0,0.01,33.48,33.49,0.0,0.0,0.0,0.0,0.0,0.0,0.56,47.88,48.44,48.44,0.52,20.37,20.89,0.0,0.06,0.06,0.0,0.0,0.0,0.01,17.89,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.53,38.32,38.85,38.85,1.07,34.74,35.81,0.0,0.09,0.09,0.0,0.0,0.0,0.02,51.37,51.39,0.0,0.0,0.0,0.0,0.0,0.0,1.09,86.2,87.29,87.29
11.1,4,70.1,SF232-,0,7.66,30,30,24.27,25.61,0.56,14.99,15.55,0.0,0.05,0.05,0.0,0.0,0.0,0.02,39.43,39.45,0.0,0.0,0.0,0.0,0.0,0.0,0.58,54.47,55.05,55.05,0.53,21.19,21.72,0.0,0.08,0.08,0.0,0.0,0.0,0.01,18.31,18.32,0.0,0.0,0.0,0.0,0.0,0.0,0.54,39.58,40.12,40.12,1.09,36.18,37.27,0.0,0.13,0.13,0.0,0.0,0.0,0.03,57.74,57.77,0.0,0.0,0.0,0.0,0.0,0.0,1.12,94.05,95.17,95.17
11.11,4,70.1,SF232-,0,7.66,30,30,24.57,26.3,0.63,16.22,16.85,0.0,0.05,0.05,0.0,0.0,0.0,0.02,47.63,47.65,0.0,0.0,0.0,0.0,0.0,0.0,0.65,63.9,64.55,64.55,0.57,22.47,23.04,0.0,0.17,0.17,0.0,0.0,0.0,0.02,16.36,16.38,0.0,0.0,0.0,0.0,0.0,0.0,0.59,39.0,39.59,39.59,1.2,38.69,39.89,0.0,0.22,0.22,0.0,0.0,0.0,0.04,63.99,64.03,0.0,0.0,0.0,0.0,0.0,0.0,1.24,102.9,104.14,104.14
11.13,4,49.1,SF232-,0,7.66,30,30,23.63,24.47,1.09,20.63,21.72,0.59,3.44,4.03,0.0,0.0,0.0,0.0,60.4,60.4,0.0,0.0,0.0,0.0,0.0,0.0,1.68,84.47,86.15,86.15,0.61,25.57,26.18,0.04,2.7,2.74,0.0,0.0,0.0,0.0,20.61,20.61,0.0,0.0,0.0,0.0,0.0,0.0,0.65,48.88,49.53,49.53,1.7,46.2,47.9,0.63,6.14,6.77,0.0,0.0,0.0,0.0,81.01,81.01,0.0,0.0,0.0,0.0,0.0,0.0,2.33,133.35,135.68,135.68
11.15,4,43.1,SF232-,0,7.66,30,30,24.14,25.1,1.28,20.53,21.81,0.47,6.83,7.3,0.0,0.0,0.0,0.0,37.2,37.2,0.0,0.0,0.0,0.0,0.0,0.0,1.75,64.56,66.31,66.31,0.65,25.34,25.99,0.04,6.24,6.28,0.0,0.0,0.0,0.0,8.71,8.71,0.0,0.0,0.0,0.0,0.0,0.0,0.69,40.29,40.98,40.98,1.93,45.87,47.8,0.51,13.07,13.58,0.0,0.0,0.0,0.0,45.91,45.91,0.0,0.0,0.0,0.0,0.0,0.0,2.44,104.85,107.29,107.29
11.16,4,49.1,SF232-,0,7.66,30,30,24.47,25.8,0.31,10.6,10.91,0.02,2.95,2.97,0.0,0.0,0.0,0.0,6.6,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.33,20.15,20.48,20.48,0.27,15.78,16.05,0.02,3.94,3.96,0.0,0.0,0.0,0.0,4.32,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.29,24.04,24.33,24.33,0.58,26.38,26.96,0.04,6.89,6.93,0.0,0.0,0.0,0.0,10.92,10.92,0.0,0.0,0.0,0.0,0.0,0.0,0.62,44.19,44.81,44.81
11.18,4,70.1,SF232-,0,7.66,30,30,23.73,24.75,0.54,14.07,14.61,0.0,0.03,0.03,0.0,0.0,0.0,0.01,32.05,32.06,0.0,0.0,0.0,0.0,0.0,0.0,0.55,46.15,46.7,46.7,0.51,20.24,20.75,0.0,0.06,0.06,0.0,0.0,0.0,0.01,17.87,17.88,0.0,0.0,0.0,0.0,0.0,0.0,0.52,38.17,38.69,38.69,1.05,34.31,35.36,0.0,0.09,0.09,0.0,0.0,0.0,0.02,49.92,49.94,0.0,0.0,0.0,0.0,0.0,0.0,1.07,84.32,85.39,85.39
9.06,4,49.1,SF514-,0,6.09,30,30,21.9,23.81,0.62,12.5,13.12,0.11,2.96,3.07,0.0,0.0,0.0,6.07,12.0,18.07,0.42,12.55,12.97,0.0,0.51,0.51,7.22,40.52,47.74,47.74,0.61,18.67,19.28,0.04,3.46,3.5,0.0,0.0,0.0,1.62,7.19,8.81,0.16,16.39,16.55,0.0,0.55,0.55,2.43,46.26,48.69,48.69,1.23,31.17,32.4,0.15,6.42,6.57,0.0,0.0,0.0,7.69,19.19,26.88,0.58,28.94,29.52,0.0,1.06,1.06,9.65,86.78,96.43,96.43
9.07,4,43.1,SF514-,0,6.09,30,30,21.8,23.64,0.6,11.49,12.09,0.0,0.84,0.84,0.0,0.0,0.0,0.12,0.87,0.99,0.55,2.91,3.46,0.0,1.36,1.36,1.27,17.47,18.74,18.74,0.59,16.61,17.2,0.0,1.39,1.39,0.0,0.0,0.0,0.08,0.95,1.03,0.14,3.69,3.83,0.0,1.41,1.41,0.81,24.05,24.86,24.86,1.19,28.1,29.29,0.0,2.23,2.23,0.0,0.0,0.0,0.2,1.82,2.02,0.69,6.6,7.29,0.0,2.77,2.77,2.08,41.52,43.6,43.6
9.08,4,50.1,SF514-,0,6.09,30,30,21.7,23.58,0.75,17.44,18.19,0.05,2.04,2.09,0.0,0.0,0.0,0.3,1.88,2.18,0.61,11.01,11.62,0.0,1.89,1.89,1.71,34.26,35.97,35.97,0.73,23.51,24.24,0.02,2.7,2.72,0.0,0.0,0.0,0.07,1.08,1.15,0.12,10.25,10.37,0.0,1.93,1.93,0.94,39.47,40.41,40.41,1.48,40.95,42.43,0.07,4.74,4.81,0.0,0.0,0.0,0.37,2.96,3.33,0.73,21.26,21.99,0.0,3.82,3.82,2.65,73.73,76.38,76.38
9.15,4,44.1,SF514-,0,6.09,30,30,22.0,24.02,0.62,11.94,12.56,0.0,0.92,0.92,0.0,0.0,0.0,0.12,0.86,0.98,0.57,2.93,3.5,0.0,1.08,1.08,1.31,17.73,19.04,19.04,0.62,17.3,17.92,0.0,1.58,1.58,0.0,0.0,0.0,0.08,0.93,1.01,0.15,3.58,3.73,0.0,1.06,1.06,0.85,24.45,25.3,25.3,1.24,29.24,30.48,0.0,2.5,2.5,0.0,0.0,0.0,0.2,1.79,1.99,0.72,6.51,7.23,0.0,2.14,2.14,2.16,42.18,44.34,44.34
9.16,4,50.1,SF514-,0,6.09,30,30,22.03,24.11,0.75,17.31,18.06,0.08,2.82,2.9,0.0,0.0,0.0,0.11,0.99,1.1,0.68,11.4,12.08,0.0,1.92,1.92,1.62,34.44,36.06,36.06,0.71,23.94,24.66,0.02,2.58,2.6,0.0,0.0,0.0,0.06,1.03,1.09,0.12,10.59,10.71,0.0,1.94,1.94,0.91,40.08,40.99,41.0,1.46,41.25,42.72,0.1,5.4,5.5,0.0,0.0,0.0,0.17,2.02,2.19,0.8,21.99,22.79,0.0,3.86,3.86,2.53,74.52,77.05,77.06
10.06,4,49.1,SF514-,0,6.09,30,30,22.23,24.1,0.62,12.62,13.24,0.11,2.94,3.05,0.0,0.0,0.0,6.17,12.05,18.22,0.34,12.7,13.04,0.0,0.52,0.52,7.24,40.83,48.07,48.07,0.62,18.94,19.56,0.05,3.51,3.56,0.0,0.0,0.0,1.66,7.26,8.92,0.17,17.24,17.41,0.0,0.56,0.56,2.5,47.51,50.01,50.01,1.24,31.56,32.8,0.16,6.45,6.61,0.0,0.0,0.0,7.83,19.31,27.14,0.51,29.94,30.45,0.0,1.08,1.08,9.74,88.34,98.08,98.08
10.07,4,43.1,SF514-,0,6.09,30,30,21.83,23.67,0.64,11.69,12.33,0.0,0.72,0.72,0.0,0.0,0.0,0.13,0.91,1.04,0.4,2.99,3.39,0.0,1.3,1.3,1.17,17.61,18.78,18.78,0.6,16.94,17.54,0.0,1.22,1.22,0.0,0.0,0.0,0.08,1.01,1.09,0.15,3.98,4.13,0.0,1.36,1.36,0.83,24.51,25.34,25.34,1.24,28.63,29.87,0.0,1.94,1.94,0.0,0.0,0.0,0.21,1.92,2.13,0.55,6.97,7.52,0.0,2.66,2.66,2.0,42.12,44.12,44.12
10.08,4,50.1,SF514-,0,6.09,30,30,21.77,23.68,0.78,17.04,17.82,0.08,2.77,2.85,0.0,0.0,0.0,0.29,1.92,2.21,0.56,10.88,11.44,0.0,1.85,1.85,1.71,34.46,36.17,36.17,0.74,23.29,24.03,0.02,2.48,2.5,0.0,0.0,0.0,0.07,1.12,1.19,0.14,10.8,10.94,0.0,1.88,1.88,0.97,39.57,40.54,40.54,1.52,40.33,41.85,0.1,5.25,5.35,0.0,0.0,0.0,0.36,3.04,3.4,0.7,21.68,22.38,0.0,3.73,3.73,2.68,74.03,76.71,76.71
10.15,4,44.1,SF514-,0,6.09,30,30,22.39,24.46,0.68,11.98,12.66,0.0,0.91,0.91,0.0,0.0,0.0,0.12,0.89,1.01,0.42,2.96,3.38,0.0,1.04,1.04,1.22,17.78,19.0,19.0,0.67,17.43,18.1,0.0,1.57,1.57,0.0,0.0,0.0,0.08,0.94,1.02,0.16,3.91,4.07,0.0,1.02,1.02,0.91,24.87,25.78,25.78,1.35,29.41,30.76,0.0,2.48,2.48,0.0,0.0,0.0,0.2,1.83,2.03,0.58,6.87,7.45,0.0,2.06,2.06,2.13,42.65,44.78,44.78
10.16,4,50.1,SF514-,0,6.09,30,30,22.39,24.53,0.76,17.31,18.07,0.09,2.83,2.92,0.0,0.0,0.0,0.11,1.02,1.13,0.54,11.2,11.74,0.0,1.83,1.83,1.5,34.19,35.69,35.69,0.7,24.1,24.8,0.03,2.55,2.58,0.0,0.0,0.0,0.07,1.05,1.12,0.14,11.04,11.18,0.0,1.85,1.85,0.94,40.59,41.53,41.53,1.46,41.41,42.87,0.12,5.38,5.5,0.0,0.0,0.0,0.18,2.07,2.25,0.68,22.24,22.92,0.0,3.68,3.68,2.44,74.78,77.22,77.22
11.04,4,45.1,SF514-,0,6.09,30,30,22.4,24.55,0.72,11.9,12.62,0.01,0.91,0.92,0.0,0.0,0.0,0.03,2.53,2.56,0.5,3.18,3.68,0.0,0.0,0.0,1.26,18.52,19.78,19.78,0.7,17.23,17.93,0.01,1.57,1.58,0.0,0.0,0.0,0.02,2.67,2.69,0.23,4.21,4.44,0.0,0.0,0.0,0.96,25.68,26.64,26.64,1.42,29.13,30.55,0.02,2.48,2.5,0.0,0.0,0.0,0.05,5.2,5.25,0.73,7.39,8.12,0.0,0.0,0.0,2.22,44.2,46.42,46.42
11.05,4,51.1,SF514-,0,6.09,30,30,22.53,24.7,0.82,17.41,18.23,0.09,2.85,2.94,0.0,0.0,0.0,0.04,3.73,3.77,0.72,12.67,13.39,0.0,0.0,0.0,1.67,36.66,38.33,38.33,0.76,24.09,24.85,0.03,2.55,2.58,0.0,0.0,0.0,0.02,3.78,3.8,0.27,13.2,13.47,0.0,0.0,0.0,1.08,43.62,44.7,44.7,1.58,41.5,43.08,0.12,5.4,5.52,0.0,0.0,0.0,0.06,7.51,7.57,0.99,25.87,26.86,0.0,0.0,0.0,2.75,80.28,83.03,83.03
11.06,4,51.1,SF514-,0,6.09,30,30,22.23,24.14,0.69,12.91,13.6,0.11,2.96,3.07,0.0,0.0,0.0,5.99,11.82,17.81,0.41,14.05,14.46,0.0,0.0,0.0,7.2,41.74,48.94,48.94,0.69,19.18,19.87,0.04,3.53,3.57,0.0,0.0,0.0,1.65,7.11,8.76,0.2,18.93,19.13,0.0,0.0,0.0,2.58,48.75,51.33,51.33,1.38,32.09,33.47,0.15,6.49,6.64,0.0,0.0,0.0,7.64,18.93,26.57,0.61,32.98,33.59,0.0,0.0,0.0,9.78,90.49,100.27,100.27
11.07,4,44.1,SF514-,0,6.09,30,30,21.86,23.71,0.69,11.56,12.25,0.01,0.72,0.73,0.0,0.0,0.0,0.02,2.61,2.63,0.48,3.16,3.64,0.0,0.0,0.0,1.2,18.05,19.25,19.25,0.65,16.76,17.41,0.01,1.22,1.23,0.0,0.0,0.0,0.01,2.79,2.8,0.19,4.19,4.38,0.0,0.0,0.0,0.86,24.96,25.82,25.82,1.34,28.32,29.66,0.02,1.94,1.96,0.0,0.0,0.0,0.03,5.4,5.43,0.67,7.35,8.02,0.0,0.0,0.0,2.06,43.01,45.07,45.07
11.08,4,51.1,SF514-,0,6.09,30,30,21.81,23.74,0.87,16.84,17.71,0.09,2.77,2.86,0.0,0.0,0.0,0.15,4.64,4.79,0.94,12.75,13.69,0.0,0.0,0.0,2.05,37.0,39.05,39.05,0.82,23.41,24.23,0.03,2.48,2.51,0.0,0.0,0.0,0.01,3.93,3.94,0.23,12.39,12.62,0.0,0.0,0.0,1.09,42.21,43.3,43.3,1.69,40.25,41.94,0.12,5.25,5.37,0.0,0.0,0.0,0.16,8.57,8.73,1.17,25.14,26.31,0.0,0.0,0.0,3.14,79.21,82.35,82.35
11.15,4,45.1,SF514-,0,6.09,30,30,22.4,24.47,0.72,11.91,12.63,0.01,0.91,0.92,0.0,0.0,0.0,0.03,2.5,2.53,0.53,3.15,3.68,0.0,0.0,0.0,1.29,18.47,19.76,19.76,0.71,17.27,17.98,0.01,1.57,1.58,0.0,0.0,0.0,0.02,2.65,2.67,0.2,4.08,4.28,0.0,0.0,0.0,0.94,25.57,26.51,26.51,1.43,29.18,30.61,0.02,2.48,2.5,0.0,0.0,0.0,0.05,5.15,5.2,0.73,7.23,7.96,0.0,0.0,0.0,2.23,44.04,46.27,46.27
11.16,4,51.1,SF514-,0,6.09,30,30,22.44,24.63,0.83,17.41,18.24,0.09,2.82,2.91,0.0,0.0,0.0,0.05,3.66,3.71,0.94,13.03,13.97,0.0,0.0,0.0,1.91,36.92,38.83,38.83,0.77,24.14,24.91,0.03,2.56,2.58,0.0,0.0,0.0,0.02,3.76,3.78,0.25,12.74,12.99,0.0,0.0,0.0,1.07,43.2,44.27,44.26,1.6,41.55,43.15,0.12,5.38,5.49,0.0,0.0,0.0,0.07,7.42,7.49,1.19,25.77,26.96,0.0,0.0,0.0,2.98,80.12,83.1,83.09
