scenarioID,MODE,NAMEID,NAME,OPERATOR,DIST,PK_HEADWAY,OK_HEADWAY,PK_TIME,OK_TIME,PK_D4_BRDA,PK_W4_BRDA,PK_4_XITB,PK_D5_BRDA,PK_W5_BRDA,PK_5_XITB,PK_D6_BRDA,PK_W6_BRDA,PK_6_XITB,PK_D7_BRDA,PK_W7_BRDA,PK_7_XITB,PK_D8_BRDA,PK_W8_BRDA,PK_8_XITB,PK_D9_BRDA,PK_W9_BRDA,PK_9_XITB,PK_D_BRDA,PK_W_BRDA,PK_BRDA,PK_XITB,OK_D4_BRDA,OK_W4_BRDA,OK_4_XITB,OK_D5_BRDA,OK_W5_BRDA,OK_5_XITB,OK_D6_BRDA,OK_W6_BRDA,OK_6_XITB,OK_D7_BRDA,OK_W7_BRDA,OK_7_XITB,OK_D8_BRDA,OK_W8_BRDA,OK_8_XITB,OK_D9_BRDA,OK_W9_BRDA,OK_9_XITB,OK_D_BRDA,OK_W_BRDA,OK_BRDA,OK_XITB,DY_D4_BRDA,DY_W4_BRDA,DY_4_XITB,DY_D5_BRDA,DY_W5_BRDA,DY_5_XITB,DY_D6_BRDA,DY_W6_BRDA,DY_6_XITB,DY_D7_BRDA,DY_W7_BRDA,DY_7_XITB,DY_D8_BRDA,DY_W8_BRDA,DY_8_XITB,DY_D9_BRDA,DY_W9_BRDA,DY_9_XITB,DY_D_BRDA,DY_W_BRDA,DY_BRDA,DY_XITB
10.06,5,72.0,S1,0,10.72,15,15,51.48,48.11,0.0,0.0,0.0,0.96,1535.33,1536.29,0.0,0.07,0.07,0.0,9.45,9.45,0.0,0.0,0.0,0.0,2.81,2.81,0.96,1547.66,1548.62,1548.62,0.0,0.0,0.0,0.51,1567.77,1568.28,0.0,0.0,0.0,0.0,11.39,11.39,0.0,0.0,0.0,0.0,3.29,3.29,0.51,1582.45,1582.96,1582.96,0.0,0.0,0.0,1.47,3103.1,3104.57,0.0,0.07,0.07,0.0,20.84,20.84,0.0,0.0,0.0,0.0,6.1,6.1,1.47,3130.11,3131.58,3131.58
10.07,5,72.0,S1,0,10.72,15,15,54.56,49.07,0.0,0.0,0.0,1.16,1676.65,1677.81,0.01,0.05,0.06,0.0,12.38,12.38,0.0,0.0,0.0,0.0,3.12,3.12,1.17,1692.2,1693.37,1693.37,0.0,0.0,0.0,0.6,1778.8,1779.4,0.0,0.0,0.0,0.0,15.04,15.04,0.0,0.0,0.0,0.0,3.92,3.92,0.6,1797.76,1798.36,1798.36,0.0,0.0,0.0,1.76,3455.45,3457.21,0.01,0.05,0.06,0.0,27.42,27.42,0.0,0.0,0.0,0.0,7.04,7.04,1.77,3489.96,3491.73,3491.73
10.08,5,81.0,S1,0,10.72,15,15,57.09,49.53,0.0,0.0,0.0,1.06,1736.42,1737.48,0.01,0.02,0.03,0.0,18.16,18.16,0.0,0.0,0.0,0.0,2.63,2.63,1.07,1757.23,1758.3,1758.3,0.0,0.0,0.0,0.59,1878.81,1879.4,0.0,0.0,0.0,0.0,21.2,21.2,0.0,0.0,0.0,0.0,3.97,3.97,0.59,1903.98,1904.57,1904.57,0.0,0.0,0.0,1.65,3615.23,3616.88,0.01,0.02,0.03,0.0,39.36,39.36,0.0,0.0,0.0,0.0,6.6,6.6,1.66,3661.21,3662.87,3662.87
10.09,4,48.0,S1,0,10.72,15,15,50.88,47.78,1.0,937.06,938.07,0.06,8.18,8.24,0.0,0.29,0.29,0.07,36.44,36.51,0.0,5.82,5.82,0.0,0.0,0.0,1.13,987.79,988.92,988.93,1.09,899.7,900.79,0.36,21.64,22.0,0.0,0.0,0.0,0.07,46.5,46.57,0.0,5.52,5.52,0.0,0.0,0.0,1.52,973.36,974.88,974.88,2.09,1836.76,1838.86,0.42,29.82,30.24,0.0,0.29,0.29,0.14,82.94,83.08,0.0,11.34,11.34,0.0,0.0,0.0,2.65,1961.15,1963.8,1963.81
10.1,4,48.0,S1,0,10.72,15,15,53.24,48.39,1.06,943.23,944.29,0.02,7.98,8.0,0.0,0.27,0.27,0.09,45.11,45.2,0.0,6.52,6.52,0.0,0.0,0.0,1.17,1003.11,1004.28,1004.28,0.91,976.13,977.04,0.19,21.41,21.6,0.0,0.0,0.0,0.07,55.77,55.84,0.0,5.87,5.87,0.0,0.0,0.0,1.17,1059.18,1060.35,1060.35,1.97,1919.36,1921.33,0.21,29.39,29.6,0.0,0.27,0.27,0.16,100.88,101.04,0.0,12.39,12.39,0.0,0.0,0.0,2.34,2062.29,2064.63,2064.63
10.11,4,48.0,S1,0,10.72,15,15,55.79,48.98,1.02,976.31,977.33,0.02,7.8,7.82,0.0,0.24,0.24,0.1,54.72,54.82,0.0,6.61,6.61,0.0,0.0,0.0,1.14,1045.68,1046.82,1046.82,1.01,1058.55,1059.56,0.16,22.71,22.87,0.0,0.0,0.0,0.07,63.84,63.91,0.0,6.72,6.72,0.0,0.0,0.0,1.24,1151.82,1153.06,1153.06,2.03,2034.86,2036.89,0.18,30.51,30.69,0.0,0.24,0.24,0.17,118.56,118.73,0.0,13.33,13.33,0.0,0.0,0.0,2.38,2197.5,2199.88,2199.88
10.13,5,69.0,S1,0,10.72,15,15,51.09,48.07,0.0,0.0,0.0,0.03,1554.91,1554.94,0.01,0.1,0.11,0.81,16.42,17.23,0.0,0.0,0.0,0.0,0.8,0.8,0.85,1572.23,1573.08,1573.08,0.0,0.0,0.0,0.02,1566.06,1566.08,0.0,0.0,0.0,0.41,19.37,19.78,0.0,0.0,0.0,0.0,1.1,1.1,0.43,1586.53,1586.96,1586.96,0.0,0.0,0.0,0.05,3120.97,3121.02,0.01,0.1,0.11,1.22,35.79,37.01,0.0,0.0,0.0,0.0,1.9,1.9,1.28,3158.76,3160.04,3160.04
10.15,5,72.0,S1,0,10.72,15,15,54.22,49.11,0.0,0.0,0.0,1.06,1721.78,1722.84,0.01,0.05,0.06,0.34,13.69,14.03,0.0,0.0,0.0,0.0,3.31,3.31,1.41,1738.83,1740.24,1740.24,0.0,0.0,0.0,0.51,1837.92,1838.43,0.0,0.0,0.0,0.1,16.04,16.14,0.0,0.0,0.0,0.0,4.15,4.15,0.61,1858.11,1858.72,1858.72,0.0,0.0,0.0,1.57,3559.7,3561.27,0.01,0.05,0.06,0.44,29.73,30.17,0.0,0.0,0.0,0.0,7.46,7.46,2.02,3596.94,3598.96,3598.96
10.16,5,81.0,S1,0,10.72,15,15,56.86,49.81,0.0,0.0,0.0,1.1,1754.84,1755.94,0.01,0.03,0.04,0.0,18.22,18.22,0.0,0.0,0.0,0.0,3.27,3.27,1.11,1776.36,1777.47,1777.47,0.0,0.0,0.0,0.59,1905.05,1905.64,0.0,0.0,0.0,0.0,21.64,21.64,0.0,0.0,0.0,0.0,4.21,4.21,0.59,1930.9,1931.49,1931.49,0.0,0.0,0.0,1.69,3659.89,3661.58,0.01,0.03,0.04,0.0,39.86,39.86,0.0,0.0,0.0,0.0,7.48,7.48,1.7,3707.26,3708.96,3708.96
10.18,4,48.0,S1,0,10.72,15,15,49.89,47.45,1.02,877.13,878.15,0.09,8.02,8.11,0.0,0.29,0.29,0.06,33.45,33.51,0.0,5.01,5.01,0.0,0.0,0.0,1.17,923.9,925.07,925.07,1.11,870.58,871.69,0.43,21.82,22.25,0.0,0.0,0.0,0.06,42.84,42.9,0.0,5.38,5.38,0.0,0.0,0.0,1.6,940.62,942.22,942.22,2.13,1747.71,1749.84,0.52,29.84,30.36,0.0,0.29,0.29,0.12,76.29,76.41,0.0,10.39,10.39,0.0,0.0,0.0,2.77,1864.52,1867.29,1867.29
11.03,5,72.0,S1,0,10.72,15,15,50.52,47.68,0.0,0.0,0.0,2.38,1664.84,1667.22,0.14,0.15,0.29,0.76,16.0,16.76,0.0,0.0,0.0,0.0,0.79,0.79,3.28,1681.78,1685.06,1685.06,0.0,0.0,0.0,1.42,1636.7,1638.12,0.0,0.0,0.0,0.32,19.18,19.5,0.0,0.0,0.0,0.0,1.09,1.09,1.74,1656.97,1658.71,1658.71,0.0,0.0,0.0,3.8,3301.54,3305.34,0.14,0.15,0.29,1.08,35.18,36.26,0.0,0.0,0.0,0.0,1.88,1.88,5.02,3338.75,3343.77,3343.77
11.04,5,74.0,S1,0,10.72,15,15,53.64,48.85,0.0,0.0,0.0,2.92,1829.45,1832.37,0.15,0.11,0.26,0.3,12.87,13.17,0.0,0.0,0.0,0.0,3.07,3.07,3.37,1845.5,1848.87,1848.87,0.0,0.0,0.0,2.63,1942.64,1945.27,0.0,0.0,0.0,0.1,15.75,15.85,0.0,0.0,0.0,0.0,3.53,3.53,2.73,1961.92,1964.65,1964.65,0.0,0.0,0.0,5.55,3772.09,3777.64,0.15,0.11,0.26,0.4,28.62,29.02,0.0,0.0,0.0,0.0,6.6,6.6,6.1,3807.42,3813.52,3813.52
11.05,5,83.0,S1,0,10.72,15,15,56.37,49.57,0.0,0.0,0.0,2.68,1840.43,1843.11,0.11,0.07,0.18,0.0,17.75,17.75,0.0,0.0,0.0,0.0,2.97,2.97,2.79,1861.22,1864.01,1864.01,0.0,0.0,0.0,2.25,2007.17,2009.42,0.0,0.0,0.0,0.0,20.99,20.99,0.0,0.0,0.0,0.0,3.22,3.22,2.25,2031.38,2033.63,2033.63,0.0,0.0,0.0,4.93,3847.6,3852.53,0.11,0.07,0.18,0.0,38.74,38.74,0.0,0.0,0.0,0.0,6.19,6.19,5.04,3892.6,3897.64,3897.64
11.06,5,75.0,S1,0,10.72,15,15,50.91,47.71,0.0,0.0,0.0,2.33,1597.24,1599.57,0.17,0.1,0.27,0.0,13.7,13.7,0.0,0.0,0.0,0.0,2.87,2.87,2.5,1613.91,1616.41,1616.41,0.0,0.0,0.0,2.33,1590.23,1592.56,0.0,0.0,0.0,0.0,15.55,15.55,0.0,0.0,0.0,0.0,2.52,2.52,2.33,1608.3,1610.63,1610.63,0.0,0.0,0.0,4.66,3187.47,3192.13,0.17,0.1,0.27,0.0,29.25,29.25,0.0,0.0,0.0,0.0,5.39,5.39,4.83,3222.21,3227.04,3227.04
11.07,5,74.0,S1,0,10.72,15,15,53.58,48.72,0.0,0.0,0.0,2.74,1721.11,1723.85,0.16,0.09,0.25,0.0,15.67,15.67,0.0,0.0,0.0,0.0,2.95,2.95,2.9,1739.82,1742.72,1742.72,0.0,0.0,0.0,2.36,1805.05,1807.41,0.0,0.0,0.0,0.0,18.8,18.8,0.0,0.0,0.0,0.0,2.9,2.9,2.36,1826.75,1829.11,1829.11,0.0,0.0,0.0,5.1,3526.16,3531.26,0.16,0.09,0.25,0.0,34.47,34.47,0.0,0.0,0.0,0.0,5.85,5.85,5.26,3566.57,3571.83,3571.83
11.08,5,83.0,S1,0,10.72,15,15,56.06,49.3,0.0,0.0,0.0,1.64,1839.02,1840.66,0.12,0.07,0.19,0.0,17.97,17.97,0.0,0.0,0.0,0.0,2.78,2.78,1.76,1859.84,1861.6,1861.6,0.0,0.0,0.0,2.61,1988.79,1991.41,0.0,0.0,0.0,0.0,20.72,20.72,0.0,0.0,0.0,0.0,3.4,3.4,2.61,2012.91,2015.52,2015.53,0.0,0.0,0.0,4.25,3827.81,3832.07,0.12,0.07,0.19,0.0,38.69,38.69,0.0,0.0,0.0,0.0,6.18,6.18,4.37,3872.75,3877.12,3877.13
11.09,4,48.0,S1,0,10.72,15,15,50.77,47.75,1.0,941.78,942.78,0.07,8.22,8.29,0.0,0.29,0.29,0.07,37.1,37.17,0.0,5.81,5.81,0.0,0.0,0.0,1.14,993.2,994.34,994.34,1.08,900.58,901.66,0.39,21.72,22.11,0.0,0.0,0.0,0.07,46.6,46.67,0.0,5.5,5.5,0.0,0.0,0.0,1.54,974.4,975.94,975.94,2.08,1842.36,1844.44,0.46,29.94,30.4,0.0,0.29,0.29,0.14,83.7,83.84,0.0,11.31,11.31,0.0,0.0,0.0,2.68,1967.6,1970.28,1970.28
11.1,4,48.0,S1,0,10.72,15,15,53.22,48.36,1.02,940.76,941.78,0.02,8.05,8.07,0.0,0.26,0.26,0.09,45.02,45.11,0.0,5.73,5.73,0.0,0.0,0.0,1.13,999.82,1000.95,1000.95,0.91,976.05,976.96,0.19,21.24,21.43,0.0,0.0,0.0,0.07,55.81,55.88,0.0,5.83,5.83,0.0,0.0,0.0,1.17,1058.93,1060.1,1060.1,1.93,1916.81,1918.74,0.21,29.29,29.5,0.0,0.26,0.26,0.16,100.83,100.99,0.0,11.56,11.56,0.0,0.0,0.0,2.3,2058.75,2061.05,2061.05
11.11,4,48.0,S1,0,10.72,15,15,55.72,49.07,0.98,973.04,974.02,0.02,7.95,7.97,0.0,0.25,0.25,0.1,54.3,54.4,0.0,6.62,6.62,0.0,0.0,0.0,1.1,1042.16,1043.26,1043.26,0.92,1053.29,1054.21,0.16,22.54,22.7,0.0,0.0,0.0,0.07,63.77,63.84,0.0,6.75,6.75,0.0,0.0,0.0,1.15,1146.35,1147.5,1147.5,1.9,2026.33,2028.23,0.18,30.49,30.67,0.0,0.25,0.25,0.17,118.07,118.24,0.0,13.37,13.37,0.0,0.0,0.0,2.25,2188.51,2190.76,2190.76
11.13,5,72.0,S1,0,10.72,15,15,50.59,47.73,0.0,0.0,0.0,2.44,1675.6,1678.04,0.14,0.15,0.29,0.79,15.98,16.77,0.0,0.0,0.0,0.0,0.76,0.76,3.37,1692.49,1695.86,1695.86,0.0,0.0,0.0,1.44,1642.99,1644.43,0.0,0.0,0.0,0.33,19.18,19.51,0.0,0.0,0.0,0.0,1.09,1.09,1.77,1663.26,1665.03,1665.03,0.0,0.0,0.0,3.88,3318.59,3322.47,0.14,0.15,0.29,1.12,35.16,36.28,0.0,0.0,0.0,0.0,1.85,1.85,5.14,3355.75,3360.89,3360.89
11.15,5,74.0,S1,0,10.72,15,15,53.4,48.6,0.0,0.0,0.0,2.79,1854.94,1857.73,0.16,0.11,0.27,0.32,12.88,13.2,0.0,0.0,0.0,0.0,3.06,3.06,3.27,1870.99,1874.26,1874.26,0.0,0.0,0.0,2.56,1945.59,1948.15,0.0,0.0,0.0,0.1,15.75,15.85,0.0,0.0,0.0,0.0,3.53,3.53,2.66,1964.87,1967.53,1967.53,0.0,0.0,0.0,5.35,3800.53,3805.88,0.16,0.11,0.27,0.42,28.63,29.05,0.0,0.0,0.0,0.0,6.59,6.59,5.93,3835.86,3841.79,3841.79
11.16,5,83.0,S1,0,10.72,15,15,55.93,49.31,0.0,0.0,0.0,2.39,1873.23,1875.62,0.13,0.08,0.21,0.0,18.05,18.05,0.0,0.0,0.0,0.0,3.62,3.62,2.52,1894.98,1897.5,1897.5,0.0,0.0,0.0,2.19,2034.76,2036.95,0.0,0.0,0.0,0.0,21.12,21.12,0.0,0.0,0.0,0.0,3.22,3.22,2.19,2059.1,2061.29,2061.29,0.0,0.0,0.0,4.58,3907.99,3912.57,0.13,0.08,0.21,0.0,39.17,39.17,0.0,0.0,0.0,0.0,6.84,6.84,4.71,3954.08,3958.79,3958.79
11.18,4,48.0,S1,0,10.72,15,15,49.83,47.42,1.02,920.16,921.18,0.09,8.03,8.12,0.0,0.29,0.29,0.06,33.5,33.56,0.0,5.66,5.66,0.0,0.0,0.0,1.17,967.64,968.81,968.81,1.12,871.29,872.41,0.44,21.9,22.34,0.0,0.0,0.0,0.06,42.89,42.95,0.0,5.39,5.39,0.0,0.0,0.0,1.62,941.47,943.09,943.09,2.14,1791.45,1793.59,0.53,29.93,30.46,0.0,0.29,0.29,0.12,76.39,76.51,0.0,11.05,11.05,0.0,0.0,0.0,2.79,1909.11,1911.9,1911.9
9.06,5,72.1,S1-,0,10.72,15,15,42.52,47.08,0.0,0.0,0.0,0.07,495.0,495.07,0.64,0.32,0.96,0.05,4.41,4.46,0.0,0.0,0.0,0.01,1.39,1.4,0.77,501.12,501.89,501.89,0.0,0.0,0.0,0.04,563.14,563.18,0.0,0.0,0.0,0.05,7.46,7.51,0.0,0.0,0.0,0.01,1.15,1.16,0.1,571.75,571.85,571.85,0.0,0.0,0.0,0.11,1058.14,1058.25,0.64,0.32,0.96,0.1,11.87,11.97,0.0,0.0,0.0,0.02,2.54,2.56,0.87,1072.87,1073.74,1073.74
9.07,5,72.1,S1-,0,10.72,15,15,43.51,46.59,0.0,0.0,0.0,0.46,554.31,554.77,0.26,0.11,0.37,0.07,6.11,6.18,0.0,0.0,0.0,0.01,1.8,1.81,0.8,562.33,563.13,563.13,0.0,0.0,0.0,0.9,659.48,660.38,0.0,0.0,0.0,0.07,12.45,12.52,0.0,0.0,0.0,0.01,1.4,1.41,0.98,673.33,674.31,674.31,0.0,0.0,0.0,1.36,1213.79,1215.15,0.26,0.11,0.37,0.14,18.56,18.7,0.0,0.0,0.0,0.02,3.2,3.22,1.78,1235.66,1237.44,1237.44
9.08,5,81.1,S1-,0,10.72,15,15,45.32,48.17,0.0,0.0,0.0,0.43,565.27,565.7,0.07,0.0,0.07,0.11,7.67,7.78,0.0,0.0,0.0,0.01,1.56,1.57,0.62,574.5,575.12,575.12,0.0,0.0,0.0,0.9,665.81,666.71,0.0,0.0,0.0,0.12,14.85,14.97,0.0,0.0,0.0,0.02,1.22,1.24,1.04,681.88,682.92,682.92,0.0,0.0,0.0,1.33,1231.08,1232.41,0.07,0.0,0.07,0.23,22.52,22.75,0.0,0.0,0.0,0.03,2.78,2.81,1.66,1256.38,1258.04,1258.04
9.09,4,48.1,S1-,0,10.72,15,15,42.47,46.93,0.06,431.88,431.94,0.01,15.42,15.43,0.14,0.07,0.21,0.17,24.79,24.96,2.28,2.36,4.64,0.0,0.0,0.0,2.66,474.52,477.18,477.18,0.19,428.19,428.38,0.02,15.76,15.78,0.0,0.0,0.0,0.18,30.52,30.7,0.96,3.24,4.2,0.0,0.0,0.0,1.35,477.71,479.06,479.06,0.25,860.07,860.32,0.03,31.18,31.21,0.14,0.07,0.21,0.35,55.31,55.66,3.24,5.6,8.84,0.0,0.0,0.0,4.01,952.23,956.24,956.24
9.1,4,48.1,S1-,0,10.72,15,15,43.59,47.48,0.06,472.64,472.7,0.01,14.42,14.43,0.03,0.02,0.05,0.2,29.93,30.13,3.57,3.84,7.41,0.0,0.0,0.0,3.87,520.85,524.72,524.72,0.21,472.37,472.58,0.01,15.6,15.61,0.0,0.0,0.0,0.18,36.37,36.55,0.9,4.29,5.19,0.0,0.0,0.0,1.3,528.63,529.93,529.93,0.27,945.01,945.28,0.02,30.02,30.04,0.03,0.02,0.05,0.38,66.3,66.68,4.47,8.13,12.6,0.0,0.0,0.0,5.17,1049.48,1054.65,1054.65
9.11,4,48.1,S1-,0,10.72,15,15,44.24,48.03,0.06,519.59,519.65,0.01,12.91,12.92,0.1,0.03,0.13,0.25,36.05,36.3,4.72,4.82,9.54,0.0,0.0,0.0,5.14,573.4,578.54,578.54,0.15,531.31,531.46,0.01,17.08,17.09,0.0,0.0,0.0,0.19,41.62,41.81,0.91,4.69,5.6,0.0,0.0,0.0,1.26,594.7,595.96,595.96,0.21,1050.9,1051.11,0.02,29.99,30.01,0.1,0.03,0.13,0.44,77.67,78.11,5.63,9.51,15.14,0.0,0.0,0.0,6.4,1168.1,1174.5,1174.5
9.13,5,69.1,S1-,0,10.72,15,15,42.41,49.24,0.0,0.0,0.0,0.05,608.11,608.16,0.59,0.28,0.87,0.06,17.8,17.86,0.0,0.0,0.0,0.0,0.29,0.29,0.7,626.48,627.18,627.18,0.0,0.0,0.0,0.04,681.14,681.18,0.0,0.0,0.0,0.06,26.5,26.56,0.0,0.0,0.0,0.01,0.29,0.3,0.11,707.93,708.04,708.04,0.0,0.0,0.0,0.09,1289.25,1289.34,0.59,0.28,0.87,0.12,44.3,44.42,0.0,0.0,0.0,0.01,0.58,0.59,0.81,1334.41,1335.22,1335.22
