scenarioID,tdmVersion,tdmVersionWithDate,scenarioName,scenarioGroup,scenarioYear,PERIOD,TRIPPURP,MODE,TRIPS
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBC,CRT,3878
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBO,Walk,124615
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBO,Bike,21281
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBO,Auto,1341785
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBO,SchoolBus,0
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBO,LCL,5361
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBO,COR,139
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBO,BRT,950
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBO,EXP,19
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBO,LRT,5669
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBO,CRT,1765
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBS,Walk,181417
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBS,Bike,53163
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBS,Auto,83400
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBS,SchoolBus,145950
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBS,LCL,0
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBS,COR,0
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBS,BRT,0
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBS,EXP,0
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBS,LRT,0
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBS,CRT,0
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBW,Walk,25410
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBW,Bike,18878
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBW,Auto,1011208
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBW,SchoolBus,0
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBW,LCL,10103
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBW,COR,154
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBW,BRT,1192
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBW,EXP,731
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBW,LRT,12649
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,HBW,CRT,8315
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,NHB,Walk,25205
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,NHB,Bike,4399
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,NHB,Auto,693509
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,NHB,SchoolBus,0
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,NHB,LCL,1246
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,NHB,COR,28
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,NHB,BRT,391
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,NHB,EXP,7
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,NHB,LRT,2354
9.01,v9,WF TDM v9.0 - official,BY_2019,BY,2019,Pk,NHB,CRT,472
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBC,Walk,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBC,Bike,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBC,Auto,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBC,SchoolBus,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBC,LCL,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBC,COR,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBC,BRT,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBC,EXP,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBC,LRT,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBC,CRT,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBO,Walk,303839
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBO,Bike,58999
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBO,Auto,2756040
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBO,SchoolBus,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBO,LCL,9904
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBO,COR,260
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBO,BRT,934
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBO,EXP,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBO,LRT,9721
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBO,CRT,2476
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBS,Walk,88385
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBS,Bike,25899
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBS,Auto,40360
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBS,SchoolBus,71035
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBS,LCL,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBS,COR,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBS,BRT,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBS,EXP,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBS,LRT,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBS,CRT,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBW,Walk,21592
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBW,Bike,10500
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBW,Auto,575704
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBW,SchoolBus,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBW,LCL,5471
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBW,COR,85
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBW,BRT,965
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBW,EXP,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBW,LRT,6391
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,HBW,CRT,2463
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,NHB,Walk,105291
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,NHB,Bike,10831
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,NHB,Auto,1531077
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,NHB,SchoolBus,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,NHB,LCL,2324
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,NHB,COR,59
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,NHB,BRT,793
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,NHB,EXP,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,NHB,LRT,4947
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Ok,NHB,CRT,798
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBC,Walk,16465
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBC,Bike,5822
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBC,Auto,78781
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBC,SchoolBus,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBC,LCL,5756
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBC,COR,29
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBC,BRT,4532
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBC,EXP,62
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBC,LRT,5750
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBC,CRT,3523
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBO,Walk,123813
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBO,Bike,21191
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBO,Auto,1342316
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBO,SchoolBus,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBO,LCL,5359
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBO,COR,138
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBO,BRT,940
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBO,EXP,23
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBO,LRT,5669
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBO,CRT,1733
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBS,Walk,181491
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBS,Bike,53181
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBS,Auto,83431
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBS,SchoolBus,145999
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBS,LCL,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBS,COR,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBS,BRT,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBS,EXP,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBS,LRT,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBS,CRT,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBW,Walk,25269
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBW,Bike,18718
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBW,Auto,1013117
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBW,SchoolBus,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBW,LCL,10109
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBW,COR,154
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBW,BRT,1187
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBW,EXP,840
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBW,LRT,12499
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,HBW,CRT,7211
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,NHB,Walk,24971
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,NHB,Bike,4364
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,NHB,Auto,693752
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,NHB,SchoolBus,0
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,NHB,LCL,1240
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,NHB,COR,28
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,NHB,BRT,388
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,NHB,EXP,10
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,NHB,LRT,2346
10.01,v9,WF TDM v9.0.1 - official - patch 2,BY_2019,BY,2019,Pk,NHB,CRT,461
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBC,Walk,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBC,Bike,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBC,Auto,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBC,SchoolBus,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBC,LCL,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBC,COR,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBC,BRT,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBC,EXP,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBC,LRT,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBC,CRT,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBO,Walk,303885
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBO,Bike,58997
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBO,Auto,2755976
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBO,SchoolBus,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBO,LCL,9899
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBO,COR,260
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBO,BRT,934
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBO,EXP,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBO,LRT,9730
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBO,CRT,2476
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBS,Walk,88391
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBS,Bike,25901
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBS,Auto,40359
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBS,SchoolBus,71026
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBS,LCL,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBS,COR,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBS,BRT,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBS,EXP,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBS,LRT,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBS,CRT,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBW,Walk,21593
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBW,Bike,10499
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBW,Auto,575703
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBW,SchoolBus,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBW,LCL,5467
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBW,COR,85
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBW,BRT,965
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBW,EXP,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBW,LRT,6391
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,HBW,CRT,2463
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,NHB,Walk,105291
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,NHB,Bike,10830
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,NHB,Auto,1531071
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,NHB,SchoolBus,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,NHB,LCL,2323
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,NHB,COR,59
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,NHB,BRT,793
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,NHB,EXP,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,NHB,LRT,4946
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Ok,NHB,CRT,798
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBC,Walk,16466
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBC,Bike,5822
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBC,Auto,78788
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBC,SchoolBus,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBC,LCL,5755
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBC,COR,29
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBC,BRT,4532
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBC,EXP,63
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBC,LRT,5741
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBC,CRT,3522
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBO,Walk,123832
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBO,Bike,21189
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBO,Auto,1342289
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBO,SchoolBus,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBO,LCL,5356
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBO,COR,138
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBO,BRT,940
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBO,EXP,23
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBO,LRT,5672
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBO,CRT,1732
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBS,Walk,181504
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBS,Bike,53185
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBS,Auto,83429
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBS,SchoolBus,145982
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBS,LCL,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBS,COR,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBS,BRT,0
11.01,v9,WF TDM v9.0.2 - official,BY_2019,BY,2019,Pk,HBS,EXP,0
